BusinessEntityID,CreditCardID,ModifiedDate
3968,747,2014-01-14
3969,2190,2011-07-24
3970,6690,2013-11-08
3971,11575,2013-02-22
3972,9205,2013-07-09
3973,16381,2013-11-05
3974,16150,2014-01-07
3975,14227,2014-05-05
3976,7253,2014-03-18
3977,11267,2013-11-19
3978,13120,2011-10-11
3979,12082,2012-05-09
3980,11031,2013-08-24
3981,15681,2013-08-18
3982,18581,2013-09-06
3983,13386,2014-05-27
3984,7000,2014-04-16
3985,8798,2013-01-20
3986,679,2012-08-13
3987,9537,2012-12-22
3988,6431,2014-01-27
3989,6823,2013-07-14
3990,17261,2014-02-18
3991,9219,2014-03-25
3992,2290,2013-12-27
3993,14852,2011-11-23
3994,1958,2014-05-14
3995,16562,2013-05-29
3996,10157,2014-05-30
3997,15299,2014-03-30
3998,9072,2013-11-12
3999,12281,2013-02-06
4000,488,2014-02-02
4001,2995,2013-07-13
4002,16393,2014-01-05
4003,4679,2011-06-11
4004,11695,2013-04-30
4005,9719,2013-07-07
4006,15271,2012-12-08
4007,6521,2013-05-19
4008,6624,2013-07-14
4009,4080,2013-12-19
4010,4780,2013-11-22
4011,14063,2013-08-15
4012,9444,2013-07-13
4013,4401,2013-09-29
4014,16544,2014-05-03
4015,2124,2014-05-24
4016,5230,2011-10-05
4017,18118,2013-08-26
4018,11895,2012-12-20
4019,4065,2012-05-14
4020,8341,2014-04-22
4021,13926,2012-11-29
4022,3444,2014-04-21
4023,684,2014-02-17
4024,13417,2013-08-26
4025,15613,2012-07-24
4026,15608,2014-05-25
4027,827,2013-07-13
4028,14764,2011-12-15
4029,9105,2013-11-16
4030,15719,2013-12-14
4031,18764,2012-01-24
4032,19173,2013-09-01
4033,8878,2013-12-02
4034,196,2014-05-22
4035,3918,2014-03-20
4036,10361,2014-06-21
4037,24,2013-08-21
4038,16572,2013-10-18
4039,1848,2012-12-28
4040,2167,2014-03-15
4041,13132,2014-01-12
4042,14853,2013-07-16
4043,7931,2011-12-28
4044,12309,2013-09-17
4045,17092,2013-12-06
4046,17702,2013-02-14
4047,16631,2014-05-27
4048,9422,2013-04-11
4049,3068,2013-10-17
4050,10350,2011-11-07
4051,4465,2013-07-21
4052,13823,2013-08-20
4053,9609,2013-08-23
4054,10535,2013-09-20
4055,17321,2013-11-02
4056,854,2014-04-11
4057,9988,2013-07-09
4058,17346,2012-10-29
4059,14344,2012-06-27
4060,18898,2013-09-22
4061,10131,2013-12-10
4062,2946,2012-11-10
4063,7788,2013-09-12
4064,5670,2014-05-17
4065,6155,2013-08-31
4066,7807,2014-01-17
4067,8158,2014-02-18
4068,9625,2013-11-05
4069,3517,2012-06-18
4070,16233,2014-05-08
4071,18376,2013-08-22
4072,12307,2011-11-02
4073,9083,2013-11-08
4074,10492,2013-04-30
4075,18622,2013-10-06
4076,4377,2013-09-02
4077,13297,2013-12-26
4078,3813,2014-02-28
4079,1823,2013-06-09
4080,1235,2014-01-24
4081,1029,2014-04-20
4082,14722,2012-05-17
4083,16141,2013-07-20
4084,8838,2013-11-20
4085,18542,2014-04-08
4086,13379,2014-03-31
4087,17220,2013-03-28
4088,17252,2013-12-28
4089,9899,2013-07-07
4090,9224,2013-02-22
4091,14002,2014-02-25
4092,8425,2013-07-27
4093,12873,2014-06-20
4094,17303,2011-06-28
4095,16832,2014-05-28
4096,12169,2013-10-08
4097,8846,2014-01-13
4098,10780,2011-09-01
4099,14669,2014-04-27
4100,12520,2013-10-04
4101,3414,2012-06-25
4102,9858,2012-03-28
4103,6776,2013-12-26
4104,11504,2014-02-02
4105,7615,2014-01-28
4106,18745,2013-12-06
4107,15990,2013-05-20
4108,12094,2013-12-05
4109,10629,2014-05-04
4110,2878,2012-08-02
4111,17631,2013-08-29
4112,2230,2013-05-09
4113,16259,2013-07-01
4114,5970,2014-01-30
4115,13026,2014-05-14
4116,17823,2013-10-30
4117,12009,2011-12-05
4118,16133,2013-10-09
4119,16927,2014-03-23
4120,12905,2012-03-19
4121,5045,2014-06-16
4122,16087,2011-10-08
4123,8622,2014-01-05
4124,2053,2013-08-08
4125,215,2011-11-18
4126,8854,2014-05-25
4127,11181,2013-07-04
4128,18826,2014-03-19
4129,8167,2012-06-13
4130,8913,2014-05-07
4131,1175,2013-12-30
4132,781,2013-09-19
4133,2709,2014-05-21
4134,15215,2011-08-20
4135,1504,2013-05-27
4136,8808,2013-12-18
4137,15178,2012-11-10
4138,16787,2011-12-11
4139,3417,2014-04-26
4140,16139,2014-03-27
4141,7346,2012-09-26
4142,2011,2011-10-07
4143,374,2014-05-04
4144,12378,2014-04-22
4145,13499,2013-09-14
4146,5686,2013-07-13
4147,13903,2013-11-04
4148,15044,2013-08-20
4149,17610,2014-03-17
4150,7376,2012-03-29
4151,17451,2013-11-02
4152,3024,2013-07-20
4153,11902,2013-07-30
4154,11585,2013-12-04
4155,15350,2013-01-03
4156,15600,2013-12-16
4157,6753,2011-09-21
4158,8251,2011-12-26
4159,16159,2014-02-17
4160,7893,2011-11-11
4161,2596,2013-09-01
4162,7939,2013-03-04
4163,5920,2014-06-08
4164,14376,2014-01-29
4165,7876,2013-11-06
4166,10140,2012-06-29
4167,11607,2011-08-24
4168,5945,2013-09-28
4169,1901,2013-11-06
4170,8225,2012-08-07
4171,15712,2013-09-22
4172,3469,2013-11-10
4173,5370,2014-06-14
4174,5533,2014-01-03
4175,18860,2014-03-08
4176,14727,2014-01-08
4177,1369,2013-10-08
4178,2143,2013-10-14
4179,12126,2013-08-11
4180,15823,2014-04-12
4181,6048,2012-11-01
4182,6665,2013-10-23
4183,15738,2014-03-21
4184,13671,2013-10-08
4185,6556,2013-08-07
4186,13269,2013-11-15
4187,16626,2013-07-11
4188,15214,2013-10-25
4189,808,2013-11-07
4190,2981,2013-07-07
4191,7118,2013-02-04
4192,8708,2014-05-20
4193,14910,2013-09-26
4194,11716,2014-04-18
4195,2424,2013-09-04
4196,12935,2014-02-17
4197,1659,2012-06-25
4198,11327,2013-04-08
4199,10983,2013-08-07
4200,9994,2013-07-24
4201,6263,2014-03-06
4202,6793,2013-10-05
4203,13128,2013-05-24
4204,173,2012-10-15
4205,13181,2013-08-08
4206,18551,2013-06-20
4207,16752,2013-03-08
4208,8765,2013-10-17
4209,16126,2013-09-24
4210,10050,2012-08-26
4211,10113,2012-07-27
4212,6288,2013-08-26
4213,14230,2013-08-26
4214,13708,2013-03-19
4215,8458,2014-04-30
4216,14183,2013-01-07
4217,10896,2012-06-11
4218,18218,2014-03-26
4219,10951,2014-01-23
4220,14949,2014-03-30
4221,7787,2013-07-27
4222,13500,2013-09-28
4223,5695,2014-01-16
4224,17233,2012-08-13
4225,7377,2014-04-25
4226,5957,2013-08-09
4227,6146,2011-11-07
4228,2940,2013-11-22
4229,10912,2011-06-02
4230,8415,2012-11-05
4231,2711,2013-08-19
4232,18489,2014-05-09
4233,17650,2014-05-12
4234,7877,2013-10-17
4235,8585,2011-11-24
4236,4950,2012-11-12
4237,13668,2013-04-25
4238,2202,2014-02-24
4239,18167,2014-03-28
4240,7420,2013-07-27
4241,15646,2012-09-15
4242,1775,2013-11-05
4243,839,2012-08-20
4244,15184,2014-01-18
4245,11783,2013-06-13
4246,9095,2013-11-08
4247,9732,2013-07-27
4248,13966,2013-10-14
4249,3713,2013-11-24
4250,11188,2012-08-27
4251,16154,2014-01-20
4252,4956,2012-12-25
4253,13135,2012-08-13
4254,2223,2014-04-05
4255,6350,2014-02-25
4256,13584,2013-12-25
4257,14883,2011-08-18
4258,13369,2013-08-06
4259,14828,2013-08-11
4260,19058,2014-01-13
4261,5488,2012-03-04
4262,7720,2013-07-24
4263,13215,2014-02-06
4264,11355,2013-09-01
4265,11048,2014-03-28
4266,19138,2013-09-28
4267,6,2014-04-10
4268,1654,2013-06-27
4269,7701,2013-11-17
4270,13765,2014-05-27
4271,14204,2014-01-04
4272,18221,2013-12-04
4273,6719,2011-10-12
4274,5303,2011-10-10
4275,11247,2013-11-19
4276,16488,2011-07-31
4277,6797,2013-08-10
4278,7365,2013-09-01
4279,616,2012-07-13
4280,13277,2013-10-01
4281,18078,2013-06-06
4282,12701,2014-05-08
4283,10583,2014-04-17
4284,16215,2013-02-13
4285,7111,2014-01-19
4286,12320,2014-05-23
4287,4504,2014-04-25
4288,11447,2014-01-13
4289,2640,2011-07-23
4290,17139,2013-10-21
4291,10107,2012-12-08
4292,15311,2013-11-12
4293,7828,2013-09-07
4294,11097,2014-03-03
4295,410,2013-02-15
4296,11168,2012-03-29
4297,4924,2014-03-20
4298,9979,2014-05-11
4299,3761,2012-02-01
4300,11672,2013-09-27
4301,14276,2012-01-25
4302,3315,2014-02-01
4303,18571,2014-03-17
4304,3459,2013-05-25
4305,13163,2013-12-30
4306,9027,2014-05-23
4307,6907,2014-04-13
4308,12669,2012-10-23
4309,351,2012-10-19
4310,7511,2013-08-27
4311,1109,2013-06-30
4312,10987,2012-11-14
4313,6691,2012-01-02
4314,8568,2013-11-04
4315,18864,2014-01-08
4316,7585,2014-06-07
4317,10634,2012-11-12
4318,9300,2013-08-25
4319,15314,2012-04-10
4320,14391,2014-06-07
4321,3998,2014-04-27
4322,15482,2014-06-02
4323,4603,2013-11-09
4324,15300,2012-07-26
4325,12713,2013-09-03
4326,5816,2014-05-23
4327,4820,2013-08-31
4328,5591,2014-04-03
4329,10990,2012-08-01
4330,9382,2011-12-01
4331,10711,2012-07-19
4332,6746,2014-04-01
4333,3450,2014-02-13
4334,7663,2013-11-09
4335,8416,2014-02-22
4336,8741,2014-02-17
4337,6518,2013-10-19
4338,7307,2014-01-07
4339,12344,2014-05-01
4340,3096,2013-10-30
4341,12833,2013-01-30
4342,10447,2014-05-22
4343,19189,2013-12-21
4344,18497,2012-10-29
4345,9342,2013-07-12
4346,7304,2013-10-04
4347,10236,2014-02-14
4348,5896,2014-04-04
4349,13755,2013-01-24
4350,6505,2014-03-06
4351,9916,2011-06-20
4352,6800,2014-04-02
4353,10996,2013-10-30
4354,1078,2014-04-13
4355,12631,2013-09-06
4356,13452,2014-06-11
4357,11688,2012-03-06
4358,15871,2014-05-25
4359,6927,2013-12-25
4360,16490,2014-03-13
4361,7163,2013-08-12
4362,18851,2012-03-29
4363,12120,2012-02-15
4364,7412,2013-07-05
4365,2595,2011-12-12
4366,10960,2013-07-06
4367,7011,2013-07-15
4368,14981,2014-02-26
4369,8314,2013-04-26
4370,13729,2011-11-11
4371,1576,2014-01-19
4372,4400,2014-05-21
4373,7775,2013-07-20
4374,18054,2014-01-17
4375,12680,2014-05-02
4376,4690,2013-07-25
4377,5840,2014-03-10
4378,9129,2013-07-20
4379,10210,2013-10-06
4380,1376,2013-12-16
4381,3883,2011-11-22
4382,7559,2011-11-28
4383,1617,2013-09-21
4384,14325,2014-03-11
4385,15532,2012-06-01
4386,10806,2013-12-07
4387,2038,2013-09-16
4388,18124,2013-11-30
4389,9419,2013-01-14
4390,9378,2013-11-29
4391,17798,2014-03-18
4392,10765,2011-12-21
4393,1702,2013-08-24
4394,13589,2011-09-11
4395,10406,2011-10-18
4396,513,2013-03-03
4397,12433,2014-03-05
4398,13973,2014-02-25
4399,16148,2014-04-07
4400,11976,2014-02-10
4401,3138,2014-06-18
4402,17335,2013-07-12
4403,7767,2013-05-27
4404,4740,2014-05-09
4405,787,2014-03-03
4406,18614,2013-08-05
4407,9510,2014-04-07
4408,12472,2014-06-09
4409,4947,2011-07-12
4410,1455,2014-04-25
4411,14875,2013-11-03
4412,16326,2013-08-04
4413,16179,2013-09-04
4414,2171,2014-01-02
4415,10566,2012-11-05
4416,13409,2013-02-08
4417,4936,2011-10-17
4418,12959,2014-04-23
4419,3776,2014-03-23
4420,13070,2013-11-24
4421,11280,2012-10-11
4422,16176,2013-10-21
4423,6935,2013-12-05
4424,14188,2014-05-09
4425,10081,2013-05-20
4426,3347,2013-10-25
4427,4988,2013-11-13
4428,10640,2014-02-18
4429,19126,2013-10-19
4430,4437,2014-05-27
4431,12566,2012-01-30
4432,11297,2014-06-19
4433,6617,2013-04-11
4434,14297,2013-12-08
4435,1545,2013-07-17
4436,5360,2013-01-29
4437,11461,2013-10-31
4438,5660,2011-07-30
4439,10480,2013-02-01
4440,15831,2013-01-18
4441,17765,2013-09-14
4442,536,2014-02-12
4443,9518,2013-07-08
4444,6035,2013-07-26
4445,1137,2014-03-11
4446,8511,2011-11-04
4447,10905,2013-12-11
4448,16454,2014-06-23
4449,4206,2013-03-19
4450,1597,2014-04-04
4451,16860,2012-08-10
4452,9220,2013-10-08
4453,18095,2013-10-21
4454,12170,2013-11-03
4455,16168,2014-01-08
4456,15687,2014-03-07
4457,16422,2014-04-29
4458,17810,2011-07-18
4459,15281,2012-11-25
4460,8452,2014-03-11
4461,10199,2011-07-26
4462,2820,2013-09-28
4463,4482,2013-12-16
4464,11039,2012-06-18
4465,18417,2013-11-27
4466,11122,2012-11-05
4467,4999,2013-02-18
4468,16965,2014-05-08
4469,17526,2014-05-15
4470,5486,2013-02-13
4471,14897,2013-12-28
4472,13073,2013-12-17
4473,566,2013-08-01
4474,2554,2012-02-27
4475,11623,2014-05-24
4476,3898,2011-12-25
4477,780,2014-01-29
4478,12046,2014-02-19
4479,6010,2013-11-24
4480,2362,2014-02-25
4481,10562,2013-11-27
4482,16452,2014-03-24
4483,8253,2014-02-28
4484,692,2013-04-04
4485,8632,2011-07-21
4486,3383,2014-04-04
4487,18431,2013-10-29
4488,6988,2013-12-06
4489,2178,2011-11-12
4490,860,2014-04-23
4491,893,2014-01-27
4492,1742,2013-11-21
4493,3463,2013-09-16
4494,6759,2014-04-04
4495,1037,2013-11-11
4496,14082,2013-08-25
4497,2183,2014-02-18
4498,1116,2013-10-05
4499,6232,2014-06-11
4500,3323,2011-12-11
4501,14674,2014-01-16
4502,13262,2014-05-06
4503,14472,2014-04-09
4504,11077,2014-01-07
4505,15207,2012-11-21
4506,14560,2014-05-17
4507,17524,2014-01-04
4508,6335,2014-02-04
4509,8787,2013-11-19
4510,3757,2013-06-10
4511,4621,2013-03-31
4512,15315,2013-04-25
4513,14039,2013-11-24
4514,4978,2013-08-08
4515,11334,2013-07-01
4516,18241,2011-08-19
4517,2539,2014-04-20
4518,10379,2013-12-26
4519,11106,2014-02-24
4520,11767,2012-08-31
4521,13950,2014-03-14
4522,9796,2012-06-20
4523,3690,2013-11-10
4524,18770,2013-09-20
4525,3410,2013-08-17
4526,18695,2012-03-27
4527,17793,2012-04-13
4528,7155,2013-01-26
4529,804,2013-08-24
4530,15880,2014-06-13
4531,3919,2014-02-17
4532,1636,2013-07-04
4533,6199,2013-12-23
4534,16627,2014-04-30
4535,5929,2012-07-13
4536,1711,2014-02-22
4537,10518,2014-06-18
4538,13904,2013-10-04
4539,8439,2014-06-16
4540,15402,2012-01-05
4541,8797,2012-03-01
4542,17936,2014-02-26
4543,50,2014-06-15
4544,7114,2013-11-11
4545,13774,2012-11-16
4546,2628,2012-09-28
4547,2790,2014-04-02
4548,10003,2012-11-09
4549,12600,2013-07-26
4550,3861,2014-06-01
4551,4935,2013-08-14
4552,13728,2012-05-18
4553,3032,2013-10-15
4554,17651,2014-04-15
4555,3104,2013-11-22
4556,12369,2013-02-09
4557,14946,2013-11-27
4558,2982,2013-11-18
4559,15996,2014-03-18
4560,6225,2014-04-25
4561,12928,2013-05-20
4562,16151,2013-04-07
4563,15295,2014-03-28
4564,16893,2014-05-27
4565,3821,2013-11-10
4566,13835,2013-10-01
4567,1021,2013-02-13
4568,19125,2013-11-07
4569,9190,2014-05-06
4570,4420,2014-05-19
4571,11616,2013-05-23
4572,15009,2011-11-12
4573,280,2013-12-07
4574,127,2012-09-12
4575,3522,2013-09-23
4576,9729,2014-03-17
4577,4253,2013-10-07
4578,8096,2013-03-21
4579,9193,2013-04-10
4580,443,2013-06-15
4581,6757,2014-01-01
4582,19008,2014-05-04
4583,4360,2014-06-30
4584,216,2011-11-05
4585,5874,2013-08-10
4586,15748,2013-06-18
4587,2092,2014-06-21
4588,15870,2013-12-14
4589,11846,2011-10-30
4590,18090,2013-09-29
4591,16601,2013-09-28
4592,13494,2011-12-04
4593,18862,2013-09-13
4594,1835,2014-04-22
4595,6889,2013-07-25
4596,14328,2014-03-15
4597,7573,2013-11-10
4598,4431,2012-07-29
4599,9470,2013-11-13
4600,12256,2014-05-08
4601,7460,2014-02-06
4602,16340,2013-07-03
4603,496,2013-12-24
4604,15119,2013-09-07
4605,11084,2013-09-05
4606,1979,2013-03-22
4607,16706,2013-10-25
4608,2825,2014-01-20
4609,15317,2013-08-07
4610,6982,2014-03-24
4611,4825,2013-04-06
4612,18590,2012-06-11
4613,793,2013-08-06
4614,4264,2013-06-08
4615,903,2013-12-05
4616,12346,2014-05-10
4617,16018,2012-10-23
4618,11512,2013-07-22
4619,4799,2014-06-28
4620,8209,2013-07-28
4621,9033,2014-04-08
4622,11396,2013-10-09
4623,16667,2012-08-29
4624,14150,2013-09-18
4625,14304,2012-02-21
4626,13206,2013-11-14
4627,8391,2012-04-14
4628,18331,2013-10-09
4629,17007,2013-07-05
4630,9703,2014-03-09
4631,6658,2012-10-12
4632,13136,2012-08-01
4633,940,2013-01-21
4634,18230,2014-05-18
4635,16219,2014-06-23
4636,10008,2012-01-18
4637,2292,2013-09-27
4638,10177,2013-12-15
4639,8680,2014-03-13
4640,4841,2013-10-27
4641,16212,2013-10-31
4642,2415,2013-07-06
4643,18965,2011-11-28
4644,1737,2013-11-27
4645,15423,2014-03-28
4646,4358,2014-05-09
4647,13680,2013-09-03
4648,4326,2012-07-06
4649,1179,2012-10-08
4650,7252,2014-06-12
4651,1676,2014-05-02
4652,8027,2013-11-13
4653,2607,2012-04-17
4654,12770,2013-11-24
4655,11578,2014-01-04
4656,13180,2013-07-24
4657,3044,2013-01-21
4658,18569,2013-07-19
4659,19009,2014-05-17
4660,10149,2014-03-11
4661,15428,2014-06-27
4662,13207,2014-01-22
4663,5717,2013-07-23
4664,12541,2013-04-30
4665,13159,2013-09-04
4666,12858,2013-03-15
4667,3532,2014-03-19
4668,11891,2013-08-23
4669,142,2014-04-08
4670,2867,2013-08-22
4671,8748,2012-10-19
4672,12463,2014-03-15
4673,11517,2014-05-01
4674,848,2014-01-24
4675,10045,2013-12-15
4676,15084,2014-04-08
4677,9308,2013-08-01
4678,2062,2013-09-04
4679,3177,2011-10-28
4680,4429,2013-12-26
4681,2908,2013-11-10
4682,19161,2013-06-24
4683,7946,2013-09-06
4684,1525,2014-04-23
4685,2023,2013-05-17
4686,1143,2014-03-16
4687,13965,2013-07-05
4688,4761,2014-03-26
4689,14095,2014-03-27
4690,13543,2014-01-04
4691,17016,2014-05-22
4692,11916,2014-03-23
4693,1352,2013-11-15
4694,18339,2014-03-31
4695,447,2014-01-30
4696,2822,2014-02-15
4697,18858,2013-12-11
4698,14920,2012-01-26
4699,1949,2012-08-28
4700,2476,2014-05-03
4701,775,2013-10-07
4702,16811,2011-10-23
4703,6103,2012-12-15
4704,5748,2013-10-15
4705,524,2013-11-05
4706,18403,2014-04-01
4707,7590,2013-09-05
4708,16256,2013-09-11
4709,16595,2014-04-15
4710,1466,2013-12-22
4711,18454,2013-10-23
4712,3950,2013-01-13
4713,12039,2011-12-03
4714,6925,2012-02-14
4715,17171,2012-11-25
4716,4111,2013-09-06
4717,5875,2014-01-23
4718,8305,2013-08-17
4719,2944,2012-03-31
4720,16074,2012-07-30
4721,7222,2014-03-31
4722,2707,2014-04-30
4723,1321,2014-03-07
4724,1776,2014-05-18
4725,2484,2012-05-09
4726,1105,2012-05-24
4727,14911,2013-11-23
4728,5348,2013-05-01
4729,12691,2014-04-06
4730,16824,2014-05-24
4731,6366,2013-07-26
4732,3716,2013-11-29
4733,5720,2012-02-25
4734,13591,2012-07-30
4735,9904,2013-05-05
4736,10746,2014-05-17
4737,3232,2014-03-19
4738,8666,2013-09-18
4739,15689,2013-01-14
4740,1535,2011-07-19
4741,16786,2014-04-14
4742,6897,2014-03-28
4743,13714,2013-12-05
4744,84,2014-03-29
4745,17450,2012-12-12
4746,15277,2013-08-04
4747,13641,2014-03-16
4748,18835,2011-11-19
4749,12262,2013-08-23
4750,11145,2013-02-26
4751,2997,2014-06-13
4752,15526,2012-06-01
4753,5869,2014-05-18
4754,10622,2013-10-11
4755,5743,2013-08-18
4756,10970,2014-05-25
4757,14593,2014-01-19
4758,10217,2014-04-07
4759,18863,2014-03-31
4760,5414,2014-06-05
4761,4026,2014-04-27
4762,10099,2014-02-17
4763,88,2014-04-20
4764,18284,2013-03-05
4765,6859,2013-07-13
4766,17729,2013-10-01
4767,1208,2014-06-26
4768,8821,2011-12-10
4769,8334,2014-05-04
4770,16705,2013-09-21
4771,8187,2014-05-10
4772,11671,2013-10-17
4773,11041,2014-01-18
4774,4197,2014-02-27
4775,12562,2013-08-30
4776,10603,2014-02-22
4777,18602,2013-07-22
4778,4930,2014-02-11
4779,12063,2013-10-14
4780,13458,2014-05-25
4781,8849,2011-10-01
4782,11198,2013-02-18
4783,17331,2014-02-02
4784,2584,2013-08-20
4785,12303,2013-07-18
4786,18498,2013-09-05
4787,5553,2012-07-27
4788,16720,2013-12-10
4789,7148,2012-12-27
4790,4522,2013-12-08
4791,5036,2013-04-12
4792,9238,2014-03-17
4793,7023,2011-09-12
4794,12023,2011-08-01
4795,18003,2014-03-14
4796,4861,2013-11-02
4797,13141,2013-04-27
4798,15174,2012-11-10
4799,7862,2014-05-25
4800,13900,2013-07-27
4801,6164,2013-10-30
4802,15499,2013-01-20
4803,14493,2014-03-10
4804,9233,2013-12-08
4805,13881,2012-04-15
4806,16250,2012-01-10
4807,13752,2013-10-12
4808,7161,2013-08-11
4809,9820,2011-07-11
4810,11505,2013-09-27
4811,7582,2014-05-09
4812,9768,2013-07-20
4813,17924,2013-12-16
4814,5675,2013-09-12
4815,4003,2013-07-18
4816,16836,2013-08-08
4817,7442,2011-06-26
4818,12841,2014-03-20
4819,5998,2011-06-05
4820,2957,2014-06-30
4821,8100,2013-07-21
4822,3661,2012-09-08
4823,3845,2014-03-22
4824,17348,2013-09-13
4825,19228,2014-04-03
4826,3777,2014-02-23
4827,10201,2013-11-23
4828,14643,2014-01-04
4829,10751,2013-10-16
4830,10352,2013-09-24
4831,15702,2014-04-26
4832,6090,2013-04-01
4833,17656,2013-08-16
4834,14935,2012-07-14
4835,17493,2014-02-13
4836,16086,2014-05-15
4837,10614,2013-07-17
4838,951,2013-10-31
4839,16407,2014-04-02
4840,3475,2013-07-08
4841,3965,2014-03-28
4842,7367,2014-01-26
4843,2590,2013-01-20
4844,4943,2013-09-06
4845,1674,2014-01-01
4846,8117,2013-01-01
4847,2782,2014-01-14
4848,2698,2011-09-22
4849,6792,2013-07-19
4850,13021,2011-10-05
4851,11199,2011-08-03
4852,8864,2011-08-02
4853,13983,2012-09-25
4854,16352,2012-06-13
4855,2233,2013-07-05
4856,12489,2013-04-02
4857,4316,2012-10-21
4858,13719,2013-07-12
4859,7914,2011-09-07
4860,7899,2013-12-01
4861,6184,2011-07-14
4862,10377,2013-11-17
4863,4609,2012-11-10
4864,10657,2013-08-18
4865,8997,2013-09-18
4866,4831,2014-04-14
4867,18179,2013-12-05
4868,16401,2012-04-07
4869,13766,2014-06-28
4870,4512,2014-02-04
4871,2925,2013-09-13
4872,4790,2012-09-05
4873,2060,2014-03-25
4874,18960,2013-09-11
4875,19073,2013-09-05
4876,13226,2013-10-02
4877,11552,2013-03-10
4878,5314,2013-07-06
4879,6883,2012-04-28
4880,12700,2013-12-29
4881,5862,2014-05-12
4882,16341,2014-04-18
4883,16177,2013-07-19
4884,11592,2014-01-13
4885,14844,2013-08-06
4886,11178,2013-03-12
4887,15422,2014-04-27
4888,9608,2014-05-22
4889,6835,2011-10-12
4890,1349,2014-02-11
4891,13875,2013-07-07
4892,12999,2012-11-27
4893,1650,2011-11-14
4894,8153,2012-02-23
4895,5612,2013-11-11
4896,2937,2013-09-30
4897,17921,2014-05-07
4898,1181,2014-01-28
4899,18383,2013-08-03
4900,11304,2013-12-11
4901,12308,2013-09-20
4902,7940,2012-05-07
4903,10946,2013-08-09
4904,7359,2014-01-13
4905,11389,2014-02-07
4906,954,2013-09-29
4907,10241,2012-05-19
4908,9275,2012-09-11
4909,317,2014-05-27
4910,14338,2011-10-08
4911,11558,2013-07-21
4912,5776,2013-05-27
4913,1561,2013-08-08
4914,8971,2011-10-02
4915,100,2014-04-05
4916,15524,2011-06-02
4917,507,2013-10-16
4918,18466,2014-03-09
4919,17705,2014-01-28
4920,16875,2014-01-16
4921,3994,2012-05-11
4922,2915,2013-07-01
4923,15772,2013-06-02
4924,6698,2013-09-14
4925,11412,2014-04-28
4926,17110,2011-06-16
4927,12438,2013-07-23
4928,13252,2013-07-26
4929,19132,2014-03-16
4930,1383,2013-12-21
4931,11989,2014-04-03
4932,12141,2012-09-19
4933,13236,2013-08-16
4934,18494,2013-08-15
4935,15781,2013-10-07
4936,7760,2013-08-03
4937,17291,2012-12-30
4938,17608,2013-08-02
4939,9318,2012-03-26
4940,6179,2011-11-18
4941,8544,2013-11-04
4942,1592,2012-02-20
4943,14333,2012-04-14
4944,10363,2013-08-15
4945,18305,2014-04-08
4946,7171,2013-07-07
4947,17564,2013-01-20
4948,12136,2014-03-29
4949,15976,2014-05-14
4950,5106,2014-04-12
4951,16295,2014-03-29
4952,645,2012-10-31
4953,13079,2013-03-11
4954,10854,2013-12-27
4955,1,2013-07-29
4956,6948,2012-08-01
4957,803,2013-03-07
4958,18902,2013-07-26
4959,17116,2014-01-06
4960,1077,2014-04-05
4961,17405,2013-09-28
4962,12360,2013-05-01
4963,16016,2014-03-24
4964,10686,2014-04-05
4965,295,2014-02-20
4966,3976,2011-07-22
4967,6990,2013-08-03
4968,6915,2013-10-29
4969,17883,2012-10-17
4970,4519,2014-05-06
4971,1919,2014-02-24
4972,10233,2013-09-28
4973,17581,2011-11-25
4974,12883,2012-02-02
4975,3027,2014-01-28
4976,14156,2014-02-25
4977,16879,2014-02-16
4978,6299,2012-02-18
4979,2128,2013-05-06
4980,11917,2014-05-17
4981,12443,2012-03-30
4982,17356,2012-04-20
4983,3688,2014-01-26
4984,14302,2011-06-08
4985,3184,2014-04-16
4986,6801,2012-11-21
4987,3424,2011-11-02
4988,10587,2014-05-08
4989,10084,2013-10-19
4990,1878,2013-09-23
4991,6849,2013-02-01
4992,8353,2013-12-01
4993,977,2011-12-19
4994,4766,2013-10-06
4995,18065,2011-11-14
4996,14235,2013-08-23
4997,14061,2013-07-29
4998,13305,2014-01-12
4999,5989,2011-12-08
5000,5171,2013-11-01
5001,5835,2013-05-01
5002,180,2012-05-30
5003,6872,2012-01-08
5004,3354,2013-11-02
5005,7465,2014-01-23
5006,15800,2013-12-29
5007,14615,2014-01-06
5008,14242,2013-11-02
5009,4125,2014-01-20
5010,6980,2013-07-03
5011,5309,2013-07-04
5012,13329,2012-10-08
5013,18183,2014-04-22
5014,9081,2013-03-02
5015,5498,2013-08-07
5016,12241,2013-06-30
5017,2874,2013-10-30
5018,15030,2013-09-08
5019,17695,2012-07-30
5020,4298,2011-10-05
5021,1890,2011-07-06
5022,18652,2013-06-04
5023,6389,2014-05-28
5024,10294,2013-10-27
5025,10169,2014-05-11
5026,10763,2013-05-24
5027,11213,2013-03-06
5028,7363,2014-05-13
5029,251,2012-01-20
5030,4440,2014-03-01
5031,16744,2012-09-20
5032,1860,2011-09-13
5033,14648,2013-11-03
5034,7912,2013-11-30
5035,13497,2011-08-31
5036,16840,2014-05-21
5037,9276,2014-01-07
5038,7313,2013-09-05
5039,6029,2014-06-25
5040,7860,2013-07-18
5041,6668,2013-11-14
5042,3941,2012-05-19
5043,7785,2014-03-17
5044,5756,2012-11-27
5045,9151,2013-02-04
5046,1240,2013-08-14
