SalesOrderID,SalesReasonID,ModifiedDate
45989,9,2012-03-26
45990,5,2012-03-26
45990,9,2012-03-26
45993,5,2012-03-27
45993,9,2012-03-27
45994,5,2012-03-27
45994,9,2012-03-27
45995,5,2012-03-27
45995,9,2012-03-27
45996,5,2012-03-27
45996,9,2012-03-27
45999,5,2012-03-28
45999,9,2012-03-28
46000,5,2012-03-28
46000,9,2012-03-28
46001,5,2012-03-28
46001,9,2012-03-28
46002,5,2012-03-28
46002,9,2012-03-28
46003,5,2012-03-28
46003,9,2012-03-28
46004,5,2012-03-28
46004,9,2012-03-28
46005,5,2012-03-28
46005,9,2012-03-28
46006,5,2012-03-28
46006,9,2012-03-28
46007,5,2012-03-28
46007,9,2012-03-28
46013,5,2012-03-29
46013,9,2012-03-29
46014,5,2012-03-29
46014,9,2012-03-29
46015,5,2012-03-29
46015,9,2012-03-29
46016,5,2012-03-29
46016,9,2012-03-29
46017,5,2012-03-29
46017,9,2012-03-29
46018,5,2012-03-29
46018,9,2012-03-29
46020,5,2012-03-29
46020,9,2012-03-29
46021,5,2012-03-29
46021,9,2012-03-29
46108,5,2012-03-30
46108,9,2012-03-30
46109,5,2012-03-30
46109,9,2012-03-30
46110,5,2012-03-30
46110,9,2012-03-30
46111,5,2012-03-30
46111,9,2012-03-30
46112,5,2012-03-30
46112,9,2012-03-30
46113,5,2012-03-30
46113,9,2012-03-30
46114,5,2012-03-30
46114,9,2012-03-30
46115,5,2012-03-30
46115,9,2012-03-30
46117,5,2012-03-30
46117,9,2012-03-30
46118,5,2012-03-30
46118,9,2012-03-30
46120,5,2012-03-31
46120,9,2012-03-31
46121,5,2012-03-31
46121,9,2012-03-31
46122,5,2012-03-31
46122,9,2012-03-31
46123,5,2012-03-31
46123,9,2012-03-31
46124,5,2012-03-31
46124,9,2012-03-31
46125,5,2012-04-01
46125,9,2012-04-01
46128,5,2012-04-01
46128,9,2012-04-01
46129,5,2012-04-01
46129,9,2012-04-01
46130,5,2012-04-02
46130,9,2012-04-02
46131,5,2012-04-02
46131,9,2012-04-02
46132,5,2012-04-02
46132,9,2012-04-02
46133,5,2012-04-02
46133,9,2012-04-02
46134,5,2012-04-02
46134,9,2012-04-02
46135,5,2012-04-02
46135,9,2012-04-02
46136,5,2012-04-02
46136,9,2012-04-02
46137,5,2012-04-02
46137,9,2012-04-02
46138,5,2012-04-02
46138,9,2012-04-02
46142,5,2012-04-03
46142,9,2012-04-03
46148,5,2012-04-04
46148,9,2012-04-04
46149,5,2012-04-04
46149,9,2012-04-04
46152,5,2012-04-04
46152,9,2012-04-04
46155,5,2012-04-05
46155,9,2012-04-05
46156,5,2012-04-05
46156,9,2012-04-05
46161,5,2012-04-06
46161,9,2012-04-06
46162,5,2012-04-06
46162,9,2012-04-06
46163,5,2012-04-06
46163,9,2012-04-06
46164,5,2012-04-06
46164,9,2012-04-06
46165,5,2012-04-06
46165,9,2012-04-06
46166,5,2012-04-06
46166,9,2012-04-06
46169,5,2012-04-06
46169,9,2012-04-06
46170,5,2012-04-07
46170,9,2012-04-07
46171,5,2012-04-07
46171,9,2012-04-07
46172,5,2012-04-07
46172,9,2012-04-07
46173,5,2012-04-07
46173,9,2012-04-07
46174,5,2012-04-07
46174,9,2012-04-07
46177,5,2012-04-08
46177,9,2012-04-08
46179,5,2012-04-09
46179,9,2012-04-09
46180,5,2012-04-09
46180,9,2012-04-09
46184,5,2012-04-10
46184,9,2012-04-10
46185,5,2012-04-10
46185,9,2012-04-10
46186,5,2012-04-10
46186,9,2012-04-10
46187,5,2012-04-10
46187,9,2012-04-10
46188,5,2012-04-10
46188,9,2012-04-10
46189,5,2012-04-10
46189,9,2012-04-10
46190,5,2012-04-10
46190,9,2012-04-10
46191,5,2012-04-10
46191,9,2012-04-10
46192,5,2012-04-11
46192,9,2012-04-11
46194,5,2012-04-11
46194,9,2012-04-11
46195,5,2012-04-11
46195,9,2012-04-11
46196,5,2012-04-11
46196,9,2012-04-11
46199,5,2012-04-11
46199,9,2012-04-11
46200,5,2012-04-11
46200,9,2012-04-11
46201,5,2012-04-11
46201,9,2012-04-11
46205,5,2012-04-12
46205,9,2012-04-12
46208,5,2012-04-12
46208,9,2012-04-12
46209,5,2012-04-12
46209,9,2012-04-12
46210,5,2012-04-12
46210,9,2012-04-12
46212,5,2012-04-13
46212,9,2012-04-13
46213,5,2012-04-13
46213,9,2012-04-13
46214,5,2012-04-13
46214,9,2012-04-13
46215,5,2012-04-13
46215,9,2012-04-13
46216,5,2012-04-13
46216,9,2012-04-13
46217,5,2012-04-13
46217,9,2012-04-13
46218,5,2012-04-14
46218,9,2012-04-14
46219,5,2012-04-14
46219,9,2012-04-14
46220,5,2012-04-14
46220,9,2012-04-14
46221,5,2012-04-14
46221,9,2012-04-14
46225,5,2012-04-14
46225,9,2012-04-14
46226,5,2012-04-14
46226,9,2012-04-14
46231,5,2012-04-15
46231,9,2012-04-15
46232,5,2012-04-15
46232,9,2012-04-15
46233,5,2012-04-15
46233,9,2012-04-15
46234,5,2012-04-15
46234,9,2012-04-15
46235,5,2012-04-15
46235,9,2012-04-15
46237,5,2012-04-15
46237,9,2012-04-15
46238,5,2012-04-16
46238,9,2012-04-16
46239,5,2012-04-16
46239,9,2012-04-16
46240,5,2012-04-16
46240,9,2012-04-16
46242,5,2012-04-16
46242,9,2012-04-16
46243,5,2012-04-16
46243,9,2012-04-16
46244,5,2012-04-16
46244,9,2012-04-16
46245,5,2012-04-16
46245,9,2012-04-16
46246,5,2012-04-17
46246,9,2012-04-17
46250,5,2012-04-17
46250,9,2012-04-17
46252,5,2012-04-18
46252,9,2012-04-18
46253,5,2012-04-18
46253,9,2012-04-18
46254,5,2012-04-18
46254,9,2012-04-18
46255,5,2012-04-18
46255,9,2012-04-18
46256,5,2012-04-18
46256,9,2012-04-18
46258,5,2012-04-19
46258,9,2012-04-19
46259,5,2012-04-19
46259,9,2012-04-19
46260,5,2012-04-19
46260,9,2012-04-19
46262,5,2012-04-19
46262,9,2012-04-19
46263,5,2012-04-19
46263,9,2012-04-19
46265,5,2012-04-20
46265,9,2012-04-20
46266,5,2012-04-20
46266,9,2012-04-20
46267,5,2012-04-20
46267,9,2012-04-20
46268,5,2012-04-20
46268,9,2012-04-20
46269,5,2012-04-20
46269,9,2012-04-20
46270,5,2012-04-21
46270,9,2012-04-21
46271,5,2012-04-21
46271,9,2012-04-21
46272,5,2012-04-21
46272,9,2012-04-21
46275,5,2012-04-21
46275,9,2012-04-21
46276,5,2012-04-21
46276,9,2012-04-21
46279,5,2012-04-22
46279,9,2012-04-22
46280,5,2012-04-22
46280,9,2012-04-22
46287,5,2012-04-23
46287,9,2012-04-23
46288,5,2012-04-23
46288,9,2012-04-23
46289,5,2012-04-23
46289,9,2012-04-23
46291,5,2012-04-23
46291,9,2012-04-23
46292,5,2012-04-23
46292,9,2012-04-23
46293,5,2012-04-23
46293,9,2012-04-23
46296,5,2012-04-24
46296,9,2012-04-24
46297,5,2012-04-24
46297,9,2012-04-24
46298,5,2012-04-24
46298,9,2012-04-24
46299,5,2012-04-24
46299,9,2012-04-24
46300,5,2012-04-24
46300,9,2012-04-24
46301,5,2012-04-25
46301,9,2012-04-25
46302,5,2012-04-25
46302,9,2012-04-25
46305,5,2012-04-25
46305,9,2012-04-25
46306,5,2012-04-26
46306,9,2012-04-26
46307,5,2012-04-26
46307,9,2012-04-26
46308,5,2012-04-26
46308,9,2012-04-26
46311,5,2012-04-27
46311,9,2012-04-27
46312,5,2012-04-28
46312,9,2012-04-28
46313,5,2012-04-28
46313,9,2012-04-28
46314,5,2012-04-28
46314,9,2012-04-28
46315,5,2012-04-28
46315,9,2012-04-28
46318,5,2012-04-28
46318,9,2012-04-28
46319,5,2012-04-29
46319,9,2012-04-29
46390,5,2012-04-30
46390,9,2012-04-30
46391,5,2012-04-30
46391,9,2012-04-30
46392,5,2012-04-30
46392,9,2012-04-30
46393,5,2012-04-30
46393,9,2012-04-30
46394,5,2012-05-01
46394,9,2012-05-01
46396,5,2012-05-01
46396,9,2012-05-01
46398,5,2012-05-01
46398,9,2012-05-01
46399,5,2012-05-01
46399,9,2012-05-01
46400,5,2012-05-01
46400,9,2012-05-01
46401,5,2012-05-01
46401,9,2012-05-01
46402,5,2012-05-01
46402,9,2012-05-01
46403,5,2012-05-01
46403,9,2012-05-01
46404,5,2012-05-01
46404,9,2012-05-01
46405,5,2012-05-01
46405,9,2012-05-01
46406,5,2012-05-02
46406,9,2012-05-02
46409,5,2012-05-03
46409,9,2012-05-03
46411,5,2012-05-03
46411,9,2012-05-03
46412,5,2012-05-03
46412,9,2012-05-03
46415,5,2012-05-03
46415,9,2012-05-03
46416,5,2012-05-04
46416,9,2012-05-04
46417,5,2012-05-04
46417,9,2012-05-04
46418,5,2012-05-04
46418,9,2012-05-04
46420,5,2012-05-04
46420,9,2012-05-04
46422,5,2012-05-05
46422,9,2012-05-05
46423,5,2012-05-05
46423,9,2012-05-05
46424,5,2012-05-05
46424,9,2012-05-05
46425,5,2012-05-05
46425,9,2012-05-05
46428,5,2012-05-05
46428,9,2012-05-05
46430,5,2012-05-06
46430,9,2012-05-06
46431,5,2012-05-06
46431,9,2012-05-06
46433,5,2012-05-06
46433,9,2012-05-06
46434,5,2012-05-06
46434,9,2012-05-06
46437,5,2012-05-07
46437,9,2012-05-07
46438,5,2012-05-07
46438,9,2012-05-07
46439,5,2012-05-07
46439,9,2012-05-07
46440,5,2012-05-07
46440,9,2012-05-07
46441,5,2012-05-07
46441,9,2012-05-07
46442,5,2012-05-07
46442,9,2012-05-07
46443,5,2012-05-07
46443,9,2012-05-07
46445,5,2012-05-08
46445,9,2012-05-08
46446,5,2012-05-08
46446,9,2012-05-08
46447,5,2012-05-08
46447,9,2012-05-08
46450,5,2012-05-09
46450,9,2012-05-09
46451,5,2012-05-09
46451,9,2012-05-09
46453,5,2012-05-09
46453,9,2012-05-09
46454,5,2012-05-09
46454,9,2012-05-09
46455,5,2012-05-09
46455,9,2012-05-09
46458,5,2012-05-10
46458,9,2012-05-10
46459,5,2012-05-10
46459,9,2012-05-10
46460,5,2012-05-10
46460,9,2012-05-10
46461,5,2012-05-10
46461,9,2012-05-10
46464,5,2012-05-11
46464,9,2012-05-11
46465,5,2012-05-11
46465,9,2012-05-11
46466,5,2012-05-11
46466,9,2012-05-11
46467,5,2012-05-11
46467,9,2012-05-11
46468,5,2012-05-11
46468,9,2012-05-11
46471,5,2012-05-11
46471,9,2012-05-11
46473,5,2012-05-11
46473,9,2012-05-11
46479,5,2012-05-13
46479,9,2012-05-13
46481,5,2012-05-13
46481,9,2012-05-13
46483,5,2012-05-14
46483,9,2012-05-14
46484,5,2012-05-14
46484,9,2012-05-14
46485,5,2012-05-14
46485,9,2012-05-14
46488,5,2012-05-14
46488,9,2012-05-14
46489,5,2012-05-15
46489,9,2012-05-15
46490,5,2012-05-15
46490,9,2012-05-15
46491,5,2012-05-16
46491,9,2012-05-16
46492,5,2012-05-16
46492,9,2012-05-16
46494,5,2012-05-16
46494,9,2012-05-16
46495,5,2012-05-16
46495,9,2012-05-16
46496,5,2012-05-16
46496,9,2012-05-16
46497,5,2012-05-17
46497,9,2012-05-17
46498,5,2012-05-17
46498,9,2012-05-17
46499,5,2012-05-17
46499,9,2012-05-17
46500,5,2012-05-17
46500,9,2012-05-17
46503,5,2012-05-17
46503,9,2012-05-17
46509,5,2012-05-18
46509,9,2012-05-18
46510,5,2012-05-18
46510,9,2012-05-18
46511,5,2012-05-18
46511,9,2012-05-18
46512,5,2012-05-18
46512,9,2012-05-18
46513,5,2012-05-18
46513,9,2012-05-18
46517,5,2012-05-18
46517,9,2012-05-18
46518,5,2012-05-18
46518,9,2012-05-18
46519,5,2012-05-18
46519,9,2012-05-18
46520,5,2012-05-18
46520,9,2012-05-18
46521,5,2012-05-19
46521,9,2012-05-19
46522,5,2012-05-19
46522,9,2012-05-19
46523,5,2012-05-19
46523,9,2012-05-19
46525,5,2012-05-19
46525,9,2012-05-19
46528,5,2012-05-20
46528,9,2012-05-20
46529,5,2012-05-20
46529,9,2012-05-20
46530,5,2012-05-20
46530,9,2012-05-20
46531,5,2012-05-20
46531,9,2012-05-20
46534,5,2012-05-20
46534,9,2012-05-20
46535,5,2012-05-20
46535,9,2012-05-20
46536,5,2012-05-20
46536,9,2012-05-20
46538,5,2012-05-21
46538,9,2012-05-21
46539,5,2012-05-21
46539,9,2012-05-21
46540,5,2012-05-21
46540,9,2012-05-21
46541,5,2012-05-21
46541,9,2012-05-21
46544,5,2012-05-22
46544,9,2012-05-22
46545,5,2012-05-22
46545,9,2012-05-22
46546,5,2012-05-22
46546,9,2012-05-22
46547,5,2012-05-22
46547,9,2012-05-22
46548,5,2012-05-22
46548,9,2012-05-22
46549,5,2012-05-22
46549,9,2012-05-22
46553,5,2012-05-22
46553,9,2012-05-22
46554,5,2012-05-22
46554,9,2012-05-22
46557,5,2012-05-23
46557,9,2012-05-23
46558,5,2012-05-23
46558,9,2012-05-23
46559,5,2012-05-23
46559,9,2012-05-23
46561,5,2012-05-23
46561,9,2012-05-23
46562,5,2012-05-23
46562,9,2012-05-23
46565,5,2012-05-24
46565,9,2012-05-24
46566,5,2012-05-24
46566,9,2012-05-24
46567,5,2012-05-24
46567,9,2012-05-24
46568,5,2012-05-24
46568,9,2012-05-24
46569,5,2012-05-25
46569,9,2012-05-25
46570,5,2012-05-25
46570,9,2012-05-25
46571,5,2012-05-25
46571,9,2012-05-25
46572,5,2012-05-25
46572,9,2012-05-25
46573,5,2012-05-25
46573,9,2012-05-25
46576,5,2012-05-26
46576,9,2012-05-26
46577,5,2012-05-26
46577,9,2012-05-26
46578,5,2012-05-26
46578,9,2012-05-26
46579,5,2012-05-26
46579,9,2012-05-26
46580,5,2012-05-26
46580,9,2012-05-26
46581,5,2012-05-26
46581,9,2012-05-26
46582,5,2012-05-26
46582,9,2012-05-26
46583,5,2012-05-26
46583,9,2012-05-26
46585,5,2012-05-27
46585,9,2012-05-27
46586,5,2012-05-27
46586,9,2012-05-27
46587,5,2012-05-27
46587,9,2012-05-27
46590,5,2012-05-28
46590,9,2012-05-28
46591,5,2012-05-28
46591,9,2012-05-28
46592,5,2012-05-28
46592,9,2012-05-28
46593,5,2012-05-28
46593,9,2012-05-28
46594,5,2012-05-28
46594,9,2012-05-28
46595,5,2012-05-28
46595,9,2012-05-28
46598,5,2012-05-29
46598,9,2012-05-29
46599,5,2012-05-29
46599,9,2012-05-29
46602,5,2012-05-29
46602,9,2012-05-29
46681,2,2012-05-30
46682,2,2012-05-30
46683,6,2012-05-30
46688,2,2012-06-01
46689,2,2012-06-01
46690,2,2012-06-01
46691,2,2012-06-01
46692,2,2012-06-01
46695,2,2012-06-01
46696,2,2012-06-01
46702,2,2012-06-02
46704,2,2012-06-02
46705,2,2012-06-02
46706,6,2012-06-02
46710,6,2012-06-03
46711,2,2012-06-03
46714,2,2012-06-03
46717,2,2012-06-03
46718,2,2012-06-03
46719,2,2012-06-04
46721,2,2012-06-04
46723,2,2012-06-04
46724,2,2012-06-04
46725,2,2012-06-04
46727,2,2012-06-04
46728,2,2012-06-04
46736,2,2012-06-05
46737,6,2012-06-05
46738,2,2012-06-05
46741,2,2012-06-06
46742,2,2012-06-06
46744,2,2012-06-06
46745,2,2012-06-07
46746,2,2012-06-07
46747,2,2012-06-07
46748,2,2012-06-07
46749,6,2012-06-07
46757,6,2012-06-09
46762,2,2012-06-09
46764,2,2012-06-09
46766,2,2012-06-09
46767,2,2012-06-09
46770,2,2012-06-10
46775,6,2012-06-10
46776,2,2012-06-10
46777,6,2012-06-11
46778,6,2012-06-11
46786,6,2012-06-11
46788,2,2012-06-11
46789,2,2012-06-12
46791,2,2012-06-12
46795,2,2012-06-12
46796,2,2012-06-12
46798,2,2012-06-12
46800,2,2012-06-13
46801,2,2012-06-13
46806,2,2012-06-14
46807,6,2012-06-14
46808,2,2012-06-14
46810,2,2012-06-15
46811,2,2012-06-15
46816,2,2012-06-15
46817,6,2012-06-15
46818,2,2012-06-15
46819,2,2012-06-15
46820,6,2012-06-16
46825,6,2012-06-16
46826,2,2012-06-16
46829,2,2012-06-17
46831,2,2012-06-17
46832,6,2012-06-17
46833,6,2012-06-17
46840,2,2012-06-18
46844,2,2012-06-18
46845,2,2012-06-19
46849,2,2012-06-19
46850,2,2012-06-19
46851,2,2012-06-19
46853,2,2012-06-19
46856,2,2012-06-20
46858,2,2012-06-20
46859,2,2012-06-20
46862,2,2012-06-21
46863,2,2012-06-21
46866,2,2012-06-21
46868,2,2012-06-21
46870,2,2012-06-22
46871,2,2012-06-22
46875,2,2012-06-23
46877,2,2012-06-23
46878,2,2012-06-23
46881,6,2012-06-23
46883,6,2012-06-23
46884,2,2012-06-24
46887,2,2012-06-24
46890,2,2012-06-25
46892,2,2012-06-25
46893,2,2012-06-25
46894,6,2012-06-25
46895,6,2012-06-25
46897,2,2012-06-25
46898,2,2012-06-25
46903,6,2012-06-26
46906,2,2012-06-27
46907,2,2012-06-27
46908,2,2012-06-27
46914,6,2012-06-28
46915,2,2012-06-28
46919,2,2012-06-28
46920,2,2012-06-29
46922,2,2012-06-29
46923,2,2012-06-29
46927,2,2012-06-29
46928,6,2012-06-29
47068,2,2012-06-30
47071,2,2012-06-30
47073,2,2012-06-30
47074,2,2012-06-30
47075,2,2012-06-30
47076,2,2012-06-30
47077,2,2012-07-01
47080,2,2012-07-01
47084,2,2012-07-01
47088,2,2012-07-02
47091,6,2012-07-03
47092,2,2012-07-03
47093,2,2012-07-03
47095,2,2012-07-03
47096,6,2012-07-03
47097,2,2012-07-03
47098,2,2012-07-03
47100,2,2012-07-04
47102,2,2012-07-04
47103,2,2012-07-04
47106,2,2012-07-04
47107,6,2012-07-05
47108,2,2012-07-05
47110,2,2012-07-05
47111,2,2012-07-05
47112,6,2012-07-05
47115,2,2012-07-05
47117,6,2012-07-05
47118,2,2012-07-05
47119,2,2012-07-06
47128,2,2012-07-06
47129,6,2012-07-06
47134,6,2012-07-07
47140,6,2012-07-08
47142,2,2012-07-08
47143,2,2012-07-08
47149,2,2012-07-09
47150,2,2012-07-10
47151,2,2012-07-10
47152,2,2012-07-10
47155,2,2012-07-11
47157,2,2012-07-11
47158,2,2012-07-11
47159,2,2012-07-11
47160,2,2012-07-11
47163,2,2012-07-11
47164,2,2012-07-12
47165,2,2012-07-12
47166,2,2012-07-12
47169,6,2012-07-12
47172,6,2012-07-12
47173,6,2012-07-12
47174,6,2012-07-12
47175,2,2012-07-12
47176,2,2012-07-13
47180,2,2012-07-13
47181,2,2012-07-13
47182,6,2012-07-13
47185,6,2012-07-13
47190,2,2012-07-14
47196,2,2012-07-14
47198,2,2012-07-15
47201,6,2012-07-15
47202,6,2012-07-15
47203,2,2012-07-16
47205,6,2012-07-16
47208,2,2012-07-16
47209,2,2012-07-16
47211,2,2012-07-16
47212,2,2012-07-16
47215,2,2012-07-17
47216,2,2012-07-17
47218,2,2012-07-17
47219,2,2012-07-17
47220,2,2012-07-17
47221,2,2012-07-18
47223,2,2012-07-18
47224,2,2012-07-18
47226,2,2012-07-18
47229,2,2012-07-18
47231,2,2012-07-18
47237,2,2012-07-19
47238,2,2012-07-19
47241,2,2012-07-19
47242,2,2012-07-19
47252,6,2012-07-20
47253,6,2012-07-20
47255,2,2012-07-21
47257,2,2012-07-21
47261,2,2012-07-21
47263,2,2012-07-21
47264,2,2012-07-22
47267,6,2012-07-22
47269,2,2012-07-23
47270,2,2012-07-23
47273,2,2012-07-23
47274,2,2012-07-23
47279,2,2012-07-23
47280,6,2012-07-24
47284,2,2012-07-24
47289,2,2012-07-24
47290,2,2012-07-24
47299,2,2012-07-25
47301,2,2012-07-25
47302,2,2012-07-25
47305,2,2012-07-26
47306,2,2012-07-26
47310,6,2012-07-26
47314,2,2012-07-26
47316,2,2012-07-27
47319,2,2012-07-27
47323,2,2012-07-28
47328,2,2012-07-28
47330,2,2012-07-29
47332,6,2012-07-29
47333,2,2012-07-29
47334,2,2012-07-29
47335,6,2012-07-29
47337,6,2012-07-30
47340,2,2012-07-30
47341,2,2012-07-30
47342,2,2012-07-30
47344,6,2012-07-30
47345,6,2012-07-30
47346,2,2012-07-30
47461,6,2012-07-31
47464,2,2012-08-01
47470,2,2012-08-02
47471,2,2012-08-02
47473,2,2012-08-02
47475,2,2012-08-02
47476,6,2012-08-02
47477,6,2012-08-03
47482,2,2012-08-03
47489,2,2012-08-05
47491,2,2012-08-06
47493,2,2012-08-07
47495,2,2012-08-07
47497,2,2012-08-07
47500,2,2012-08-07
47501,2,2012-08-07
47504,2,2012-08-08
47505,6,2012-08-08
47506,6,2012-08-08
47508,2,2012-08-08
47509,2,2012-08-08
47510,6,2012-08-08
47513,2,2012-08-09
47515,6,2012-08-09
47516,2,2012-08-09
47521,2,2012-08-10
47524,2,2012-08-10
47526,6,2012-08-10
47527,2,2012-08-10
47528,6,2012-08-11
47540,2,2012-08-12
47544,2,2012-08-12
47545,6,2012-08-12
47546,2,2012-08-13
47552,2,2012-08-13
47553,6,2012-08-13
47554,2,2012-08-13
47555,2,2012-08-13
47558,2,2012-08-14
47559,2,2012-08-14
47563,2,2012-08-15
47564,6,2012-08-15
47570,6,2012-08-17
47572,2,2012-08-17
47573,2,2012-08-17
47575,2,2012-08-17
47577,2,2012-08-17
47578,6,2012-08-17
47590,6,2012-08-19
47591,2,2012-08-19
47595,2,2012-08-20
47598,2,2012-08-20
47599,2,2012-08-20
47608,6,2012-08-22
47612,2,2012-08-23
47619,6,2012-08-23
47620,6,2012-08-23
47623,2,2012-08-24
47627,2,2012-08-25
47628,2,2012-08-25
47629,2,2012-08-25
47630,6,2012-08-25
47631,6,2012-08-25
47634,6,2012-08-25
47635,6,2012-08-25
47638,2,2012-08-26
47640,6,2012-08-27
47646,6,2012-08-28
47647,2,2012-08-28
47648,6,2012-08-28
47650,2,2012-08-29
47656,2,2012-08-29
47731,2,2012-08-30
47732,2,2012-08-30
47736,2,2012-08-30
47737,6,2012-08-30
47743,2,2012-08-31
47744,2,2012-08-31
47745,2,2012-08-31
47746,2,2012-08-31
47748,6,2012-09-01
47750,2,2012-09-01
47751,2,2012-09-01
47753,2,2012-09-01
47756,6,2012-09-02
47762,6,2012-09-03
47764,6,2012-09-04
47765,2,2012-09-04
47766,2,2012-09-04
47769,2,2012-09-04
47772,2,2012-09-05
47775,2,2012-09-05
47776,6,2012-09-05
47778,6,2012-09-06
47784,6,2012-09-06
47785,6,2012-09-07
47786,2,2012-09-07
47787,2,2012-09-07
47791,2,2012-09-08
47792,2,2012-09-09
47793,2,2012-09-09
47794,6,2012-09-09
47798,6,2012-09-09
47799,2,2012-09-10
47804,2,2012-09-10
47811,6,2012-09-11
47814,2,2012-09-11
47816,2,2012-09-11
47820,6,2012-09-11
47821,6,2012-09-11
47822,6,2012-09-11
47824,2,2012-09-12
47826,2,2012-09-12
47827,2,2012-09-12
47828,2,2012-09-12
47829,6,2012-09-12
47831,2,2012-09-13
47832,2,2012-09-13
47836,6,2012-09-14
47837,6,2012-09-14
47841,2,2012-09-14
47845,2,2012-09-15
47846,2,2012-09-15
47847,2,2012-09-15
47848,2,2012-09-15
47851,2,2012-09-16
47852,6,2012-09-16
47853,2,2012-09-16
47855,6,2012-09-16
47856,2,2012-09-16
47857,2,2012-09-16
47859,2,2012-09-17
47860,6,2012-09-17
47861,6,2012-09-17
47865,6,2012-09-17
47866,6,2012-09-17
47867,2,2012-09-17
47868,6,2012-09-17
47878,2,2012-09-18
47880,2,2012-09-19
47883,6,2012-09-19
47884,2,2012-09-19
47886,2,2012-09-19
47887,6,2012-09-19
47888,6,2012-09-19
47890,2,2012-09-20
47894,2,2012-09-20
47899,2,2012-09-21
47900,2,2012-09-21
47901,6,2012-09-21
47902,2,2012-09-21
47903,2,2012-09-22
47907,2,2012-09-22
47908,2,2012-09-22
47909,6,2012-09-22
47910,6,2012-09-22
47911,2,2012-09-22
47912,2,2012-09-23
47913,2,2012-09-23
47915,2,2012-09-23
47917,2,2012-09-23
47918,2,2012-09-23
47920,2,2012-09-24
47923,2,2012-09-24
47926,2,2012-09-24
47929,2,2012-09-25
47931,2,2012-09-26
47940,6,2012-09-27
47941,6,2012-09-27
47944,2,2012-09-28
47945,2,2012-09-28
47946,2,2012-09-28
47948,2,2012-09-28
47950,6,2012-09-28
47951,6,2012-09-28
47952,2,2012-09-28
47953,2,2012-09-28
47956,2,2012-09-29
48094,2,2012-09-30
48097,2,2012-09-30
48099,2,2012-10-01
48100,6,2012-10-01
48101,2,2012-10-01
48105,6,2012-10-02
48106,2,2012-10-02
48107,2,2012-10-02
48109,2,2012-10-03
48121,2,2012-10-05
48122,2,2012-10-05
48123,2,2012-10-05
48128,6,2012-10-06
48130,2,2012-10-07
48131,2,2012-10-07
48132,6,2012-10-07
48136,6,2012-10-07
48137,6,2012-10-08
48139,2,2012-10-08
48141,6,2012-10-09
48142,2,2012-10-09
48144,2,2012-10-09
48145,2,2012-10-09
48148,2,2012-10-10
48150,2,2012-10-10
48152,6,2012-10-10
48153,2,2012-10-10
48162,2,2012-10-11
48166,2,2012-10-12
48167,2,2012-10-12
48170,6,2012-10-13
48171,2,2012-10-13
48172,2,2012-10-13
48174,2,2012-10-14
48175,6,2012-10-14
48178,6,2012-10-15
48179,2,2012-10-15
48181,2,2012-10-15
48182,2,2012-10-15
48185,2,2012-10-16
48193,6,2012-10-17
48194,2,2012-10-17
48200,2,2012-10-18
48201,6,2012-10-18
48202,6,2012-10-19
48203,2,2012-10-19
48205,2,2012-10-19
48206,6,2012-10-19
48208,2,2012-10-19
48210,6,2012-10-19
48212,2,2012-10-20
48213,2,2012-10-20
48214,2,2012-10-20
48218,2,2012-10-21
48219,6,2012-10-21
48224,6,2012-10-22
48227,2,2012-10-23
48228,2,2012-10-23
48229,6,2012-10-23
48230,2,2012-10-23
48231,2,2012-10-23
48238,2,2012-10-24
48241,2,2012-10-24
48242,6,2012-10-24
48245,6,2012-10-25
48246,6,2012-10-25
48250,2,2012-10-25
48253,2,2012-10-26
48265,2,2012-10-27
48266,2,2012-10-27
48268,2,2012-10-27
48270,2,2012-10-27
48271,6,2012-10-28
48273,2,2012-10-28
48274,2,2012-10-28
48277,2,2012-10-29
48278,2,2012-10-29
48282,2,2012-10-29
48405,6,2012-10-30
48409,2,2012-10-30
48410,2,2012-10-30
48414,2,2012-10-31
48415,6,2012-10-31
48417,2,2012-10-31
48418,6,2012-10-31
48429,6,2012-11-01
48430,2,2012-11-01
48431,6,2012-11-01
48438,2,2012-11-02
48443,6,2012-11-03
48444,2,2012-11-03
48449,2,2012-11-03
48450,2,2012-11-03
48451,2,2012-11-03
48452,2,2012-11-04
48454,2,2012-11-04
48455,2,2012-11-04
48456,2,2012-11-04
48457,2,2012-11-04
48465,6,2012-11-05
48473,6,2012-11-05
48475,2,2012-11-06
48477,6,2012-11-06
48480,6,2012-11-06
48481,2,2012-11-06
48484,6,2012-11-06
48488,6,2012-11-07
48489,2,2012-11-07
48491,2,2012-11-07
48493,2,2012-11-08
48495,2,2012-11-08
48496,2,2012-11-08
48497,2,2012-11-08
48499,2,2012-11-08
48500,2,2012-11-08
48503,2,2012-11-09
48509,6,2012-11-09
48510,6,2012-11-09
48511,2,2012-11-09
48512,6,2012-11-09
48516,6,2012-11-09
48517,2,2012-11-10
48522,2,2012-11-10
48527,6,2012-11-10
48529,2,2012-11-10
48530,6,2012-11-10
48531,2,2012-11-10
48532,2,2012-11-10
48537,2,2012-11-11
48541,2,2012-11-11
48542,2,2012-11-11
48544,6,2012-11-11
48545,2,2012-11-11
48548,2,2012-11-12
48553,2,2012-11-12
48554,2,2012-11-12
48557,2,2012-11-12
48558,2,2012-11-12
