BillOfMaterialsID,ProductAssemblyID,ComponentID,StartDate,EndDate,UnitMeasureCode,BOMLevel,PerAssemblyQty,ModifiedDate
1406,738.0,324,2010-06-09,,EA ,2,2.0,2010-05-26
1859,738.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
3431,738.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
2674,738.0,327,2010-08-05,2010-10-04,EA ,1,2.0,2010-10-04
2519,738.0,327,2010-10-05,,EA ,2,1.0,2010-09-21
3168,738.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
1408,738.0,492,2010-06-09,,OZ ,2,8.0,2010-05-26
584,738.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
965,738.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
194,738.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
1407,738.0,802,2010-06-09,,EA ,2,1.0,2010-05-26
1396,739.0,324,2010-06-09,,EA ,2,2.0,2010-05-26
1853,739.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
3425,739.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
2513,739.0,327,2010-08-05,,EA ,2,1.0,2010-07-22
3162,739.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
181,739.0,494,2010-03-04,,OZ ,2,8.0,2010-02-18
578,739.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
1145,739.0,533,2010-05-26,2010-07-25,EA ,1,2.0,2010-07-25
959,739.0,533,2010-07-26,,EA ,2,1.0,2010-07-12
182,739.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
180,739.0,804,2010-03-04,,EA ,2,1.0,2010-02-18
1397,740.0,324,2010-06-09,,EA ,2,2.0,2010-05-26
1854,740.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
3426,740.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
2514,740.0,327,2010-08-05,,EA ,2,1.0,2010-07-22
3163,740.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
184,740.0,494,2010-03-04,,OZ ,2,8.0,2010-02-18
579,740.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
960,740.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
185,740.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
183,740.0,804,2010-03-04,,EA ,2,1.0,2010-02-18
1596,741.0,324,2010-06-09,2010-08-08,EA ,1,3.0,2010-08-08
1398,741.0,324,2010-08-09,,EA ,2,2.0,2010-07-26
1855,741.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
3427,741.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
2515,741.0,327,2010-08-05,,EA ,2,1.0,2010-07-22
3164,741.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
187,741.0,494,2010-03-04,,OZ ,2,8.0,2010-02-18
580,741.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
961,741.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
188,741.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
186,741.0,804,2010-03-04,,EA ,2,1.0,2010-02-18
1399,742.0,324,2010-06-09,,EA ,2,2.0,2010-05-26
1856,742.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
3428,742.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
2670,742.0,327,2010-08-05,2010-10-04,EA ,1,2.0,2010-10-04
2516,742.0,327,2010-10-05,,EA ,2,1.0,2010-09-21
3165,742.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
190,742.0,494,2010-03-04,,OZ ,2,8.0,2010-02-18
581,742.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
962,742.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
191,742.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
189,742.0,804,2010-03-04,,EA ,2,1.0,2010-02-18
1388,743.0,324,2010-06-09,,EA ,2,2.0,2010-05-26
1849,743.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
3421,743.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
2509,743.0,327,2010-08-05,,EA ,2,1.0,2010-07-22
3158,743.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
1389,743.0,492,2010-06-09,,OZ ,2,8.0,2010-05-26
574,743.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
955,743.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
173,743.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
172,743.0,804,2010-03-04,,EA ,2,1.0,2010-02-18
1592,744.0,324,2010-06-09,2010-08-08,EA ,1,3.0,2010-08-08
1390,744.0,324,2010-08-09,,EA ,2,2.0,2010-07-26
1850,744.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
3422,744.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
2510,744.0,327,2010-08-05,,EA ,2,1.0,2010-07-22
3159,744.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
1391,744.0,492,2010-06-09,,OZ ,2,8.0,2010-05-26
575,744.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
956,744.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
175,744.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
174,744.0,804,2010-03-04,,EA ,2,1.0,2010-02-18
1392,745.0,324,2010-06-09,,EA ,2,2.0,2010-05-26
1851,745.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
3423,745.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
2667,745.0,327,2010-08-05,2010-10-04,EA ,1,2.0,2010-10-04
2511,745.0,327,2010-10-05,,EA ,2,1.0,2010-09-21
3160,745.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
1393,745.0,492,2010-06-09,,OZ ,2,8.0,2010-05-26
576,745.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
957,745.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
177,745.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
176,745.0,804,2010-03-04,,EA ,2,1.0,2010-02-18
1394,746.0,324,2010-06-09,,EA ,2,2.0,2010-05-26
1852,746.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
3424,746.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
2512,746.0,327,2010-08-05,,EA ,2,1.0,2010-07-22
3161,746.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
1593,746.0,492,2010-06-09,2010-08-08,OZ ,1,9.0,2010-08-08
1395,746.0,492,2010-08-09,,OZ ,2,8.0,2010-07-26
577,746.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
958,746.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
179,746.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
178,746.0,804,2010-03-04,,EA ,2,1.0,2010-02-18
2305,747.0,324,2010-08-05,,EA ,2,2.0,2010-07-22
2720,747.0,325,2010-09-15,,EA ,2,2.0,2010-09-01
2307,747.0,326,2010-08-05,,EA ,2,1.0,2010-07-22
1202,747.0,327,2010-06-09,,EA ,2,1.0,2010-05-26
3236,747.0,399,2010-12-23,,EA ,2,1.0,2010-12-09
3011,747.0,492,2010-12-15,,OZ ,2,8.0,2010-12-01
2653,747.0,532,2010-08-05,2010-10-04,EA ,1,5.0,2010-10-04
2493,747.0,532,2010-10-05,,EA ,2,4.0,2010-09-21
1364,747.0,533,2010-06-09,,EA ,2,1.0,2010-05-26
1838,747.0,534,2010-06-19,,EA ,2,1.0,2010-06-05
18,747.0,804,2010-03-04,,EA ,2,1.0,2010-02-18
368,748.0,324,2010-03-18,,EA ,2,2.0,2010-03-04
1200,748.0,325,2010-06-09,,EA ,2,2.0,2010-05-26
371,748.0,326,2010-03-18,,EA ,2,1.0,2010-03-04
262,748.0,327,2010-03-04,2010-05-03,EA ,1,2.0,2010-05-03
11,748.0,327,2010-05-04,,EA ,2,1.0,2010-04-20
2323,748.0,399,2010-08-05,,EA ,2,1.0,2010-07-22
2203,748.0,494,2010-07-08,2010-09-06,OZ ,1,9.0,2010-09-06
2020,748.0,494,2010-09-07,,OZ ,2,8.0,2010-08-24
550,748.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
148,748.0,533,2010-03-04,,EA ,2,1.0,2010-02-18
3409,748.0,534,2010-12-23,,EA ,2,1.0,2010-12-09
2012,748.0,804,2010-07-08,,EA ,2,1.0,2010-06-24
2989,749.0,519,2010-09-15,2010-11-14,EA ,1,2.0,2010-11-14
2857,749.0,519,2010-11-15,,EA ,1,1.0,2010-11-01
1793,749.0,717,2010-06-19,,EA ,1,1.0,2010-06-05
3108,749.0,807,2010-12-15,,EA ,1,1.0,2010-12-01
3363,749.0,813,2010-12-23,,EA ,1,1.0,2010-12-09
511,749.0,820,2010-03-18,,EA ,1,1.0,2010-03-04
752,749.0,828,2010-03-18,2010-05-17,EA ,1,2.0,2010-05-17
531,749.0,828,2010-05-18,,EA ,1,1.0,2010-05-04
2464,749.0,894,2010-08-05,,EA ,1,1.0,2010-07-22
3110,749.0,907,2010-12-15,,EA ,1,1.0,2010-12-01
3364,749.0,940,2010-12-23,,EA ,1,1.0,2010-12-09
1319,749.0,945,2010-06-09,,EA ,1,1.0,2010-05-26
111,749.0,948,2010-03-04,,EA ,1,1.0,2010-02-18
1317,749.0,951,2010-06-09,,EA ,1,1.0,2010-05-26
2823,749.0,952,2010-09-15,,EA ,1,1.0,2010-09-01
1316,749.0,996,2010-06-09,,EA ,1,1.0,2010-05-26
2980,750.0,519,2010-09-15,2010-11-14,EA ,1,2.0,2010-11-14
2852,750.0,519,2010-11-15,,EA ,1,1.0,2010-11-01
2036,750.0,718,2010-07-08,,EA ,1,1.0,2010-06-24
411,750.0,807,2010-03-18,,EA ,1,1.0,2010-03-04
44,750.0,813,2010-03-04,,EA ,1,1.0,2010-02-18
3025,750.0,820,2010-12-15,,EA ,1,1.0,2010-12-01
746,750.0,828,2010-03-18,2010-05-17,EA ,1,2.0,2010-05-17
526,750.0,828,2010-05-18,,EA ,1,1.0,2010-05-04
2456,750.0,894,2010-08-05,,EA ,1,1.0,2010-07-22
416,750.0,907,2010-03-18,,EA ,1,1.0,2010-03-04
46,750.0,940,2010-03-04,,EA ,1,1.0,2010-02-18
1674,750.0,945,2010-06-19,,EA ,1,1.0,2010-06-05
3256,750.0,948,2010-12-23,,EA ,1,1.0,2010-12-09
1671,750.0,951,2010-06-19,,EA ,1,1.0,2010-06-05
1037,750.0,952,2010-05-26,2010-07-25,EA ,1,2.0,2010-07-25
811,750.0,952,2010-07-26,,EA ,1,1.0,2010-07-12
1667,750.0,996,2010-06-19,,EA ,1,1.0,2010-06-05
1116,751.0,519,2010-05-26,2010-07-25,EA ,1,2.0,2010-07-25
928,751.0,519,2010-07-26,,EA ,1,1.0,2010-07-12
1710,751.0,719,2010-06-19,,EA ,1,1.0,2010-06-05
441,751.0,807,2010-03-18,,EA ,1,1.0,2010-03-04
64,751.0,813,2010-03-04,,EA ,1,1.0,2010-02-18
3047,751.0,820,2010-12-15,,EA ,1,1.0,2010-12-01
3124,751.0,828,2010-12-15,,EA ,1,1.0,2010-12-01
2125,751.0,894,2010-07-08,,EA ,1,1.0,2010-06-24
447,751.0,907,2010-03-18,,EA ,1,1.0,2010-03-04
68,751.0,940,2010-03-04,,EA ,1,1.0,2010-02-18
1707,751.0,945,2010-06-19,,EA ,1,1.0,2010-06-05
3290,751.0,948,2010-12-23,,EA ,1,1.0,2010-12-09
1932,751.0,951,2010-06-19,2010-08-18,EA ,1,2.0,2010-08-18
1703,751.0,951,2010-08-19,,EA ,1,1.0,2010-08-05
832,751.0,952,2010-05-26,,EA ,1,1.0,2010-05-12
1697,751.0,996,2010-06-19,,EA ,1,1.0,2010-06-05
2983,752.0,519,2010-09-15,2010-11-14,EA ,1,2.0,2010-11-14
2855,752.0,519,2010-11-15,,EA ,1,1.0,2010-11-01
3067,752.0,720,2010-12-15,,EA ,1,1.0,2010-12-01
472,752.0,807,2010-03-18,,EA ,1,1.0,2010-03-04
85,752.0,813,2010-03-04,,EA ,1,1.0,2010-02-18
3069,752.0,820,2010-12-15,,EA ,1,1.0,2010-12-01
748,752.0,828,2010-03-18,2010-05-17,EA ,1,2.0,2010-05-17
530,752.0,828,2010-05-18,,EA ,1,1.0,2010-05-04
2461,752.0,894,2010-08-05,,EA ,1,1.0,2010-07-22
703,752.0,907,2010-03-18,2010-05-17,EA ,1,2.0,2010-05-17
478,752.0,907,2010-05-18,,EA ,1,1.0,2010-05-04
291,752.0,940,2010-03-04,2010-05-03,EA ,1,2.0,2010-05-03
89,752.0,940,2010-05-04,,EA ,1,1.0,2010-04-20
1738,752.0,945,2010-06-19,,EA ,1,1.0,2010-06-05
3313,752.0,948,2010-12-23,,EA ,1,1.0,2010-12-09
1734,752.0,951,2010-06-19,,EA ,1,1.0,2010-06-05
852,752.0,952,2010-05-26,,EA ,1,1.0,2010-05-12
1730,752.0,996,2010-06-19,,EA ,1,1.0,2010-06-05
1119,753.0,519,2010-05-26,2010-07-25,EA ,1,2.0,2010-07-25
931,753.0,519,2010-07-26,,EA ,1,1.0,2010-07-12
3334,753.0,721,2010-12-23,,EA ,1,1.0,2010-12-09
490,753.0,807,2010-03-18,,EA ,1,1.0,2010-03-04
97,753.0,813,2010-03-04,,EA ,1,1.0,2010-02-18
3080,753.0,820,2010-12-15,,EA ,1,1.0,2010-12-01
3126,753.0,828,2010-12-15,,EA ,1,1.0,2010-12-01
2129,753.0,894,2010-07-08,,EA ,1,1.0,2010-06-24
3086,753.0,907,2010-12-15,,EA ,1,1.0,2010-12-01
3339,753.0,940,2010-12-23,,EA ,1,1.0,2010-12-09
1765,753.0,945,2010-06-19,,EA ,1,1.0,2010-06-05
3331,753.0,948,2010-12-23,,EA ,1,1.0,2010-12-09
1763,753.0,951,2010-06-19,,EA ,1,1.0,2010-06-05
868,753.0,952,2010-05-26,,EA ,1,1.0,2010-05-12
1760,753.0,996,2010-06-19,,EA ,1,1.0,2010-06-05
139,754.0,518,2010-03-04,,EA ,1,1.0,2010-02-18
3347,754.0,734,2010-12-23,,EA ,1,1.0,2010-12-09
1298,754.0,806,2010-06-09,,EA ,1,1.0,2010-05-26
496,754.0,812,2010-03-18,,EA ,1,1.0,2010-03-04
1776,754.0,819,2010-06-19,,EA ,1,1.0,2010-06-05
1818,754.0,827,2010-06-19,,EA ,1,1.0,2010-06-05
2131,754.0,894,2010-07-08,,EA ,1,1.0,2010-06-24
499,754.0,907,2010-03-18,,EA ,1,1.0,2010-03-04
497,754.0,939,2010-03-18,,EA ,1,1.0,2010-03-04
1774,754.0,945,2010-06-19,,EA ,1,1.0,2010-06-05
3345,754.0,948,2010-12-23,,EA ,1,1.0,2010-12-09
2098,754.0,950,2010-07-08,,EA ,1,1.0,2010-06-24
881,754.0,952,2010-05-26,,EA ,1,1.0,2010-05-12
2238,754.0,995,2010-07-08,2010-09-06,EA ,1,2.0,2010-09-06
2096,754.0,995,2010-09-07,,EA ,1,1.0,2010-08-24
3395,755.0,518,2010-12-23,,EA ,1,1.0,2010-12-09
2818,755.0,735,2010-09-15,,EA ,1,1.0,2010-09-01
1311,755.0,806,2010-06-09,,EA ,1,1.0,2010-05-26
502,755.0,812,2010-03-18,,EA ,1,1.0,2010-03-04
1785,755.0,819,2010-06-19,,EA ,1,1.0,2010-06-05
1348,755.0,827,2010-06-09,,EA ,1,1.0,2010-05-26
2463,755.0,894,2010-08-05,,EA ,1,1.0,2010-07-22
507,755.0,907,2010-03-18,,EA ,1,1.0,2010-03-04
505,755.0,939,2010-03-18,,EA ,1,1.0,2010-03-04
1784,755.0,945,2010-06-19,,EA ,1,1.0,2010-06-05
3354,755.0,948,2010-12-23,,EA ,1,1.0,2010-12-09
2109,755.0,950,2010-07-08,,EA ,1,1.0,2010-06-24
887,755.0,952,2010-05-26,,EA ,1,1.0,2010-05-12
2106,755.0,995,2010-07-08,,EA ,1,1.0,2010-06-24
130,756.0,518,2010-03-04,,EA ,1,1.0,2010-02-18
2750,756.0,731,2010-09-15,,EA ,1,1.0,2010-09-01
1685,756.0,806,2010-06-19,,EA ,1,1.0,2010-06-05
3026,756.0,812,2010-12-15,,EA ,1,1.0,2010-12-01
1505,756.0,819,2010-06-09,2010-08-08,EA ,1,2.0,2010-08-08
1231,756.0,819,2010-08-09,,EA ,1,1.0,2010-07-26
1808,756.0,827,2010-06-19,,EA ,1,1.0,2010-06-05
2122,756.0,894,2010-07-08,,EA ,1,1.0,2010-06-24
3032,756.0,907,2010-12-15,,EA ,1,1.0,2010-12-01
3029,756.0,939,2010-12-15,,EA ,1,1.0,2010-12-01
1227,756.0,945,2010-06-09,,EA ,1,1.0,2010-05-26
39,756.0,948,2010-03-04,,EA ,1,1.0,2010-02-18
2338,756.0,950,2010-08-05,,EA ,1,1.0,2010-07-22
2741,756.0,952,2010-09-15,,EA ,1,1.0,2010-09-01
2331,756.0,995,2010-08-05,,EA ,1,1.0,2010-07-22
3386,757.0,518,2010-12-23,,EA ,1,1.0,2010-12-09
2379,757.0,732,2010-08-05,,EA ,1,1.0,2010-07-22
1719,757.0,806,2010-06-19,,EA ,1,1.0,2010-06-05
3048,757.0,812,2010-12-15,,EA ,1,1.0,2010-12-01
1252,757.0,819,2010-06-09,,EA ,1,1.0,2010-05-26
1340,757.0,827,2010-06-09,,EA ,1,1.0,2010-05-26
2458,757.0,894,2010-08-05,,EA ,1,1.0,2010-07-22
3055,757.0,907,2010-12-15,,EA ,1,1.0,2010-12-01
3052,757.0,939,2010-12-15,,EA ,1,1.0,2010-12-01
1246,757.0,945,2010-06-09,,EA ,1,1.0,2010-05-26
279,757.0,948,2010-03-04,2010-05-03,EA ,1,2.0,2010-05-03
58,757.0,948,2010-05-04,,EA ,1,1.0,2010-04-20
2369,757.0,950,2010-08-05,,EA ,1,1.0,2010-07-22
2763,757.0,952,2010-09-15,,EA ,1,1.0,2010-09-01
2587,757.0,995,2010-08-05,2010-10-04,EA ,1,2.0,2010-10-04
2358,757.0,995,2010-10-05,,EA ,1,1.0,2010-09-21
135,758.0,518,2010-03-04,,EA ,1,1.0,2010-02-18
1273,758.0,733,2010-06-09,,EA ,1,1.0,2010-05-26
1945,758.0,806,2010-06-19,2010-08-18,EA ,1,2.0,2010-08-18
1748,758.0,806,2010-08-19,,EA ,1,1.0,2010-08-05
3070,758.0,812,2010-12-15,,EA ,1,1.0,2010-12-01
1275,758.0,819,2010-06-09,,EA ,1,1.0,2010-05-26
1814,758.0,827,2010-06-19,,EA ,1,1.0,2010-06-05
2127,758.0,894,2010-07-08,,EA ,1,1.0,2010-06-24
3076,758.0,907,2010-12-15,,EA ,1,1.0,2010-12-01
3073,758.0,939,2010-12-15,,EA ,1,1.0,2010-12-01
1270,758.0,945,2010-06-09,,EA ,1,1.0,2010-05-26
78,758.0,948,2010-03-04,,EA ,1,1.0,2010-02-18
2401,758.0,950,2010-08-05,,EA ,1,1.0,2010-07-22
2785,758.0,952,2010-09-15,,EA ,1,1.0,2010-09-01
2392,758.0,995,2010-08-05,,EA ,1,1.0,2010-07-22
540,759.0,517,2010-03-18,,EA ,1,1.0,2010-03-04
2438,759.0,728,2010-08-05,,EA ,1,1.0,2010-07-22
1297,759.0,806,2010-06-09,,EA ,1,1.0,2010-05-26
1296,759.0,811,2010-06-09,,EA ,1,1.0,2010-05-26
2243,759.0,818,2010-07-08,2010-09-06,EA ,1,2.0,2010-09-06
2102,759.0,818,2010-09-07,,EA ,1,1.0,2010-08-24
2146,759.0,826,2010-07-08,,EA ,1,1.0,2010-06-24
2130,759.0,894,2010-07-08,,EA ,1,1.0,2010-06-24
498,759.0,907,2010-03-18,,EA ,1,1.0,2010-03-04
1300,759.0,938,2010-06-09,,EA ,1,1.0,2010-05-26
1773,759.0,945,2010-06-19,,EA ,1,1.0,2010-06-05
3344,759.0,948,2010-12-23,,EA ,1,1.0,2010-12-09
2097,759.0,950,2010-07-08,,EA ,1,1.0,2010-06-24
1079,759.0,952,2010-05-26,2010-07-25,EA ,1,2.0,2010-07-25
880,759.0,952,2010-07-26,,EA ,1,1.0,2010-07-12
2809,759.0,994,2010-09-15,,EA ,1,1.0,2010-09-01
3133,760.0,517,2010-12-15,,EA ,1,1.0,2010-12-01
1307,760.0,729,2010-06-09,,EA ,1,1.0,2010-05-26
1310,760.0,806,2010-06-09,,EA ,1,1.0,2010-05-26
1309,760.0,811,2010-06-09,,EA ,1,1.0,2010-05-26
2112,760.0,818,2010-07-08,,EA ,1,1.0,2010-06-24
2475,760.0,826,2010-08-05,,EA ,1,1.0,2010-07-22
2462,760.0,894,2010-08-05,,EA ,1,1.0,2010-07-22
506,760.0,907,2010-03-18,,EA ,1,1.0,2010-03-04
1312,760.0,938,2010-06-09,,EA ,1,1.0,2010-05-26
1783,760.0,945,2010-06-19,,EA ,1,1.0,2010-06-05
3353,760.0,948,2010-12-23,,EA ,1,1.0,2010-12-09
2108,760.0,950,2010-07-08,,EA ,1,1.0,2010-06-24
886,760.0,952,2010-05-26,,EA ,1,1.0,2010-05-12
2813,760.0,994,2010-09-15,,EA ,1,1.0,2010-09-01
542,761.0,517,2010-03-18,,EA ,1,1.0,2010-03-04
510,761.0,730,2010-03-18,,EA ,1,1.0,2010-03-04
1322,761.0,806,2010-06-09,,EA ,1,1.0,2010-05-26
1321,761.0,811,2010-06-09,,EA ,1,1.0,2010-05-26
2118,761.0,818,2010-07-08,,EA ,1,1.0,2010-06-24
2149,761.0,826,2010-07-08,,EA ,1,1.0,2010-06-24
2133,761.0,894,2010-07-08,,EA ,1,1.0,2010-06-24
513,761.0,907,2010-03-18,,EA ,1,1.0,2010-03-04
1323,761.0,938,2010-06-09,,EA ,1,1.0,2010-05-26
1792,761.0,945,2010-06-19,,EA ,1,1.0,2010-06-05
3360,761.0,948,2010-12-23,,EA ,1,1.0,2010-12-09
2116,761.0,950,2010-07-08,,EA ,1,1.0,2010-06-24
894,761.0,952,2010-05-26,,EA ,1,1.0,2010-05-12
2821,761.0,994,2010-09-15,,EA ,1,1.0,2010-09-01
534,762.0,517,2010-03-18,,EA ,1,1.0,2010-03-04
1230,762.0,725,2010-06-09,,EA ,1,1.0,2010-05-26
1684,762.0,806,2010-06-19,,EA ,1,1.0,2010-06-05
1682,762.0,811,2010-06-19,,EA ,1,1.0,2010-06-05
2351,762.0,818,2010-08-05,,EA ,1,1.0,2010-07-22
2138,762.0,826,2010-07-08,,EA ,1,1.0,2010-06-24
2121,762.0,894,2010-07-08,,EA ,1,1.0,2010-06-24
3031,762.0,907,2010-12-15,,EA ,1,1.0,2010-12-01
1689,762.0,938,2010-06-19,,EA ,1,1.0,2010-06-05
1226,762.0,945,2010-06-09,,EA ,1,1.0,2010-05-26
273,762.0,948,2010-03-04,2010-05-03,EA ,1,2.0,2010-05-03
38,762.0,948,2010-05-04,,EA ,1,1.0,2010-04-20
2337,762.0,950,2010-08-05,,EA ,1,1.0,2010-07-22
2740,762.0,952,2010-09-15,,EA ,1,1.0,2010-09-01
806,762.0,994,2010-05-26,,EA ,1,1.0,2010-05-12
3132,763.0,517,2010-12-15,,EA ,1,1.0,2010-12-01
432,763.0,726,2010-03-18,,EA ,1,1.0,2010-03-04
1718,763.0,806,2010-06-19,,EA ,1,1.0,2010-06-05
1716,763.0,811,2010-06-19,,EA ,1,1.0,2010-06-05
2382,763.0,818,2010-08-05,,EA ,1,1.0,2010-07-22
2471,763.0,826,2010-08-05,,EA ,1,1.0,2010-07-22
2457,763.0,894,2010-08-05,,EA ,1,1.0,2010-07-22
3054,763.0,907,2010-12-15,,EA ,1,1.0,2010-12-01
1723,763.0,938,2010-06-19,,EA ,1,1.0,2010-06-05
1245,763.0,945,2010-06-09,,EA ,1,1.0,2010-05-26
57,763.0,948,2010-03-04,,EA ,1,1.0,2010-02-18
2368,763.0,950,2010-08-05,,EA ,1,1.0,2010-07-22
2762,763.0,952,2010-09-15,,EA ,1,1.0,2010-09-01
1047,763.0,994,2010-05-26,2010-07-25,EA ,1,2.0,2010-07-25
826,763.0,994,2010-07-26,,EA ,1,1.0,2010-07-12
538,764.0,517,2010-03-18,,EA ,1,1.0,2010-03-04
82,764.0,727,2010-03-04,,EA ,1,1.0,2010-02-18
1747,764.0,806,2010-06-19,,EA ,1,1.0,2010-06-05
1745,764.0,811,2010-06-19,,EA ,1,1.0,2010-06-05
2601,764.0,818,2010-08-05,2010-10-04,EA ,1,2.0,2010-10-04
2413,764.0,818,2010-10-05,,EA ,1,1.0,2010-09-21
2142,764.0,826,2010-07-08,,EA ,1,1.0,2010-06-24
2126,764.0,894,2010-07-08,,EA ,1,1.0,2010-06-24
3075,764.0,907,2010-12-15,,EA ,1,1.0,2010-12-01
1752,764.0,938,2010-06-19,,EA ,1,1.0,2010-06-05
1269,764.0,945,2010-06-09,,EA ,1,1.0,2010-05-26
77,764.0,948,2010-03-04,,EA ,1,1.0,2010-02-18
2400,764.0,950,2010-08-05,,EA ,1,1.0,2010-07-22
2784,764.0,952,2010-09-15,,EA ,1,1.0,2010-09-01
848,764.0,994,2010-05-26,,EA ,1,1.0,2010-05-12
1572,765.0,517,2010-06-09,2010-08-08,EA ,1,2.0,2010-08-08
1355,765.0,517,2010-08-09,,EA ,1,1.0,2010-07-26
2437,765.0,722,2010-08-05,,EA ,1,1.0,2010-07-22
2440,765.0,806,2010-08-05,,EA ,1,1.0,2010-07-22
2439,765.0,811,2010-08-05,,EA ,1,1.0,2010-07-22
884,765.0,818,2010-05-26,,EA ,1,1.0,2010-05-12
1109,765.0,826,2010-05-26,2010-07-25,EA ,1,2.0,2010-07-25
923,765.0,826,2010-07-26,,EA ,1,1.0,2010-07-12
911,765.0,894,2010-05-26,,EA ,1,1.0,2010-05-12
1301,765.0,907,2010-06-09,,EA ,1,1.0,2010-05-26
2441,765.0,938,2010-08-05,,EA ,1,1.0,2010-07-22
2100,765.0,945,2010-07-08,,EA ,1,1.0,2010-06-24
3092,765.0,948,2010-12-15,,EA ,1,1.0,2010-12-01
1080,765.0,950,2010-05-26,2010-07-25,EA ,1,2.0,2010-07-25
883,765.0,950,2010-07-26,,EA ,1,1.0,2010-07-12
104,765.0,952,2010-03-04,,EA ,1,1.0,2010-02-18
3340,765.0,994,2010-12-23,,EA ,1,1.0,2010-12-09
1827,766.0,517,2010-06-19,,EA ,1,1.0,2010-06-05
1306,766.0,723,2010-06-09,,EA ,1,1.0,2010-05-26
2447,766.0,806,2010-08-05,,EA ,1,1.0,2010-07-22
2446,766.0,811,2010-08-05,,EA ,1,1.0,2010-07-22
889,766.0,818,2010-05-26,,EA ,1,1.0,2010-05-12
2850,766.0,826,2010-09-15,,EA ,1,1.0,2010-09-01
2839,766.0,894,2010-09-15,,EA ,1,1.0,2010-09-01
1314,766.0,907,2010-06-09,,EA ,1,1.0,2010-05-26
2448,766.0,938,2010-08-05,,EA ,1,1.0,2010-07-22
2111,766.0,945,2010-07-08,,EA ,1,1.0,2010-06-24
3098,766.0,948,2010-12-15,,EA ,1,1.0,2010-12-01
888,766.0,950,2010-05-26,,EA ,1,1.0,2010-05-12
108,766.0,952,2010-03-04,,EA ,1,1.0,2010-02-18
3348,766.0,994,2010-12-23,,EA ,1,1.0,2010-12-09
1573,767.0,517,2010-06-09,2010-08-08,EA ,1,2.0,2010-08-08
1356,767.0,517,2010-08-09,,EA ,1,1.0,2010-07-26
740,767.0,724,2010-03-18,2010-05-17,EA ,1,2.0,2010-05-17
509,767.0,724,2010-05-18,,EA ,1,1.0,2010-05-04
2453,767.0,806,2010-08-05,,EA ,1,1.0,2010-07-22
2452,767.0,811,2010-08-05,,EA ,1,1.0,2010-07-22
896,767.0,818,2010-05-26,,EA ,1,1.0,2010-05-12
1111,767.0,826,2010-05-26,2010-07-25,EA ,1,2.0,2010-07-25
924,767.0,826,2010-07-26,,EA ,1,1.0,2010-07-12
