footnote,sln,prefix,crs,lab,sect,title,credit,days,start,end,bldg,room,instructor,limit,enrolled
,32995,GENCB,301,,09,GEN GENET,4.0,"TU,TH",10:35,11:50,HLD,G3,,0020,0008
,33001,GENCB,301,,10,GEN GENET,4.0,"TU,TH",10:35,11:50,HLD,G3,,0020,0020
,66670,GENCB,325,,01,PLNT BIOTECH,3.0,"M,W,F",10:10,,TODD,122,KU,0010,0004
,33068,GENCB,430,,01,HUMAN GENET,3.0,"TU,TH",10:35,11:50,COLL,135,MCCABE,0030,0025
,33100,GENCB,488,,01,[M] BIOTECH,3.0,"TU,TH",12:00,13:15,TODD,409,CALZA,0020,0016
,33118,GENCB,490,,01,[M] SEMINAR,2.0,,,,ARR,ARR,,0020,0012
,33134,GENCB,498,,01,[M] TOP APPL GEN,2.0,,,,ARR,ARR,,0010,0000
,10603,A S,600,,01,SP PR/IND ST,V,,,,ARR,ARR,,0100,0002
,33159,GENCB,502,,01,EU MOL GENET,2.0,"TU,TH",9:10,,TODD,122,KLEINHOFS,0035,0015
,66688,GENCB,550,,01,CELL BIOLOGY,3.0,"M,W,F",14:10,,TROY,201,,0030,0012
,33175,GENCB,565,,01,MOLEC BIO I,3.0,"M,W,F",9:10,,CLEV,30E,BERTRAND,0035,0016
,33183,GENCB,569,,01,RESRCH PROP,1.0,,,,ARR,ARR,,0015,0002
,66696,GENCB,572,,01,FND ONCOLOGY,3.0,"M,W",16:10,17:25,WEGN,G-1,MEADOWS,0010,0003
,33209,GENCB,581,,01,ADV TOPICS,V,,,,ARR,ARR,,0020,0000
,33217,GENCB,588,,01,BIOTECH,3.0,"TU,TH",12:00,13:15,TODD,409,CALZA,0020,0001
,33225,GENCB,592,,01,TOP CELL BIO,01.0,,,,ARR,ARR,,0020,0000
,33233,GENCB,600,,01,SP PR/IND ST,V,,,,ARR,ARR,,0100,0013
,33241,GENCB,700,,01,MAST TH EX,V,,,,ARR,ARR,,0100,0000
,10611,A S,700,,01,MAST TH EX,V,,,,ARR,ARR,,0100,0020
,33258,GENCB,702,,01,MAST DIR ST,V,,,,ARR,ARR,,0100,0000
,33266,GENCB,800,,01,DOCT DISS EX,V,,,,ARR,ARR,,0100,0014
Q,34397,GEOL,101,,01,[P] INTRO GEOL,4.0,"M,W,F",10:10,,WEBS,16,,0250,0241
,34405,GEOL,101,L,01,[P] INTRO GEOL,,TU,9:10,12,WEBS,134,,0018,0016
Q,34413,GEOL,101,,02,[P] INTRO GEOL,4.0,"M,W,F",13:10,,WEBS,16,,0250,0210
,34421,GEOL,101,L,02,[P] INTRO GEOL,,TU,9:10,12,WEBS,138,,0018,0001
Q,34439,GEOL,101,,03,[P] INTRO GEOL,4.0,"TU,TH",10:35,11:50,WEBS,16,,0250,0186
,34447,GEOL,101,L,03,[P] INTRO GEOL,,TU,12:10,15,WEBS,134,,0018,0017
,34462,GEOL,101,L,04,[P] INTRO GEOL,,TU,12:10,15,WEBS,138,,0018,0019
,34470,GEOL,101,L,05,[P] INTRO GEOL,,TU,12:10,15,WEBS,146,,0018,0018
,10629,A S,800,,01,DOCT DISS EX,V,,,,ARR,ARR,,0100,0004
,34488,GEOL,101,L,06,[P] INTRO GEOL,,TU,12:10,15,WEBS,147,,0018,0017
,34496,GEOL,101,L,07,[P] INTRO GEOL,,TU,15:10,18,WEBS,134,,0018,0018
,34504,GEOL,101,L,08,[P] INTRO GEOL,,TU,15:10,18,WEBS,138,,0018,0018
,34512,GEOL,101,L,09,[P] INTRO GEOL,,TU,15:10,18,WEBS,146,,0018,0017
,34520,GEOL,101,L,10,[P] INTRO GEOL,,TU,15:10,18,WEBS,147,,0018,0017
,34538,GEOL,101,L,11,[P] INTRO GEOL,,TU,18:10,21,WEBS,134,,0018,0017
,34546,GEOL,101,L,12,[P] INTRO GEOL,,TU,18:10,21,WEBS,138,,0018,0019
,34553,GEOL,101,L,13,[P] INTRO GEOL,,TU,18:10,21,WEBS,146,,0018,0017
,34561,GEOL,101,L,14,[P] INTRO GEOL,,TU,18:10,21,WEBS,147,,0018,0016
,34579,GEOL,101,L,15,[P] INTRO GEOL,,W,9:10,12,WEBS,134,,0018,0018
,12518,ANTH,101,,01,[S] GEN ANTH,3.0,"M,W,F",10:10,,COLL,220,LUPO,0069,0048
,34587,GEOL,101,L,16,[P] INTRO GEOL,,W,12:10,15,WEBS,134,,0018,0017
,34595,GEOL,101,L,17,[P] INTRO GEOL,,W,12:10,15,WEBS,138,,0018,0017
,34603,GEOL,101,L,18,[P] INTRO GEOL,,W,12:10,15,WEBS,146,,0018,0017
,34611,GEOL,101,L,19,[P] INTRO GEOL,,W,12:10,15,WEBS,147,,0018,0002
,34629,GEOL,101,L,20,[P] INTRO GEOL,,W,15:10,18,WEBS,134,,0018,0018
,34637,GEOL,101,L,21,[P] INTRO GEOL,,W,15:10,18,WEBS,138,,0018,0018
,34645,GEOL,101,L,22,[P] INTRO GEOL,,W,15:10,18,WEBS,146,,0018,0017
,34652,GEOL,101,L,23,[P] INTRO GEOL,,W,15:10,18,WEBS,147,,0018,0018
,34678,GEOL,101,L,25,[P] INTRO GEOL,,W,18:10,21,WEBS,134,,0018,0018
,34686,GEOL,101,L,26,[P] INTRO GEOL,,W,18:10,21,WEBS,138,,0018,0017
,12526,ANTH,101,,02,[S] GEN ANTH,3.0,"M,W,F",13:10,,COLL,125,LUPO,0052,0047
,34694,GEOL,101,L,27,[P] INTRO GEOL,,W,18:10,21,WEBS,146,,0018,0018
,34702,GEOL,101,L,28,[P] INTRO GEOL,,W,18:10,21,WEBS,147,,0018,0016
,34710,GEOL,101,L,29,[P] INTRO GEOL,,TH,9:10,12,WEBS,134,,0018,0017
,34728,GEOL,101,L,30,[P] INTRO GEOL,,TH,9:10,12,WEBS,138,,0018,0008
,34744,GEOL,101,L,32,[P] INTRO GEOL,,TH,12:10,15,WEBS,134,,0018,0017
,34751,GEOL,101,L,33,[P] INTRO GEOL,,TH,12:10,15,WEBS,138,,0018,0017
,34769,GEOL,101,L,34,[P] INTRO GEOL,,TH,12:10,15,WEBS,146,,0018,0018
,34785,GEOL,101,L,36,[P] INTRO GEOL,,TH,15:10,18,WEBS,134,,0018,0018
,34793,GEOL,101,L,37,[P] INTRO GEOL,,TH,15:10,18,WEBS,138,,0018,0017
,34801,GEOL,101,L,38,[P] INTRO GEOL,,TH,15:10,18,WEBS,146,,0018,0018
,12534,ANTH,101,,03,[S] GEN ANTH,3.0,"TU,TH",12:00,13:15,COLL,125,KNELL,0077,0052
,34819,GEOL,101,L,39,[P] INTRO GEOL,,TH,15:10,18,WEBS,147,,0018,0018
,34835,GEOL,101,L,41,[P] INTRO GEOL,,TH,18:10,21,WEBS,134,,0018,0018
,34843,GEOL,101,L,42,[P] INTRO GEOL,,TH,18:10,21,WEBS,138,,0018,0017
Q,34876,GEOL,150,,01,[Q] GEOL DEBATES,4.0,"M,W,F",12:10,,WEBS,17,PETERS,0018,0015
Q,34884,GEOL,150,,02,[Q] GEOL DEBATES,4.0,"M,W,F",12:10,,WEBS,17,,0023,0019
,68643,GEOL,201,,01,GEOL NATL PK,2.0,"TU,TH",12:10,,WEBS,17,PETERS,0050,0023
Q,34942,GEOL,210,,01,[P] EVOL & EARTH,3.0,"W,F",8:10,,WEBS,11,POPE,0036,0017
,34959,GEOL,210,L,01,[P] EVOL & EARTH,,TU,15:10,18,WEBS,1141,,0014,0009
,34967,GEOL,210,L,02,[P] EVOL & EARTH,,TH,15:10,18,WEBS,1141,,0014,0008
Q,35006,GEOL,320,,01,SED PETROL,3.0,"M,W",10:10,,WEBS,1126,GAYLORD,0020,0011
,10926,ACCTG,433,,01,[M] ACCT SYSTEMS,3.0,"TU,TH",9:10,10:25,TODD,409,WONG ON WING,0045,0015
,,ANTH,101,,04,[S] GEN ANTH,3.0,"M,W,F",13:10,,COLL,125,LUPO,0015,0004
,35014,GEOL,320,L,01,SED PETROL,,M,15:10,18,WEBS,822,,0015,0011
,78485,GEOL,326,,01,IG/MET ROCKS,4.0,"TU,TH",10:30,11:45,MINE,306,GEIST,0010,0002
,78543,GEOL,326,L,01,IG/MET ROCKS,,,,,ARR,ARR,,0010,0002
Q,35030,GEOL,350,,01,[M] MIN & CRYSTL,4.0,"M,W",11:10,,WEBS,1126,FOIT,0020,0011
,35048,GEOL,350,L,01,[M] MIN & CRYSTL,,"TU,TH",18:10,21,WEBS,1126,,0010,0006
,35055,GEOL,350,L,02,[M] MIN & CRYSTL,,"TU,TH",9:10,12,WEBS,1126,,0010,0005
,74005,GEOL,351,,01,OPTIC MIN,1.0,F,11:10,,WEBS,1126,FOIT,0026,0022
I,35121,GEOL,426,,01,GEOL ENGR,3.0,"TU,TH",8,9:15,MCCL,415,MILLER,0010,0002
,35139,GEOL,428,,01,GEOSTATISTIC,3.0,TU,10:30,12:20,JEB,25,MILLER,0010,0007
Q,35147,GEOL,451,,01,PEDOLOGY,3.0,"M,W",9:10,,JSNH,116,BUSACCA,0012,0001
,12559,ANTH,198,,01,[S] ANTH HONORS,3.0,"TU,TH",9:10,10:25,COLL,235,BODLEY,0030,0030
,35154,GEOL,451,L,01,PEDOLOGY,,W,14:10,17,JSNH,116,,0012,0001
Q,35162,GEOL,470,,01,INTR EC GEOL,4.0,"M,W,F",9:10,,WEBS,1051,MEINERT,0020,0011
,35170,GEOL,470,L,01,INTR EC GEOL,,F,14:10,17,WEBS,1051,,0020,0011
,78451,GEOL,483,,01,RAISOGEOCHR,3.0,"M,W,F",8:10,,WEBS,822,REINERS,0010,0004
,35212,GEOL,498,,01,SEMINAR,1.0,TH,16:10,,WEBS,11,,0050,0000
,35220,GEOL,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0001
,73890,GEOL,515,,01,PALEOECOLOGY,3.0,"M,W",8:00,9:20,MINE,306,ISAACSON,0010,0001
Q,65524,GEOL,525,,01,CARB DEP SYS,3.0,,,,ARR,ARR,POPE,0015,0003
,68650,GEOL,525,L,01,CARB DEP SYS,,,,,ARR,ARR,,0015,0003
I,35246,GEOL,526,,01,GEOL ENGR,3.0,"TU,TH",8,9:15,MCCL,415,MILLER,0010,0001
,65870,ANTH,201,,01,[G] ART & SOC,3.0,"M,W,F",14:10,,WEBS,17,BOWSER,0103,0095
Q,65532,GEOL,541,,01,STRUCT ANLY,3.0,"M,F",13:10,,WEBS,1051,WATKINSON,0020,0005
&,65540,GEOL,541,L,01,STRUCT ANLY,,W,14:10,17,WEBS,1051,,0020,0005
&,85068,GEOL,542,,01,GEOMECHANICS,3.0,"M,W,F",9:30,,MCCL,311,KATTENHORN,0005,0001
,35287,GEOL,550,,01,ADV MIN,3.0,"TU,TH",13:30,15,WEBS,1126,FOIT,0020,0005
I,65573,GEOL,567,,01,VOLCANOLOGY,3.0,"TU,TH",14:00,15:30,MINE,306,GEIST,0010,0005
,82065,GEOL,570,,01,ISOTOPE HYDR,V,TU,18:00,20:40,JEB,111,CECIL,0010,0004
Q,35345,GEOL,573,,01,AD TOP EC G,2.0,,,,ARR,ARR,MEINERT,0020,0000
,65821,GEOL,574,,01,ADV REM SENS,3.0,"W,F",9:10,12:00,HULB,21,FRAZIER,0008,0000
,65839,GEOL,575,,01,SEM REM SENS,1.0,,,,ARR,ARR,FRAZIER,0008,0000
,35360,GEOL,577,,01,ADV GW HYDR,3.0,"M,W",19:15,20:30,MURW,54,,0010,0000
,12567,ANTH,203,,01,[K] PEOP OF WRLD,3.0,"M,W,F",9:10,,TODD,216,BAKSI,0097,0096
,78469,GEOL,583,,01,RADISOGEOCHR,3.0,"M,W,F",8:10,,WEBS,822,REINERS,0015,0012
,85050,GEOL,593,,01,AD TOP GEOME,V,"M,W",13:30,14:50,MINE,214,KATTENHORN,0005,0000
,75317,GEOL,597,,01,ADV TOP GEOL,V,,,,ARR,ARR,,0010,0000
,35394,GEOL,598,,01,SEMINAR,1.0,TH,16:10,,WEBS,11,,0050,0008
,35402,GEOL,600,,01,SP PR/IND ST,V,,,,ARR,ARR,,0100,0001
,35410,GEOL,700,,01,MAST TH EX,V,,,,ARR,ARR,,0100,0021
,35428,GEOL,702,,01,MAST DIR ST,V,,,,ARR,ARR,,0100,0000
,35436,GEOL,800,,01,DOCT DISS EX,V,,,,ARR,ARR,,0100,0005
Q,35444,GER,101,,01,FIRST SEM,4.0,"M,W,F",12:10,,THOM,209,IRETON,0025,0023
Q,83014,GER,101,,02,FIRST SEM,4.0,"M,W,F",13:10,,THOM,105,HALVERSON,0020,0012
,65888,ANTH,214,,01,[S] GEND IN AMER,3.0,"M,W,F",8:10,,SLOA,38,MCKEE,0022,0009
Q,35469,GER,102,,01,SECOND SEM,4.0,"M,W,F",8:10,,THOM,19,BREWER,0020,0008
Q,35477,GER,203,,01,THIRD SEM,4.0,"M,W,F",14:10,,THOM,19,IRETON,0020,0010
Q,35485,GER,304,,01,INTERMEDIATE,4.0,"M,W",15:10,16:30,THOM,19,IRETON,0020,0010
,84194,GER,305,,01,CONVERSATION,1.0,,,,ARR,ARR,,0005,0005
,84293,GER,305,,02,CONVERSATION,1.0,,,,ARR,ARR,,0010,0005
Q,66084,GER,312,,01,COMPOSITION,3.0,"TU,TH",10:35,11:50,THOM,5,BREWER,0020,0001
,66092,GER,320,,01,[M] INTRO LIT,3.0,"M,W,F",12:10,,THOM,119,HALVERSON,0020,0010
,35519,GER,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0002
,67520,H ED,263,,01,FIRST AID,2.0,TU,13:10,,PEB,136,CHRISTIE,0020,0014
,67538,H ED,263,,02,FIRST AID,2.0,TU,13:10,,PEB,136,,0022,0019
,12575,ANTH,230,,01,INTR ARCHEOL,3.0,"M,W,F",10:10,,TODD,303,ACKERMAN,0069,0040
,67546,H ED,263,,03,FIRST AID,2.0,TU,13:10,,PEB,136,,0020,0016
,67553,H ED,263,,04,FIRST AID,2.0,TU,13:10,,PEB,136,,0020,0020
,67561,H ED,263,,05,FIRST AID,2.0,TU,13:10,,PEB,136,,0020,0006
,36400,H ED,361,,01,HTH WELLNESS,3.0,"M,W,F",11:10,,PEB,136,,0120,0062
,36475,H ED,490,,01,INSTRUC PRAC,V,,,,ARR,ARR,,0020,0000
,36509,H ED,496,,01,LIFE SKILLS,V,,,,ARR,ARR,,0100,0098
,36517,H ED,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0000
,84913,HPA,511,,01,H CARE FINAN,3.0,TU,19:15,22,MURW,55,COYNE,0030,0000
,36541,HIST,101,,02,[H] CLAS CHR EUR,3.0,"M,W,F",9:10,,TODD,204,KNIRCK,0075,0033
,36558,HIST,101,,03,[H] CLAS CHR EUR,3.0,"M,W,F",10:10,,WEBS,11,MEYER,0075,0044
,12583,ANTH,260,,01,[B] INT PHY ANTH,3.0,"M,W,F",11:10,,COLL,125,NEWTON-FISHER,0077,0066
,36566,HIST,102,,01,[H] MOD EUROPE,3.0,"M,W,F",11:10,,FULM,125,SCALLY,0079,0062
,36574,HIST,102,,02,[H] MOD EUROPE,3.0,"M,W,F",13:10,,TODD,420,DUFFIN,0080,0041
,36582,HIST,110,,01,[S] AMER TO 1877,3.0,"M,W,F",10:10,,TROY,203,KRAHE,0048,0044
,36590,HIST,110,,02,[S] AMER TO 1877,3.0,"TU,TH",9:10,10:25,DAGG,232,CRANE,0064,0022
,36608,HIST,110,,03,[S] AMER TO 1877,3.0,"TU,TH",10:35,11:50,VAND,4,GODFREY,0056,0039
,36616,HIST,111,,01,[S] AM SINC 1877,3.0,"M,W,F",14:10,,TODD,220,RUTHERFORD,0048,0034
,36624,HIST,111,,02,[S] AM SINC 1877,3.0,"TU,TH",9:10,10:25,TROY,203,MACK,0048,0030
,36640,HIST,150,,01,[S] PEOPLE OF US,3.0,"M,W,F",11:10,,JSNH,C105,HUME,0076,0058
,36657,HIST,198,,01,[S] HIST HONORS,3.0,"M,W,F",11:10,,COLL,135,WATROUS,0030,0027
,36665,HIST,198,,02,[S] HIST HONORS,3.0,"M,W,F",13:10,,TODD,204,ASHBY,0030,0030
T,73429,ANTH,302,,01,[K] CHLDHD/CULTR,3.0,"TU,TH",12:00,13:15,MURW,53,HEWLETT,0035,0034
,36699,HIST,216,,01,[H] AMER CULTURE,3.0,"M,W,F",14:10,,BRYN,324,,0020,0012
,72801,HIST,230,,01,[K] LATIN AM COL,3.0,"M,W,F",11:10,,TODD,220,MANN,0048,0042
,67470,HIST,272,,01,[I] MIDDLE EAST,3.0,"TU,TH",12:00,13:15,WILS,6,TOLMACHEVA,0048,0042
,36731,HIST,275,,01,[K] INTRO E ASIA,3.0,"M,W,F",10:10,,TODD,234,CHAN,0030,0025
,36756,HIST,300,,01,[M] WRITING HIST,3.0,"TU,TH",14:50,16:05,COLL,135,GARRETSON,0033,0018
,67488,HIST,300,,02,[M] WRITING HIST,3.0,"M,W,F",11:10,,TODD,413,RUTHERFORD,0032,0025
,36772,HIST,320,,01,[S] AMERICAN AG,3.0,"M,W,F",14:10,,WILS,6,COON,0035,0001
,78097,HIST,321,,01,[H] CULTURE 1930,3.0,"M,W,F",10:10,,TODD,120,ASHBY,0125,0042
,36806,HIST,340,,01,[H] ANC GREECE,3.0,"M,W,F",13:10,,WILS,13,WILLIAMS,0100,0049
,36814,HIST,342,,01,[H] ENGL TO 1485,3.0,"TU,TH",13:25,14:40,WILS,5,GOUGH,0028,0021
,12591,ANTH,309,,01,[K] CULT ECOLOGY,3.0,"TU,TH",9:10,10:25,COLL,220,HUCKLEBERRY,0069,0051
,36822,HIST,344,,01,HIST IRELAND,3.0,"TU,TH",10:35,11:50,DAGG,232,KNIRCK,0065,0046
T,36855,HIST,373,,01,[G] CHINESE CIV,3.0,"TU,TH",13:25,14:40,FSHN,T101,KENNEDY,0032,0022
,36863,HIST,381,,01,[S] SCI IN WEST,3.0,"M,W,F",13:10,,WEBS,B7,GOUGH,0030,0016
,67496,HIST,387,,01,WWII/PACIFIC,3.0,"TU,TH",12:00,13:15,WILS,13,SUN,0080,0052
,67504,HIST,409,,01,[S] AMER ENVIRON,3.0,"TU,TH",13:25,14:40,TODD,220,EWERT,0048,0030
,36871,HIST,411,,01,AM DIP HIST,3.0,"M,W,F",9:10,,TROY,203,KAWAMURA,0038,0004
,36889,HIST,413,,01,[M] EARLY AMER,3.0,"M,W,F",10:10,,WILS,6,COON,0045,0010
,67322,HIST,415,,01,JEFF/JACK AM,3.0,"M,W,F",9:10,,WILS,6,HUME,0040,0003
,36905,HIST,418,,01,US 1914-1941,3.0,"M,W,F",11:10,,TODD,120,ASHBY,0075,0036
,36913,HIST,421,,01,AMER WEST,3.0,"TU,TH",10:35,11:50,WILS,3,HIRT,0020,0014
,73403,ANTH,312,,01,[S] NAT AM WOMEN,3.0,"TU,TH",13:25,14:40,TODD,307,SCHENCK,0010,0004
Q,36947,HIST,427,,01,[M] PUBLIC HIST,3.0,W,14:10,17,WILS,3,SVINGEN,0020,0002
,67330,HIST,433,,01,CUBA & CARIB,3.0,"M,W,F",13:10,,WILS,6,KIM,0035,0022
,67348,HIST,440,,01,EAR MID AGES,3.0,"M,W,F",11:10,,WILS,5,WILLIAMS,0028,0016
,36970,HIST,444,,01,[H] RENAISSANCE,3.0,"TU,TH",9:10,10:25,WILS,6,SCHLESINGER,0050,0047
,67363,HIST,468,,01,NAZI GERMANY,3.0,"TU,TH",9:10,10:25,WEBS,11,SUN,0040,0032
,37002,HIST,469,,01,[M] SEMINAR,3.0,W,15:10,18,WILS,4,BLACKWELL,0015,0016
,37010,HIST,469,,02,[M] SEMINAR,3.0,M,14:50,17:40,WILS,4,RUTHERFORD,0015,0013
,67371,HIST,470,,01,[T] GANDH/IND/US,3.0,"TU,TH",12:00,13:15,TODD,303,BLACKWELL,0035,0021
,67397,HIST,491,,01,[T] WORLD TRADE,3.0,"M,W,F",9:10,,FULM,125,WATROUS,0075,0030
,67405,HIST,495,,01,HIST GEOGRPH,3.0,"M,W,F",13:10,,COLL,220,STREETS,0065,0006
,10934,ACCTG,433,,02,[M] ACCT SYSTEMS,3.0,"TU,TH",12:00,13:15,TODD,413,WONG ON WING,0050,0021
,12609,ANTH,316,,01,[K] GENDER XCULT,3.0,"M,W,F",11:10,,FULM,438,BOWSER,0075,0068
,37051,HIST,497,,01,SEMINAR,3.0,,,,ARR,ARR,,0020,0002
,37069,HIST,497,,02,SEMINAR,3.0,,,,ARR,ARR,,0020,0000
,37077,HIST,498,,01,INTERNSHIP,V,,,,ARR,ARR,SVINGEN,0020,0002
,37085,HIST,498,,02,INTERNSHIP,V,,,,ARR,ARR,RUTHERFORD,0020,0000
,37093,HIST,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0000
,37101,HIST,499,,02,SP PROBLEMS,V,,,,ARR,ARR,,0100,0001
,37119,HIST,510,,01,AM FIELD CO,3.0,TU,14:50,17:40,JSNT,227,COON,0015,0013
,37127,HIST,511,,01,AM DIP HIST,3.0,"M,W,F",9:10,,TROY,203,KAWAMURA,0020,0005
,67413,HIST,515,,01,JEFF/JACK AM,3.0,"M,W,F",9:10,,WILS,6,HUME,0015,0010
,37143,HIST,518,,01,US 1914-1941,3.0,"M,W,F",11:10,,TODD,120,ASHBY,0015,0007
,12617,ANTH,316,,02,[K] GENDER XCULT,3.0,"M,W,F",13:10,,CLEV,30E,JONES,0060,0040
,37150,HIST,521,,01,AMER WEST,3.0,"TU,TH",10:35,11:50,WILS,3,HIRT,0009,0007
,37176,HIST,525,,01,SEM AM HIST,3.0,W,15:10,18,JSNT,227,KAWAMURA,0015,0006
Q,37184,HIST,527,,01,PUBLIC HIST,3.0,W,14:10,17,WILS,3,SVINGEN,0009,0003
,67421,HIST,533,,01,CUBA & CARIB,3.0,"M,W,F",13:10,,WILS,6,KIM,0013,0005
,67439,HIST,535,,01,LAT AM FIELD,3.0,M,15:10,18,JSNT,227,KICZA,0015,0008
,67454,HIST,568,,01,NAZI GERMANY,3.0,"TU,TH",9:10,10:25,WEBS,11,SUN,0005,0005
,37259,HIST,580,,01,HISTORIOGR,3.0,TH,14:50,17:40,JSNT,227,KALE,0015,0011
,37275,HIST,597,,01,SEMINAR,V,,,,ARR,ARR,,0020,0003
,37283,HIST,597,,02,SEMINAR,V,,,,ARR,ARR,,0010,0000
,37309,HIST,598,,01,INTERNSHIP,V,,,,ARR,ARR,SVINGEN,0020,0002
,12633,ANTH,320,,01,[K] PEOPLES N AM,3.0,"M,W,F",12:10,,COLL,220,WILLARD,0050,0034
,37317,HIST,598,,02,INTERNSHIP,V,,,,ARR,ARR,RUTHERFORD,0020,0001
,37325,HIST,600,,01,SP PR/IND ST,V,,,,ARR,ARR,,0100,0003
,37333,HIST,600,,02,SP PR/IND ST,V,,,,ARR,ARR,,0100,0000
,37341,HIST,700,,01,MAST TH EX,V,,,,ARR,ARR,,0100,0018
,37358,HIST,702,,01,MAST DIR ST,V,,,,ARR,ARR,,0100,0000
,37366,HIST,800,,01,DOCT DISS EX,V,,,,ARR,ARR,,0100,0029
,37374,HORT,231,,01,LA PL MAT I,3.0,"TU,TH",8:10,,JSNH,C105,,0050,0033
,37382,HORT,231,L,01,LA PL MAT I,,TU,9:10,12,JSNH,191,,0025,0019
,37390,HORT,231,L,02,LA PL MAT I,,TH,9:10,12,JSNH,191,,0025,0013
T,37408,HORT,234,,01,CONT ENVIR,3.0,"M,W,F",8:10,,MURW,54,SCHEKEL,0037,0032
,12641,ANTH,331,,01,[K] AMER PRE-COL,3.0,"TU,TH",10:35,11:50,COLL,220,HALL,0050,0028
T,37440,HORT,304,,01,GRW/DEVEL I,2.0,"TU,TH",8:30,10,MURW,55,,0010,0000
,67157,HORT,313,,01,VIT/SM FRUIT,3.0,"M,W,F",11:10,,JSNH,191,,0036,0025
T,37499,HORT,320,,01,OLERICULTURE,3.0,"M,W,F",9:10,,MURW,55,HILLER,0050,0023
Q,37515,HORT,321,,01,OLERICUL LAB,1.0,TU,14:10,17,JSNH,24,HILLER,0024,0021
,67181,HORT,325,,01,PLNT BIOTECH,3.0,"M,W,F",10:10,,TODD,122,KU,0004,0001
,37531,HORT,331,,01,LANDSCP MGT,3.0,"M,W",12:10,,JSNH,C105,LOHR,0050,0027
,37549,HORT,331,L,01,LANDSCP MGT,,F,8:10,11,JSNH,191,,0023,0017
,37556,HORT,331,L,02,LANDSCP MGT,,F,14:10,17,JSNH,191,,0025,0009
,67207,HORT,332,,01,INT PLANTSC,2.0,,,,ARR,ARR,HUMMEL,0020,0000
,67223,HORT,333,,01,INT PLSC LAB,1.0,,,,ARR,ARR,HUMMEL,0020,0000
T,65896,ANTH,350,,01,[S] SPE THT CULT,3.0,"M,W,F",9:10,,EME,B46,MCKEE,0039,0038
I,37564,HORT,340,,01,NURSERY MGT,3.0,,,,ARR,ARR,,0020,0003
,37572,HORT,340,L,01,NURSERY MGT,,,,,ARR,ARR,,0020,0001
T,37580,HORT,356,,01,HORT PROF,1.0,M,13:10,,MURW,54,HILLER,0020,0016
,37606,HORT,399,,01,PRO WORK EXP,V,,,,ARR,ARR,HILLER,0100,0008
Q,37614,HORT,418,,01,[M] POST HARVEST,3.0,"TU,TH",10:10,,MURW,54,FELLMAN,0027,0015
,37622,HORT,418,L,01,[M] POST HARVEST,,F,14:10,17,JSNH,24,FELLMAN,0027,0016
Q,37655,HORT,438,,01,ORN PL PRD I,3.0,"M,W",10:10,,MURW,54,SCHEKEL,0025,0007
,37663,HORT,438,L,01,ORN PL PRD I,,TU,8:10,10,JSNH,24,,0025,0008
,37671,HORT,490,,01,POTATO SCI,3.0,,,,ARR,ARR,HILLER,0100,0001
,37689,HORT,499,,01,SP PROBLEMS,V,,,,ARR,ARR,,0100,0006
,12674,ANTH,404,,01,[K] SELF CULTURE,3.0,"TU,TH",13:25,14:40,COLL,125,MAGEO,0077,0037
,37697,HORT,499,,02,SP PROBLEMS,V,,,,ARR,ARR,,0100,0001
,37739,HORT,509,,01,SEMINAR,1.0,M,16:10,,JSNH,191,AHMEDULLAH,0035,0011
,37747,HORT,510,,01,GRAD SEMINAR,1.0,M,16:10,,JSNH,191,AHMEDULLAH,0015,0005
,37754,HORT,515,,01,SEMINAR,1.0,F,12:10,,TODD,276,,0020,0000
&,37762,HORT,518,,01,POST HARVEST,3.0,"TU,TH",10:10,,MURW,54,FELLMAN,0008,0003
,37770,HORT,518,L,01,POST HARVEST,,F,14:10,17,JSNH,24,FELLMAN,0010,0003
T,37804,HORT,538,,01,ORN PL PRD I,3.0,"M,W",10:10,,MURW,54,SCHEKEL,0005,0000
,37812,HORT,538,L,01,ORN PL PRD I,,TU,8:10,10,JSNH,24,,0005,0000
,37820,HORT,590,,01,POTATO SCI,3.0,,,,ARR,ARR,HILLER,0100,0003
,37838,HORT,600,,01,SP PR/IND ST,V,,,,ARR,ARR,,0100,0002
,12690,ANTH,419,,01,CUL/INTL BUS,3.0,"M,W,F",11:10,,TODD,234,REED,0048,0016
,37846,HORT,600,,02,SP PR/IND ST,V,,,,ARR,ARR,,0100,0000
,37853,HORT,700,,01,MAST TH EX,V,,,,ARR,ARR,,0100,0008
,37861,HORT,702,,01,MAST DIR ST,V,,,,ARR,ARR,,0100,0000
,37879,HORT,800,,01,DOCT DISS EX,V,,,,ARR,ARR,,0100,0012
,35527,H A,181,,01,INTRODUCTION,3.0,"M,W,F",10:10,,KIMB,101,COSTEN,0101,0079
,35535,H A,181,,02,INTRODUCTION,3.0,"M,W,F",13:10,,FNA,5062,COSTEN,0085,0057
,,H A,181,,03,INTRODUCTION,3.0,"M,W,F",13:10,,FNA,5062,,0015,0012
,35550,H A,220,,01,INTR IND EXP,1.0,W,17:00,,TODD,130,UMBREIT,0130,0057
Q,35568,H A,258,,01,FUND COOKING,2.0,M,14:00,17,TODD,268N,FRITZ,0016,0010
