listing_id,listing_detail,price,bedrooms,total_baths,full_baths,square_feet,acres,year_built,status,MLS
1660777,"East facing 4th floor unit,1bed/1bath+den.948 SF w/covered balcony@ Insignia's south tower. Walls of
        windows,hardwood floors and luxuries bathroom & kitchen w/high end appliances. Insignia offers the best
        amenities in town, 41st floor sky retreat, w/indoor & outdoor spaces, 7th floor 2 story fitness center
        w/yoga/Pilates &pool/spa that opens to beautiful park above town. 24 hour concierge,car wash,dog run &
        theater. Located at the heart of Seattle,this is Seattle's most sought after building.
    ","$639,000",1,,1,948,—,,Active,1660777
1669661,"This updated 1930s home offers the best of old and new! Living room has original charm of coved
        ceilings & tile fireplace blending seamlessly w/open concept gourmet kitchen and dining room. Perfect for
        everyday living, wonderful for entertaining! Prefer having guests outside for now? There’s a spacious
        patio out back big enough for socially distant dinner parties. Downstairs has a 3rd bedroom, sunny remodeled
        bath, & big family room w/space for home office. Finished laundry has room to exercise.
    ","$849,000",3,,1,"1,940",0.13,,Pending,1669661
1670042,"Spectacular west facing views of Elliott Bay frm this beautifully updated gracious & open 2 bdrm
        hme. Stunng white kitchn w/slab granite cntrtops & pantry. Lovely gas FP for cozy evenings. Awesome cov'd
        deck. Custm built-in's in guest bdrm. Wonderful king size mastersuite w/WIC & 5-piece masterbath w/jetted
        tub. Rare 2-car prkg. Lux amenites & 24 hr concierge. Outstanding loctn - just across from the waterfront,
        steps to PPMkt, dining, shopping & Myrtle Edwards Park! Best value for view living!
    ","$687,898",2,,1,"1,070",—,,Pending,1670042
1671480,"Vibrant & serene west facing big one-bed condo at Ocean View condominiums! Giant covered water
        view patio, dialed chef's kitchen (new SS Kitchen Aid applncs) modern cabinetry, hardware, and custom
        details.Hardwoods throughout the giant living space, gas fireplace & big utility room w/side x side w/d.
        Huge parking & massive storage space, steps to Expedia, Whole Foods, Red Mill, Ballard, Fremont & top of
        Queen Anne. Super strong HOA, no rental cap- an unbelievably rare opportunity, don't miss it!
    ","$332,275",1,,1,608,0.01,,Pending,1671480
1669367,"Charming mid-century home on a large fenced lot surrounded by beautiful NW greenery. This 1961 home
        has many modern features including updated electric furnace, BRAND NEW ROOF with transferrable warranty, &
        heat pump with A/C. Easy flow from inside to out through French doors from dining room to large composite deck,
        plenty of outdoor living space, and more. Short distance to Green Lake, Northgate Mall, hockey center, future
        light rail (2021) & bus lines. Easy commuter access to I-5 and Hwy 99.
    ","$739,000",4,,1,"2,010",0.19,,Pending,1669367
1668998,"Architect designed modern w/thoughtful built-ins, seamless flow to private outdoor entertaining
        space. Kitchen w/stainless, gas cooking, wine rack, pull-out shelves. Live among the trees: Main level
        surrounded by sculpted trees creating a secluded tree-house oasis. Great Rm, full bath & eat-in kitchen on
        main, 3 bedrooms & full bath down. 1st Bedroom with integrated Laundry, 2nd bedroom features custom
        murphy-bed w/closet storage. Owners bedroom w/walk-in closet. Incredible storage + 4 Car Pkg.
    ","$789,000",3,,2,"1,930",0.13,,Pending,1668998
1661070,"New Construction! Thoughtfully designed state of the art home located in one of Seattle’s
        premier neighborhoods. Expansive wall of windows frame panoramic city, sound and mountain views. Floating steel
        staircase with glass railings create open seamless flow, epicurean kitchen with Wolff & Sub-Zero appliances,
        wide plank oak floors, heated deck, sauna, A/C, spacious level yard with irrigation & lighting. Exceptional
        build quality at every turn. Minutes to Magnolia Village and Discovery Park!
    ","$3,500,000",4,,2,"4,500",0.14,,Active,1661070
1670942,"Beacon Hill beautiful crafted, 2019 Built Green Townhome! Only minutes to downtown and easy access
        to 1-5,I-90, Light Rail Station and Seward Park, Starbucks etc.The Clean modern finishes will suite every
        taste.2 light and bright bedrooms, master suite bath and full bathroom.All new stainless high energy efficient
        appliances stay, gas range, stylish fixtures, CAT 5 Cabling. Tankless WH, AC,Simplesafe Security System.
        Assigned off st parking. NO HOA.Definitely the best Value in Seattle!
    ","$484,500",2,,1,"1,170",0.02,,Active,1670942
1670553,"This 3 bedroom, 1.5 bath Georgetown charmer is sure to please with tall ceilings, wood floors, open
        floor plan and original mill work. Recent updates include newer windows, updated bath and new roof. Huge cook’s
        kitchen w/ island, Marmoleum floor, new dishwasher & range. New washer/dryer in main floor laundry. Large
        family rm plus craft rm/workshop on lower level. Private patio & deck for outdoor entertaining. Garage
        currently outfitted as studio. Convenient to all that Georgetown has to offer.
    ","$685,000",3,,1,"2,160",0.09,,Pending,1670553
1669867,"Sweeping unobstructed views of the snd & Olympic Mtns frm this rarely avail high flr NW cornr
        2BR+Den hme! Beautifully renovatd w/stunning wood flrs, gracious & open LR & DR w/walls of glass &
        gas FP. Stunng kitchn, gas cooking, slab granite & ss applcs. Cool view den. Lovely mstste w/WIC &
        5-piece mstbth. Custm Murphy bed in guest bdrm. Luxury amen incl party rm, gym, guest suite, rooftop view deck
        & concierge services. Outstanding loctn - just steps to Amazon, dining, shoppg, Sculp Pk & more!
    ","$1,299,950",2,,1,"1,338",—,,Active,1669867
1667468,"Unobstructable views from all levels! Exceptional city skyline, lake & Cascade Mt vistas. Survey
        180° of boats sailing from UW framed by Mts, across Lake Union to the Space Needle from a big master suite,
        open living/kitchen or private roof-top deck. In impeccable condition, high quality & rarely used.
        Top-of-the-line upgrades throughout (NOT your typical townhome). Large kitchen island & open floor plan is
        perfectly-sized. Covered & secure parking bonus. Excellent location; this one is special.
    ","$1,150,000",2,,2,"1,410",0.02,,Active,1667468
1666467,"Sleek and modern corner townhome is filled with natural light and is quietly tucked off the main road. Lower level guest suite with ¾ bath and access to private patio space. Main level is light and bright with ample windows, fireplace, and gorgeous galley kitchen. Laundry and serene and airy primary suite with vaulted ceilings and full bath are upstairs. Dedicated off-street parking, no HOA, close to Green Lake, shopping, transit, freeways, and Northgate light rail, coming in 2021.","$445,000",2,,1,"1,000",0.02,,Pending,1666467
1667149,"Light filled corner unit with city views including our iconic Space Needle.  Well appointed floorpan invites privacy.    Updates include flooring, stainless kitchen appliance pckg, air conditioning, custom closets and fresh paint.  Fun location, minutes to Sculpture Park, Queen Anne & retail core.  The Ellington is a contemporary building with proactive HOA, crisp ammenities and a strong sense community.  Two secure parking spaces and storage. Pet friendly building.","$685,000",2,,1,905,0.68,,Active,1667149
1667160,"Cute 1-story home in Gatewood that lives larger than its square footage. Relax or entertain in the living room or the kitchen that is open to the dining room. Retreat to the backyard studio - a perfect space for a home office and/or workout/yoga area or art studio. Kitchen has stainless steel appliances, tile backsplash, built-in table. Outside there is a fully-fenced yard, patio and off-street parking. Great location close to Lincoln Park, Westwood Village and bus lines for easy commuting.","$675,000",3,,1,"1,180",0.10,,Active,1667160
1667225,"Beautiful 9840 Square foot lot in sought after location just above Endolyne Joes and the Fauntleroy
        Ferry. Homes across street have views, this would have them from upper levels. Lot is relatively flat and sits
        on the corner of 44th SW and SW Roxbury Place. 4411 SW Roxbury Pl also for sale on an identical 9840 Square foot
        lot. All utilities in street.
    ","$400,000",,,,,0.23,,Pending,1667225
1669860,"Enjoy coffee & the morning sun on the covered deck. Settle in by the cozy gas fireplace for
        movie night. Large windows fill this home with natural light & the open floor plan has a great flow for
        entertaining. With gas range, granite counters & ample storage, the open kitchen has room for multiple
        cooks. The primary bedroom has an en suite bath & the guest room could be a fantastic office! Secure parking
        + storage, easy access to transit & minutes from future Northgate Light Rail. Welcome Home!
    ","$400,000",2,,1,902,0.23,,Active,1669860
1670563,"Welcome home to your beautiful multi-level modern sanctuary w/ backyard. Brilliantly thought out
        design w/ tons of natural light. 5-Star Built Green built with up-cycled & renewable materials accentuating
        energy efficiencies. Hardwoods & polished concrete, Quartz counters, Fir cabinets, Ann Sacks tile, On-demand
        hot H2o, radiant heating. Ventilation System, triple glazed windows, double wall framing & 5kw solar array
        on roof. Decks, garages & fenced yards. Near Columbia City dining & Light Rail.
    ","$835,000",3,,2,"1,600",0.05,,Pending,1670563
1670961,"Dazzling views of Elliott Bay and Olympics from your stately yet modern Queen Anne retreat. Watch
        ferries from bed or by the living rm fire; sip wine by sunset on the peaceful patio. Exquisite studs-out remodel
        with all systems updated (wiring, plumbing, EQ retrofit, central vac). View master, walk-in closet, and
        luxurious bath w/soaking tub and seaglass tile. Chef’s kitchen and elegant living spaces. Huge LL media
        rm/bdrm, office, .75 bath. 1 car gar and lovingly landscaped grounds. A true gem!
    ","$1,575,000",2,,1,"2,570",0.07,,Active,1670961
1660195,"Five Star City View! Breathtaking city, Sound and mountain views from 1737 sq ft Corner unit at
        gorgeous Point Nautica. Elegant floorplan with two ensuite master bedrooms, den/office, formal entry &
        laundry room provides comfortable living. Give your guests the red carpet feel entertaining & dining with
        the centerpiece of the cityscape. Lightly lived in, 2 side-by-side parking spots in the enclosed garage,
        security keyed elevator & nearby Water Taxi makes this one a winner! Aloha from Alki!
    ","$1,200,000",2,,1,"1,737",—,,Active,1660195
1668735,"Freshly updated and well maintained home located in Judkins. The remodeling includes kitchen quartz
        counter top, refinished cabinet doors, updated bathrooms and fresh interior painting with newer carpet and
        appliances. Nicely fenced in back patio with a built in storage space. One uncovered and deeded parking spot
        right next to the house. Close proximity to all major conveniences and easy access to I-90 and I-5. Judkins Park
        located directly across the street with bus line within a block.
    ","$619,950",3,,1,"1,190",0.06,,Active,1668735
1669640,"Excellent 2-br first home on wonderful quiet street a few blocks west of all that Westwood Village
        has to offer. Lovely yard, fenced in back. Enjoy mornings & evenings on deck level with, & directly off,
        the kitchen. Sun streams into dining area too. Live in as-is, or re-do the kitch to gain equity. New carpet,
        interior paint, gutters. 2 very nice, quiet bedrooms. Interior entry into large garage. Sec system. Bsmnt =
        furnace, H2O heater. Easy to Fauntleroy Ferry, Lincoln Park, P-Patch, Westwood.
    ","$389,000",2,,1,770,0.12,,Pending,1669640
1655048,"Located on a desirable, quiet street that will captivate you by its park-like setting & charm.
        Cheery rooms filled with light. Lovingly cared for with many recent updates including refinished hardwood
        floors, double pane windows, new roof, updated bath & kitchen w/new stainless steel appliances, freshly
        painted inside and out. Oversize 2 car detached garage with room for shop activities with added space in the
        loft. Convenient access to highways, shopping, & amenities. Close to parks & schools.
    ","$495,000",2,,—,780,0.12,,Active,1655048
1670105,"The ultimate Belltown top floor condo! Exceedingly rare 2bd/2ba at this price point! Soaring
        ceilings, updated kitchen w/wine refridge. Custom steel open staircase leads to loft bedroom w/ built in closet
        system, laundry & full bath. Plenty of space to work from home in your cool bed/office space partitioned off
        by an Indonesian barn door & adjacent to 2nd full bath. Private deck! Best reserved parking spot in
        building. Gorgeous lobby, exercise rm, business cntr & incredible view rooftop deck.
    ","$475,000",2,,2,641,0.32,,Active,1670105
1665864,"Modern sophistication meets comfort in this Built Green 2018 townhouse. Like-new and located steps
        from Alki Beach. Revel in amazing views of Olympic Mountains & partial Sound. This home features ample work
        and live possibilities, high-end finishes & SS appliances. Outdoor spaces include a grand rooftop deck and
        private patio. Floor-to-ceiling windows, 5-piece Master bath w/ double vanity, walk-in closet, step-in shower
        & freestanding soaker tub. Gas for BBQ, 2 off-street parking spots & no HOA.
    ","$825,000",3,,2,"1,686",0.02,,Pending,1665864
1669191,"Lovely updated Pinehurst home w/rocking chair front porch! Sunny living room w/FP & kitchen
        w/updated cabinets, granite & under cabinet lighting, all w/hardwoods. Main bath w/heated tile floor &
        walk-in shower. Family room w/slate & 1/2 bath. Heat pump, A/C & double windows. French doors to
        ironwood deck & knockout private backyard w/hot tub, fruit trees & garden space. Cellar w/additional
        storage. Quiet setting, yet blocks to bus, shops & restaurants! Min. to future Northgate light rail station
    ","$545,000",2,,—,"1,010",0.18,,Pending,1669191
1669768,"New construction with iconic Seattle view! The Space Needle greets you as you ascend the stairs to
        the expansive great room.
        Whether hosting a large group of friends, or curling up in the window seat with a book, you will feel at home.
        Not to be outdone, the vaulted upper level provides a fantastic rec room complete with wet bar that leads out to
        a massive roof deck overlooking the city and bay! Great location, quick to downtown or work from home in your
        office with a balcony. This is the one!
    ","$2,399,900",5,,3,"4,277",0.09,,Active,1669768
1669205,"Welcome to Hjarta, Ballard's only Silver LEED certifiied concrete & steel building! This
        spacious 2 bedroom is a southwest facing corner unit on the coveted 2nd floor w/oversized patio! Open concept
        living w/ walls of windows floods the unit w/natural light. Well-appointed kitchen, formal dining area &
        spacious living room flow seamlessly to the outdoor space! TWO side by side parking spaces, in unit washer &
        dryer, secure storage, well-managed building, pert friendly- what else can you ask for?
    ","$585,000",2,,1,"1,042",0.92,,Active,1669205
1669557,"New modern 6-home community in Georgetown built by Haberzetle Homes! Slated for 4-Star Built Green
        Cert, the 718 floor plan centers around a sleek kitchen with custom cabinetry, Smart fridge, open concept
        living/dining, and deck. HRV, minisplits, carpet-free interior for superior air quality & comfort. So many
        fine details in this home - live edge countertop in master bath, ceiling fan, barn door, private master balcony
        & rooftop with wet bar and city skyline views. EV ready Common Garage prkg.
    ","$749,999",3,,2,"1,575",0.03,,Pending,1669557
1670926,"Premier NW corner beautifully renovated 2BR+den w/spectacular snd, Olympic Mtns & Space Needle
        views. Only the 17+ flrs have gas FP's. Gorgeous open kitchn w/slab granite cntrtps, ss applcs & eating bar.
        Custom built-in bkshelves, new wide plank oak hdwd flrs thru-out & gorgeous custom blinds. Custom den
        w/built-in desk & cabinetry. King size mstbdrm w/WIC & db vanity mstbth. Lux amen incl party rm, gym,
        outdoor pool, spa, sauna & 270 degree views frm the rooftop garden! Outstanding loctn!
    ","$749,950",2,,1,"1,205",—,,Pending,1670926
1670720,"Incredible Gatewood view home w/ serene westerly views. Exquisite open concept main floor centers on
        the view. Sleek & modern kitchen w/ walk-in pantry, dining, living, full bath & mudroom that leads to
        yard & detached garage. Upstairs are 3 spacious bedrooms, including the owner’s suite w/ smashing view
        of sound, mountains, & islands. Lower level offers bonus room, additional BR & storage. Fully fenced,
        low maintenance backyard oasis. Blocks from Morgan Junction, & an easy transit ride to DT.
    ","$1,097,000",4,,2,"2,180",0.09,,Active,1670720
1669498,"Luxury studio condo. ready move-in condition with great new upgrades.94 walk score.Few blocks from
        Seattle U and Swedish Medical Center. Newly installed laminate floor & bathroom counter. New light fixture,
        toilet, and bathtub in the bathroom. In-unit W/D. Plenty of storage and covered balcony. Parking space &
        storage unit in a secured garage P3 level. Amenities incl. fitness/media rms, business ctn, theater room &
        common outdoor patio area with gas grills. Low HOA's, pets OK & no rental cap!
    ","$355,000",—,,1,562,0.50,,Active,1669498
1667978,"Dazzling city, bay & mtn views! Room to entertain, inside and out! Panoramic rooftop deck, main
        floor Great Room has serious wow factor. Chef's kitchen w/ SubZero, Dacor & Viking appliances. En-suite
        master w/walk-in closet, jetted tub, separate shower. Downstairs with 2 bdrms & perfect MIL potential. 1
        Bdrm Apartment has garnered $1800-2000/mth historically including utilities. Detached 2 car garage w/shop, Low
        maintenance, mature landscaping includes show-stopping Heritage Japanese Maple Tree.
    ","$1,030,000",3,,2,"2,944",0.13,,Active,1667978
1667646,"A soaring view of the city skyline with a hallmark view of the space needle puts an exclamation mark on this custom craftsman townhome. Perfectly tucked into Queen Ann The modern finishes gleam through this sundrenched townhome. A spacious 3 bedrooms 2 full baths open floor plan with gleaming Brazilian cherrywood floors, new carpet, a gourmet kitchen, spa-like baths, tankless hot water, large garage, pristine condition, private patio perfect for BBQ'ing. Walk to shops, restaurants...No HOA Dues!","$898,000",3,,1,"1,350",0.02,,Active,1667646
1667349,"Center of the Universe location where you’re literally across street from Big Howe Park, a stone’s throw to QA Cmty Ctr/Pool, Farmers Mkt, Provisions, Trader Joes, neighborhood Middle School & more. Perched elegantly on corner lot w/SW facing backyard, this stately home exudes incredible beauty thanks to sun kissed spacious & circular floor plan. Fml entry, grand liv rm, newer kitch w/great rm off back deck/yard. 3 Bds + office/2 baths up & giant flex space rec rm on 3rd flr. Gar + off st pkg.","$1,750,000",3,,1,"2,910",0.12,,Pending,1667349
1667334,"Stylish & Updated condo in well run building! Located b/t two desirable neighborhoods resulting in a walk score of  80. Spacious unit w/a beautiful wood burning fireplace & lots of natural light. Updates include: bathrooms, appliances, heat, flooring, lighting, trim & paint.  Add'l features: En-Suite Bth, sunny balcony & secure storage. 2018 exterior remodel w/new roof, siding, deck, windows & sliding door. Assigned Garage Pkg. C line out the front door. Need no more; Easy living starts here!","$420,000",2,,1,"1,084",0.34,,Pending,1667334
1667619,"Welcome to the Junction!4 bed 2.75 bath home is design forward. This modern home is free flowing w/high end finishes & a gorgeous substantial kitchen. Solid quartz counters,white oak floors, along w/custom cabinetry.Great for entertaining!High ceilings lend to oversized windows that allows for tons of natural light. Upstairs 3-bedrooms include a spacious master w/stunning tile work. Mini-splits,spacious 1 car garage &pre-engineered for solar. Fantastic value for new construction in this location","$799,999",4,,2,"1,568",0.04,,Pending,1667619
1668004,"Rare opportunity, excellent value for newer Northwest Contemporary town home w/ over 1725 square
        feet and attached garage. Light, bright, open floor plan w/ oversized windows and big spaces throughout. Within
        steps to all the area cafes, restaurants, shops and parks. Very convenient to transit, downtown and South Lake
        Union. Western exposure, high ceilings and lots of windows offer plenty of natural light. All 3 bedrooms good
        size w/ en-suite or adjacent bath, two on upper level!Modern Finishes.
    ","$719,950",3,,2,"1,730",0.03,,Active,1668004
1669653,"Breathtaking, panoramic views of Elliot Bay, Puget Sound, & the Olympics are only the beginning.
        Meticulously remodeled, with all original charm intact, this stunning, classic home features abundant natural
        light, generous, open-concept living spaces, & high-end fixtures/finishes throughout. Take in the views from
        the oversized ipe deck, relax in the painstakingly landscaped garden, or unwind in the original claw-foot tub.
        All this and more, minutes from shopping, dining, & downtown Seattle!
    ","$1,300,000",4,,—,"2,430",0.09,,Active,1669653
1670641,"Not your average Townhome! EVERY surface & system has been updated- windows, floors, bathrooms,
        kitchen, roof. Central AC added 2020! South West exposure floods home w/ light. Enjoy view deck off main level
        w/ shade awning. 2 bedrooms up, vaulted ceilings in primary suite w/ 3 closets. True 3rd bedroom on lower level
        w/ HUGE closet - room for bed & desk. Extra large 1 car attached garage plus driveway for additional
        parking. Larger lot w/ yard space in the front & raised garden bed off back.
    ","$750,000",3,,2,"1,770",0.05,,Pending,1670641
1670895,"Wonderful 2018 studs-out Craftsman remodel in the heart of Wallingford. All new appliances, systems,
        roof, radiant heat bath floors, smart home features & AC. Main level features kitchen w/ eating bar &
        walk-in pantry, dining area, guest bath, large living room. Master bedroom w/ WIC & 5 piece bathroom. Lower
        level in/c laundry, large rec space w/ wet bar/wine fridge, full bath & additional bedrooms. Off-street
        parking & large backyard patio. Easy access to freeways, parks & amenities.
    ","$1,150,000",4,,2,"2,293",0.09,,Active,1670895
1669618,"Seattle's newest condo development - market pricing & move-in ready. Wallingford 45 is
        conveniently situated in the heart of Wallingford - just minutes from Downtown & UW. Building amenities
        include a beautiful rooftop deck with BBQ and views of Seattle's skyline. Walk score is 96 with fabulous
        restaurants, grocery stores, boutique shops, parks, library & amazing night-life just moments away. Secure
        garage parking available for purchase. Broker friendly! Airbnb ok!
    ","$459,950",1,,1,606,0.01,,Active,1669618
1669404,"Circa 1930’s avant garde home reimagined by renowned Northwest Architect Bob Shields and
        legendary Designer Jean Jungeward is rich in the history of the NW Arts scene. Once owned by Seattle gallery
        icon Don Foster, its design showcases gallery walls and dramatic views of the Seattle skyline, Lake Union and
        the Olympic Mountains. All of the NW Masters have graced these walls. Quintessential NW Style designed around a
        cosmopolitan courtyard garden by noted landscape architect David Poot. Fabulous!
    ","$3,649,000",3,,2,"4,017",0.12,,Active,1669404
1669727,"Luxurious lifestyle at the newest condominium-Nexus!Penthouse 2B/2BD+DEN with spectacular views of
        Mt.Rainier, Cap Hill &more. SE facing open kitchen layout,hardwood floor to ceiling windows,high-tech
        interior features with highest caliber of finish,spa like bathroom with light-up vanity.Residents and guests
        enjoy state-of-the-art spaces programmed to live, work, and play—including private dining facilities,
        co-working spaces,dog lounge and lavish outdoor entertaining areas with 24/7 concierge.
    ","$2,518,800",2,,2,—,—,,Active,1669727
1668624,"2BD/2BA+DEN Water View Townhome-Style Condo on Peaceful NW Queen Anne Street. This 10-unit Boutique
        Building Designed by Acclaimed Architect Roger Newell is in the Perfect Location! Enjoy all the Amenities of QA
        w/ Easy Access to Whole Foods, Golf, Downtown & Minutes to Fremont & Ballard. Featuring Water Views w/
        Large Deck & Lower Level Patio. Remodeled w/ New Fridge, Paint, Blinds, SS Appliances, Granite Counters,
        Stone Shower, Large Custom Cali Closets. 2 Secure Parking Stalls & 3 Storage!
    ","$685,000",2,,2,"1,103",—,,Active,1668624
1665005,"1953 Crown Hill home w/ contemporary updates & vintage details! This 3 bed/1 bath home boasts
        open spaces for ease of living. Features include vintage kitchen, original cabinetry and woodwork, period light
        fixtures, lots of storage, garage, and parking. Home has been meticulously maintained. Updated with gas
        appliances, windows, roof, paint and recent sewer service. Patio, yard, gardens, pond, on quiet street!
    ","$652,000",3,,1,"1,250",0.17,,Pending,1665005
1669291,"Stunning one bedroom ground floor Condo! Spacious 1000+ Sq.Ft. unit with open concept floor plan
        & beautiful bamboo floors throughout. Updated kitchen with granite counter tops & cherry cabinets, plus
        a wet bar! Two sliding patio doors lead you to huge lanai overlooking the impeccably manicured grounds. Two
        covered parking spots & well run HOA. Outdoor pool, cabana & stream! Short walk to shops &
        restaurants. Catch bus on 15th; minutes to future light rail station & an easy commute to downtown!
    ","$299,950",1,,1,"1,091",—,,Active,1669291
1666343,"Whip up a delicious dinner with greens from the garden or pop over to Saffron Grill for yummy
        takeout. Spend the day tinkering in the shop or working from home. Live on a secluded almost 1/3 acre but less
        than a mile to the Northgate Link station (coming 2021). This urban farmhouse has all the best of city and
        country living: great location, beautiful updates, original character, countless charming details and space to
        garden, entertain, play and create! New roof, exterior paint 2016/17.
    ","$670,000",2,,1,"1,490",0.29,,Pending,1666343
1669507,"Fabulous condo in the heart of Eastlake! Sit back and enjoy everything that Lake Union and Eastlake
        have to offer with this corner unit at Lakeside Terrace. Immaculate kitchen with quartz countertops, undermount
        sink, subway tile backsplash and breakfast bar. Two large bedrooms, a remodeled bathroom, storage unit,
        fireplace and amazing Lake Union & downtown views. Just steps to Serafina, Pete's Market, Terry Pettus Park
        and more. Low HOA dues in a very well-run building, you will love it here!
    ","$625,000",2,,1,918,—,,Active,1669507
1669185,"Rich and Remarkable, this architect inspired remodel incorporates the original charm with a dynamic
        re-imagination of light-filled spaces and seamless utility. Stunning kitchen captures the eye and functions as a
        vibrant hub for this Queen Anne home. Private, atrium with oversized skylights and industrial chic lighting
        bring the interior and exterior together with flair. Cul-de-sac for privacy & play. Your reprieve awaits.
    ","$1,040,000",3,,1,"1,370",0.08,,Active,1669185
1670615,"Welcome home to this Peaceful, Spacious & Bright 2 story loft Condo. This home features a
        private entry, vaulted ceilings, great kitchen, master in the loft w/ skylight, full bathroom, in unit laundry.
        One car parking w/ storage in a secure garage. This home is close to may wonderful restaurant's, shops, cafe's
        & parks. Stroll into Wallingford or enjoy Greenlake. This growing neighborhood has so much to offer. Easy
        access to Seattle. Low HOA dues. Peekaboo view of Seattle from the street.
    ","$405,000",1,,1,643,—,,Active,1670615
1670830,"Welcome to this new construction, 4 Star Built Green townhome by Peeler Construction with stylish
        modern design and numerous upgrades throughout. With 1958 sqft of living space, 3 bedrooms and 2 baths, hardwood
        floors, spacious living & dining room + beautiful kitchen w/quality appliances, large master suite, you will
        love this home! Enjoy entertaining on the large rooftop deck w/beautiful views, gas hook up for bbq & water
        for gardening. Prewired for electric car charging. Truly A Must See!
    ","$899,950",3,,2,"1,958",0.06,,Pending,1670830
1666518,"Privately situated on a quiet hillside this extraordinary view home was designed by Paul Thiry &
        later renovated with a stately ballroom addition. Enjoy a gourmet kitchen that opens onto a view deck perfect
        for entertaining. Complete remodel w/ smart home upgrades. Notable front stairs lead to unparalleled views of Lk
        WA, Mt Rainier & Cascades. Motorized tram next to stairs carries items to house, improve on it or build a
        driveway. Studio apt unit above 3 car garage is perfect for a home office!
    ","$2,850,000",5,,1,"4,120",0.31,,Pending,1666518
1668809,"Perched atop Beacon Hill, classic 1940 home enjoys a great location w/a view of Elliott Bay. You'll
        find enchanting details: coved ceilings, custom built-in cabinets & full-length windows. French doors to
        view deck w/a cozy brick fireplace. Kitchen includes a bay window banquette, to enjoy city views. Plenty of
        space for your ideas w/three bedrooms on the main plus a huge lower level w/fireplace & lots of storage
        space. Just minutes to dining, shopping, parks, I-5 w/great bike & transit access!
    ","$525,000",3,,2,"1,530",0.13,,Pending,1668809
1669853,"Cuties like this don't come up often. This charming cottage sits proudly on a classic Seattle
        street, ready for its' new homeowner. Flooded with light, open floor plan, large bedroom, hardwood floors &
        a 10 foot wall of closet space provides tons of storage. Washer/dryer & storage closet in utility room leads
        to nice sized full bath. Large kitchen, A/C, mini split, garage w/extra storage on this private, level &
        fenced back yard with mature landscaping makes this property the whole package.
    ","$565,000",1,,1,750,0.09,,Pending,1669853
1667187,"Beautifully appointed w/luxury details at every turn, this Fremont modern jewel is stunning! Thoughtful design & function not seen in today’s cookie-cutter construction. Builder/owner upgrades make this home better than new! Green, modern & efficient w/spaces for work, play & relaxation. High-end appliances + a centerpiece island = a chef’s/entertainer’s dream. Owner suite w/spa bath & custom closet. Spacious garage for your SUV & gear. 3 private decks. Panoramic views+ endless amenities nearby.","$965,000",3,,2,"1,500",0.03,,Pending,1667187
1667569,"Impeccable Luxury Belltown Condo. Southern exposure, 8th floor corner unit with amazing city views and peek-a-boo Puget Sound view. Best floor plan-2 bedroom, 2 bath, private patio facing city & Elliot Bay. Views from nearly every room. Updated kitchen & master bath. Resort-like amenities with pool, sauna, gym, and roof top decks. Perfect quarantine location with concierge and HOA community policies. Secure parking, concierge entry, on-site storage unit. Central air, hot water. Great walk score.","$595,000",2,,2,907,0.59,,Pending,1667569
1666819,"Warm and inviting 1930's Broadview classic.  White-washed brick, period detail, and contemporary updates welcome you home.  Expansive windows throughout create light-filled rooms w/views to beautifully landscaped, private gardens.  Hardwood floors, built-ins, updated kitchen and baths.  Spacious bedrooms, master w/large walk-in closet, peek-a-boo sound and mountain view.  Multiple gathering spaces inside and out - perfect for entertaining.  Versatile lower level and sunroom.  Oversized garage.","$949,000",3,,1,"2,540",0.19,,Active,1666819
1666919,"Adorable affordable gem! Tastefully updated top-floor unit w/artistic vibe! Chef's kitchen, wood floors & designer colors. Spacious living & dining rooms open to private balcony w/territorial views.  Lg bedroom w/huge closet & cheery full bath. Fabulous location-across from Magnuson Pk, Burke-Gilman Trail & easy commute to U-Village, UW, Children's Hospital & more. Recently remodeled clubhouse w/game room, hot-tub/sauna & outdoor pool anxiously awaits revival of social gatherings. 1 car parking","$279,000",1,,1,624,—,,Active,1666919
1667573,"Step back in time with this wonderful 1915 Craftsman in Pigeon Point! Light and bright throughout with western exposure, this classic home is ready for your personal touch. Set up off the street, the delightful covered porch is the perfect spot to enjoy your morning coffee. Three bedrooms + den, a bath on each level, large kitchen, mud room and a truly incredible yard that backs to a greenbelt for maximum privacy. Located on a quiet street with period details throughout, you will love this home!","$650,000",3,,1,"2,280",0.18,,Pending,1667573
1667208,"Great Location! Close to Lake Washington, Twin Ponds and Northacres Park. Walking distance to many neighborhood restaurants/shops and an easy commute to UW. This house features a wood-burning fireplace, lager living room, dining room, front patio area as well as a rear deck and a versatile back yard. If you're a golfer, it's also very close to Jackson Park Golf Course. Attached garage converted to a 1 bedroom w/.75 bathroom. Great in-city opportunity for the first time home buyer or investor.","$579,999",3,,1,940,0.17,,Active,1667208
1669843,"View vistas & grape vines set the scene while the beautifully landscaped gardens & stone
        pathways wrap around the corner lot, to surround this striking stone structure. The lake and mountain views pour
        in from three different directions, which keeps your attention captivated. Grand formal rooms with a traditional
        flair are juxtaposed with the customized, modern kitchen and bathrooms, creating an exciting combination. Here
        are all the rooms you need, without the extra space you don't.
    ","$2,195,000",3,,1,"2,788",0.11,,Active,1669843
