house_id,overview
43695222,"BEAUTIFUL EAGLE HARBOR home just across the street from the ninth hole of the golf course, within walking distance of Eagle Harbor Clubhouse (Talon's), golf course, Fleming Island Elementary, soccer fields, tennis courts, basketball courts, docks, walking paths, community pools with splash park,   Split bedroom floor plan, 4 bed/3 full bath, carpeted bedrooms, vinyl flooring throughout living area.  Roof is 2 years old with energy efficient storm rated shingles with weather mat over entire roof,  and solar powered fan/vent in attic.  Energy efficient Air conditioner new since 2014.  Granite countertops in kitchen opens to breakfast area and living room.   Huge walk-in pantry. Screened lanai leads to private, fenced backyard.   Don't miss this one!Read more"
19556933,"NEW LOOK!  NEW PRICE! Significant 30k price reduction!!! 1 car garage...vaulted ceilings...inside laundry...wood burning fireplace....air conditioning ......outside patio....This upstairs unit with 876 sq. ft, 2 bedrooms and 2 bathrooms, vaulted ceilings, formal living room with wood burning fireplace, open dining and kitchen area with loads of natural light!  The unit is super clean and ready to move in with A/C, bamboo wood floors, new baseboards and paint, new range, microwave & dishwasher, recessed lighting, bathroom fixtures and inside laundry.  The home also has a small balcony and 1 car garage with plenty of guest parking close by.  Super location for easy freeway, train and commute location.  In the heart of Santa Clara sits this small development called Washington Square sitting off the street and back in the complex for maximum privacy.Read more"
19557393,"One bedroom, one bathroom apartment, +/- 653 SF, located in the heart of Santa Clara. Updated kitchen with new appliances opens to a living room/ dining area.  Hardwood flooring in the living room and bedroom.  The unit is air conditioned.  The well maintained and secure 1700 Civic Center has on-site laundry facilities, secure parking, swimming pool and community center.Read more"
7505448,"Investors Property Opportunity!! House has not been finish but it has permits for 3 beds and 2 bath. No HOA. Easy access  to the freeway I.10, restaurants and schools.Read more"
246025291,"Dream Finders Models are Open! **Sample Photos**  Anticipated Completion Feb 2021...  This Vilano Floor plan ''E'' features a Coastal Style Elevation w/front porch and 2 car garage. An amazing gourmet kitchen overlooks the spacious family room making for a great place to come togther at the end of the day. The large covered patio is accessible from the family room and lends itself to the wonderful indorr/outdoor lifestyle. What really makes this home unique is the fabulous loft which overlooks the foyer and it's 18' tall ceiling In one of Jacksonville's most successful developments, Eagle Harbor. There is no need for residents to travel far, as The Reserve is conveniently located just minutes away from a library, movie theater, restaurants, shopping, the Eagle Harbor amenity center and mRead more"
284859871,"A newly updated interior awaits in this perfectly located home minutes away from downtown Phoenix!  New cabinets, doors, windows, floor and bathroom!  Large lot with plenty of space for landscape potential.  Don't miss out on this great home!Read more"
70465543,"Rarely-available, extra-large one bedroom penthouse unit in hot Ukrainian Village/West Town. This exceptional dream home features breathtaking stunning city and tree top views from your private balcony off the living room. Spacious, open concept floorplan with beautiful hardwood floors, gas fireplace, high ceilings. Modern kitchen with stainless steel appliances, oversized peninsula with granite countertops, under mount sink and plenty of space for a large dining table. The master bedroom suite is your private oasis with a huge walk-in closet. Bath features a tub with shower and subway tiled surround. In-unit washer/dryer. Central AC/heat. This boutique building is professionally managed with an elevator and secured entry, dog run and indoor bike racks. Included in the price is one heated garage space and one large, full height, storage locker. Close to Western Avenue Metra stop, Smith Park, Marianos, Starbucks, Restaurants, Randolph Street entertainment and easy access to 90-94. Level 1+ Mitchell Elementary School District. Nothing to do but move in and enjoy this home.Read more"
26951537,"Beautiful open and spacious home. Recently updated and well kept. Kitchen is roomy and open with granite counter tops and custom  cabinetry. Large master bedroom includes sitting area used as office or nursery with own closet. Large walk in closet. Roomy Master Bath has his and her vanities and granite countertops. Separate full-size utility room. Smart home features, Nest thermostat, Ring doorbell, and more. Full size 2 car garage with openers. Private backyard has a cozy covered porch area that borders Maridoe Golf Club, with no back yard neighbors. New Roof 2017. Walking distance to Country Place Elementary. Great location minutes from major thoroughfares and entertainment.Read more"
7519505,"This 1140 square foot single family home has 3 bedrooms and 1.0 bathrooms. This home is located at 2035 W Virginia Ave, Phoenix, AZ 85009.Read more"
448457,"This exquisite corner unit is ideally located in the back of the building.  A spacious one bedroom it has serene views, plenty of closet space, gleaming hardwood floors, and a window in the kitchen which is such a pleasure for those who love to cook.  The  unit is ideal for a first-time buyer or as a pied-a-terre for visiting grandparents.  The condo fee includes all utilities.
The building has a 24-hour desk,  on site manager,  and custodial service.   There is a well-equipped fitness room and a large,  comfortable, sunny roof deck with amazing views.   The building 's location makes it perfect for all ages.  The neighborhood library and schools are all easy  walking distance as is the Safeway, Whole Foods, and the Friendship Metro.  Bus service is at the corner.  Open House Sunday 10/4/  1-3:30Read more"
29334463,"Come and enjoy the outstanding resort lifestyle associated with The Ridge at Barton Creek!  This stunning custom home offers panoramic Hill Country, Resort and Golf Course views backing to expansive greenbelt. Private negative edge pool, gourmet kitchen, study, game/hobby room off the kitchen.  Private entrance to Garage apartment offering  living, kitchen, bedroom and full bath.  2 car plus golf cart garage, storage galore, stone floors and cherry hardwoods, mahogany doors.  Second game room or large view 4th bedroom up.  The Ridge is a private fully fenced and gated enclave of luxury homes featuring direct golf cart access to the facilities of the Omni Resort, spa, golf and Barton Creek Country Club.Read more"
29331269,"Gorgeous Santa Barbara-style home on a large private lot in gated Barton Creek community. Featuring courtyard pool & outdoor living area, this newly remodeled home is ideal for entertaining both indoors and out. Large main living surrounded by windows opens to courtyard and rear covered terrace. Light & bright kitchen is appointed with stainless appliances. Expansive Primary Suite features vaulted ceiling, private entrance to terrace, double vanities, separate shower & connected gym room. 3 bedrooms and game/media room on main level, 2 beds on the second level w/ access to flat yard. Outdoor pool bar with shower. Gated 4 Car Garage!Read more"
29334477,"Located on a cul-de-sac, this lovely home with hill country views, is located in one of the few Barton Creek neighborhoods offering golf cart access to the Barton Creek Country Club. Main level PrimarySuite w/private patio.Spa-like Bathroom has soaking tub, separate shower, his & her closets w/ample storage & discreet stair access to a private owner's study, exercise area,covered patio to take in the breathtaking scenery.2nd level w/large living area & spacious patio and 3 bedrooms/2 bathrooms.Restrictions: Yes  Sprinkler Sys:YesRead more"
459564,"*Lafayette ES, Deal MS and Wilson HS district!* Rarely-available 3-bed, 3.5-bath townhome with over 3100 sq ft in idyllic Chatsworth: a quiet enclave of townhomes across from Rock Creek Park! Gorgeous hardwood floors throughout. Stunning light-filled great room with 2-story ceiling is the centerpiece of this home. Relax by the cozy wood-burning fireplace or enjoy the serene tree-lined views from the balcony. Bright and airy kitchen with white cabinets, gleaming granite countertops, stainless steel appliances, french-door refrigerator, and eat-in breakfast peninsula. Kitchen opens to large formal dining room with overlook views of great room. Spacious lower-level family room boasts beautiful wood built-ins, renovated full bath, and access to fully-fenced outdoor patio with slate tiles, perfect for a BBQ or evening drink in your own private oasis! Owner's Suite offers ample closet space, spa-like bath with dual-sink vanity and tiled stand-up shower, plus peaceful views of wooded area. Two additional bedrooms and full bath complete the upper level. One-car garage and driveway plus plenty of visitor parking throughout. Unbeatable location is just steps to Rock Creek Park and easy access to downtown DC, White House, Capitol Hill, Friendship Heights, Bethesda, Chevy Chase, and more.Read more"
95632851,"Modern, loft-style town home in prime WeHo.  The expansive ceiling height enhances the open flow of this corner unit (only 1 common wall), the largest in the building.  Filled with top of the line surfaces and fixtures, this is the best unit in the complex. Designer kitchen opens to the sunlit dining and living w/ direct access to the sun deck, spa, and additional balcony with room for a barbecue. Gallery walls, exposed steel beams, and massive Fleetwood windows and sliding doors refine the interior.  The loft has a custom bar and built in temp. controlled 150 wine bottle unit, while the master suite is one of 2 en suite beds located on the upper levels, each with oversized walk-in closets. Top floor has private balcony with stunning city views. The unit comes with 2 tandem parking spaces (23/24), extra storage located in the garage, guest parking, all on a fantastic tree-lined street close to the many other shops, eateries and entertainment venues that West Hollywood has to offer.Read more"
20788058,"This 2853 square foot single family home has 4 bedrooms and 3.0 bathrooms. This home is located at 953 N Edinburgh Ave, Los Angeles, CA 90046.Read more"
3592202,"Stop by and make this your new home! This home is just as special and unique. Gorgeous inside and out. Spacious kitchen with plenty of cabinets, granite counter tub and stainless steel appliances. Very comfortable 3 bedrooms. Hardwood floors through out the house. NEWER WASHER/DRYER. Unfinished attic ready for expansion that could feature 2 additional bedrooms and a bathroom. Heated 2 car garage and ). Tons of updates - new roof, gutters and siding on the second floor.  Fenced oversized yard with a storage shed, with vegetables and young fruit trees (apple, plum and pear). Conveniently located and very close to  schools - elementary and middle school. Metra station and entrance to I-294 are within a few miles. Ice Arena and swimming pool within a walking distance.Read more"
121066995,"An Investor's Must See!!! Top floor, South facing, open concept 2 bedroom 2 bath. Master bedroom en-suite with walk in closet. In unit laundry, 1 car garage with side storage space and additional private storage room included in price. Steps to downtown, West Loop restaurants and shopping. New L stop soon to come, quick access to 290, blocks from United Center, close to the medical district and much more!Read more"
81921171,"MODERN Condominium in Downtown Madison! This condo offers 2 separate living room areas, covered balcony with gas grill to enjoy grilling year round! A kitchen for the INDEPENDENT chef, pantry, updated bathrooms with walk-in showers, oodles  of closets, and plenty of natural light throughout!  Tandum parking( Space #40) large enough for 2 cars with 9x12 storage unit (space #S210) next to parking. **Tax assessment for Parking $25,000 Storage $10,000**  Both included in listing price.Read more"
87724167,"Top floor 2 bed 2 bath condo with interior stairs to rooftop and skyline views just waiting to be finished out to your liking! 1 secured exterior parking spot included in the price. This unit spared no expense on windows. You'll have the option for natural light throughout. Living room with treetop views from the Juliette balcony and a 7.1 hardwired surround speaker system. Kitchen with ample storage, granite counters, stainless steel appliances, wine fridge, backsplash, under-mount sink, a window above the sink, under cabinet lighting, and an island. Owner's suite with dual vanity in the bath and an additional new deck off the back. Newly finished oak hardwood floors throughout. Freshly painted. Aprilaire Humidifier on HVAC. Newer water heater. Newer stackable in-unit washer/dryer. Additional storage closet in the basement. Healthy well run association. Terrific location. Close proximity to loads of public transit options including the planned Green Line Damen stop (currently scheduled to be completed in 2021). United center, Pete's Fresh Market, Metric Coffee, Union Park all part of your new neighborhood!Read more"
29333052,"Exquisite Classical Mediterranean masterpiece, with panoramic views of the Barton Creel Resort and Fazio Foothills Golf Course. Beautiful design including domes, barrel vault, sculptured stair railings, 2 slab marble staircase and Mariner Chandeliers. Patterned marble tile, tile and wood floors. Gorgeous pool and jacuzzi. Private courtyard and fountains. Sq ft larger than TCAD.
Sally Daneshjou /Owner also real estate broker Daneshjou Properties Inc.Read more"
19594537,"Newly finished home masterfully rebuilt with all the designer touches crafted around an open floor plan with no halls, no wasted space, just one large open entertaining area and 4 bedrooms including new Master Suite addition with 10ft ceilings.  Solid stone surfaces, over sized center island with breakfast bar, custom white shaker cabinets, all stainless appliances, motion sensing kitchen faucet, recessed LED lighting, custom laminate flooring, dramatic crown molding, craftsman style window and door molding, A solid STEEL entry door punctuate the attention to detail in the grand kitchen/living area.  It's all NEW including  electrical, plumbing, insulation, roof, dual pane windows, stucco, forced air heating & AC, tankless water heater, roof, foundation retrofit/seismic bracing, huge 2.5 car garage, Italian Slate stamped/sealed concrete driveway & rear entertaining area.  Minutes to Apple and all Tech Employers, 10 mins to Santana Row/Valley Fair, this is the good life!Read more"
448535,"Located in the Chevy Chase area of NW. Light filled spacious upper floor unit with gourmet kitchen, GARAGE parking, hardwood floors, plenty of closet space and flexible floor plan. The building amenities includes new rood deck, gym, party room and 24 front desk. Only a short walk to Safeway, Avalon Theater, Friendship Heights Metro.Read more"
2078389959,"Lot 8 Pasilla: Cayena -a new community of modern homes off Southwest Pkwy. The Pasilla floorplan includes high ceilings, hardwood floors, tile & stainless appliances. This 3 story modern city home is equipped with covered patios on each level, an attached 2 car garage, and large casement windows providing lots of natural light. Cayena is just minutes to downtown Austin, airport & hill country. Short walk to the new Lantana Place - Movie House & Eatery, Perry's Steakhouse, Salons, Markets & More! Sprinkler Sys:YesRead more"
306645920,"This Spec home is currently under construction, available Summer, 2021. Heyl Homes launches their newest Furnished Model Home located at 5017 Peralta Lane!! Tour this home and other properties that Heyl Homes has to offer in Amarra Phase II & III of Barton Creek. The model home is open Monday-Sunday 10am-5pm.Read more"
26860844,"Excellent Location !! Huge Lot. Perfect for entertaining guest and family. Has a deck on the back yard. Chicken Coops and Horse Stables !! Seller will make no repairs, sold as is. Buyer agent and buyer to verify all information.Read more"
61962938,"Incredible opportunity and value in this top floor 2 bed plus loft/3rd bedroom, 3 bathroom unit with roof top deck. Awesome 20+ foot ceilings open up to loft with bathroom and direct access to south-facing roof top deck. Wide open floor plan with plenty of space for separate dining space and kitchen bar stools En suite bedroom includes private bath, walk-in closet and another deck space. New cosmetic refresh includes paint top to bottom including 20+ foot ceilings and cabinets. All new LED lighting throughout, black hardware in kitchen and doors. Totally move in ready!! Very well-run HOA, recent roof work and block fully sealed 2019. Fresh landscaping, new common stair case carpet, paint, and lighting. Garage parking and storage closet included.Read more"
20797583,"Think of the possibilities... to be able to reimagine this 1 bedroom Hollywood Hills Cottage off the famed Laurel Canyon. Add a bedroom and bath, do a total remodel, or a rebuild as there is ample land to be used with a good sized side yard and a bit of a backyard next to a rear hillside. Newer roof and painted exterior a few years ago. Good bones, just needs someone creative to make it a perfect pied de terre, or create something brand new.Read more"
19607696,"This 1554 square foot single family home has 3 bedrooms and 2.0 bathrooms. This home is located at 221 Tyler Ave, Santa Clara, CA 95050.Read more"
158778443,"Beautiful single family home in Near West Side/West Loop.  This classic 3bed/2.5 bath row home has been meticulously maintained over the years.  New windows, new and refinished flooring, tuck pointing, new roof coating, updated plumbing and electrical, new Therma Tru front doors and much more!  First floor boasts grand foyer and staircase, classic vintage parlor style front room with original parlor doors.  Space for separate dining area off the kitchen, huge office (perfect for working from home), as well as a library/second sitting room with an adjacent half bath.  Extra wide hallway and spacious bedrooms upstairs including two full bathrooms.  Unfinished basement allows for plenty of opportunity to gain additional living space or has potential for an in-law suite with a separate entrance!  Rounding out this amazing home is the lush backyard garden which you can enjoy from either of the two large back decks.  Bring your buyers, this won't last long!Read more"
27290268,"Wonderful home in great location.  Spacious 3 bed, 2 bath home with 2 living and 2 dining areas.  Open floor plan with high ceilings.  Conveniently located near shopping and restaurants with easy access to major highways.  Repairs and updates performed in 2019 include roof replacement, foundation repair, fresh paint throughout interior and all flooring replaced.  This one won't last long.Read more"
458486,"Huge, 2 Bedroom Basement Apartment with Unlimited Off Street Parking, Bright,High Ceilings, Spacious Floor Plan, Full Kitchen, Washer/Dryer, Includes All Utilities, Cable TV, Wireless Internet.

Includes all Utilities, Cable TV, Wireless InternetRead more"
36744362,"BACK ON MARKET FOR BACK UP OFFERS! SUBJECT TO RELEASE OF CURRENT CONTRACT IF NOT SETTLED BY 10/14/20! Home Sweet Home! Cozy rambler situated with on almost half an acre.  Spacious.... open kitchen with island & breakfast nook, living room, large family room with double fans and access to deck.  Entertaining will be a breeze whether it's inside, on the large deck, or backyard. Backyard is open, level, and fully fenced. Backs to trees allowing for privacy. Home has been freshly painted...and is move in ready!  No HOA! A short drive to shopping, dining, theaters, restaurants and more! Better hurry....this one won't last long! PLEASE READ AGENT REMARKS!Read more"
55396371,"Showings start 10/3-VRP $565,000-639,000. Located in the heart of the desirable Tenney Laphan neighborhood, a half block to Tenney Park and Lake Mendota. This 4 bedroom, 2 1/2 bath is turn key, move in ready and has been meticulously maintained. Large addition in 2010. Seller spared no expense to maintain the classic Prairie/Craftsman style home. Red oak trim, oak hardwood floors throughout. Quarter sawn oak cabinets and quartz countertops in the oversized gourmet kitchen. Butlers pantry includes main level laundry area.  Custom touches abound such as central vacuum, laundry chute and built-in cabinets.  One car garage with an off street parking slab behind the house that can double as a patio!  Close proximity to the best Madison has to offer; bike trails, festivals, lakes, and much more!Read more"
27263280,"Come see this cute 3-2-2 located close to George Bush and Hwy 35. Master suite has a sitting area or office space and a large walk in closet. Updates include Oiled bronze plumbing and light fixtures, appliances, flooring, fresh paint inside and out and lots more. Enjoy a great backyard with a big patio for entertaining.Read more"
55397047,"Affordable all brick ranch in Downtown Madison! Priced for condition, will need TLC and updating; but what a great location! Three bedrooms, wooden floors, screen porch, decent sized back yard. No garage or driveway, but plenty of street parking available. Walking distance to numerous local bars & restaurants, newer hot water heater and boiler. Great opportunity to stop paying rent and own your own home in Downtown Madison! Property sold as-is.Read more"
15181623,"Stunning 3-level residence featuring 4 bedrooms, 3 bathrooms, open and dramatic living spaces. On the expansive main level the kitchen, dining room, living room, and deck flow together to create gathering areas for casual daily living and formal entertaining. Kitchen and dining room skylights infuse the space with light. Classic architectural elements - parquet floors, vaulted ceilings, and a fireplace add elegance and character. From the living room step out to the deck and enjoy sweeping City views plus the mature garden below. 2 bedrooms and 1 bathroom complete this level. The generous primary suite with 2 walk-in closets, and extraordinary views provides a peaceful retreat. The lower level houses a family room with garden access, handsome built-in storage, a wet bar, and 1 additional bedroom and bathroom. Perfectly situated across from Douglass Playground & Dog Park. This special Noe home presents an opportunity to surround yourself with urban sophistication in a serene environmentRead more"
17112626,"Beautifully upgraded home, move-in ready! This home features all new luxury vinyl flooring throughout. Gorgeous kitchen with brand new cabinets, quartz counters,  and stainless steel appliances. Freshly painted inside and out! Enclosed patio room off the living room for relaxing. Large private yard to make your own! Hurry this home won't last long!Read more"
19599402,"OPEN BY APPT. -- Beautiful expanded home on one of the best streets in the sought-after Northgate Neighborhood facing east.  Most of these homes are 3BR, 2BA, 1,340 Sqft.  This home was expanded by the current owner (with permits) to 1,654 sqft. giving it an expansive family room leading to the entertainment friendly backyard and allowing for an enlarged spacious master bath.  Seller owned solar, zero electric bill for home and car. Private office with door off family room, perfect for work at home. Own in one of the best neighborhoods in Santa Clara. Centrally located to Apple Park, New Google Campus, Santana Row, Major employers. 8-acre public park with pool, tennis and basketball, only a few minutes away without driving.Read more"
7506397,"A large new built home has 4 bedroom and 2.5 bathrooms with stainless appliances, Quartz counters, open concept,large kitchen island,pantry,ceilings,upgrade window coverings,Vinyl plank flooring,walk in closet and double sinks in master bedroom. Garage has 16 x 8 ft. door.Whirlpool   Dish washer, Microwave and Range will install  before close of escrow.Read more"
2077871631,"Schiller Park! Beautifully updated 2 bedroom condo located near O'Hare. This units offers an open living room and kitchen area with ceramic tile floors. All stainless steel appliances including a dishwasher and built in microwave. Large kitchen island with granite countertops, undermount sink and plenty of counter space. Updated bathroom with jacuzzi tub and ceramic tile floor. 2 nice sized bedrooms with custom built in closets and drawers. In unit laundry and 2 parking spaces included along with 2 storage units. One of the storage closets is conveniently located in the front hallway outside of the unit. Building offers a pool and workout facility. Close to all transportation, shopping and entertainment.Read more"
20802252,"Perched above Sunset Blvd. in the heart of Mount Olympus is a 3 bed, 3 bath, 2,720 sq. foot home situated on the lot of your dreams!  Perfect for an investor, developer or end user, the home is ripe for a renovation or addition. With 157 ft. of frontage, the massive two parcel lot offers unlimited potential. Open the doors to a bright and spacious living room with high ceilings providing easy access to the dining/kitchen area, as well as the expansive backyard via elegant French doors. Retreat upstairs to a spacious master suite featuring a fireplace, large en suite bath with sauna and generous his and her closets. Imagine the possibilities to transform this space located on one of the most unique lots in the neighborhood having two parcels. Mount Olympus is an ideal location, offering a level of security, privacy and access that is unparalleled.Read more"
26817089,"Vey well maintained property, just 10 minutes from downtown. Home has a huge backyard! Big driveway for big vehicles. New roof, carpet, flooring, interior and exterior paint. Transferrable lifetime foundation warranty. Lots of potential for expansion. Come see this home before its gone!Read more"
20802736,"Highly upgrade gated single story pool home with lots of privacy on a large mostly flat lot. 3 bedrooms and 3 bathrooms in additional to a large living and family room/den adjacent to a formal dining and office / studio. Desirable features including heated bathroom floors, Miele appliances, black faced sub zero refrigerator / wine cooler, hardwood floors, raised beam ceilings, 3 fireplaces, and generously sized windows perfect for enjoying the valley views and a large patio area. Huge private backyard with heated pool with spa and a large flat grassy area with mature landscaping. 2 car garage in addition to a secured courtyard parking for up to 10 cars. *** Short term lease considered ***Read more"
20690665,"Home Sweet Home. Come see the potential of this great corner lot. Wonderful opportunity for developers. Intersect with two cul-de-suc streets. Must see to appreciate! Airy and bright. There are green belt hilly views from the master Bedroom and Breakfast area. A Gem in the rough yet the house inside is livable. There is a 400 sq. ft. basement, with windows and 3./4 bathroom with its own entrance.  Fruit trees, and passion fruits vine surrounding the house. 5 car ports, Quiet area yet minutes from shopping, downtown and South Pasadena. House can be delivered furnished for additional cost.Read more"
125235199,"Modern design. Great investment property. Great location. Easy access to 35, George Bush and 121.Read more"
19599061,"COME HOME to your classic ranch retreat! Half a block from the neighborhood organic market in the middle of beautiful Santa Clara, you'll benefit from quality Santa Clara schools.  You'll have more avocados than you can ever eat from the huge tree in the cool newly landscaped backyard. The ample lot provides opportunities for expansion of the home.  Newly refinished red oak floors original from the 1940s await your arrival.   As well,  this home boasts a new kitchen floor, newly painted lath and plaster walls. The original heating system was updated to a forced air system.  As well, the electrical service panel was updated.  Dual pane windows have been installed throughout except in two locations of the home's living space.  This is one of the last homes in the Old Mission Tract to retain its octagonal guest closet window in the entry. The new landscaping was installed with automatic sprinklers.  Washer and dryer in the garage are included. Termite and roof reports are provided. Lot and living area size and year constructed are from public record: buyers to verify these and all representations.  Buyer to verify schools in the listing. Room for RV parking on right side of home with wide double gate admitting entry to back yard.Read more"
110717469,"Welcome home to your completely updated colonial in desirable Ravenswood neighborhood. This entire home will captivate you with it's character and updated style while maintaining its original charm. Rich stained hardwood floors, original crown molding and beautiful white trim throughout.  Modern KIT features white cabinets, subway tile backsplash and gleaming porcelain tile flooring. Attention to detail is evident within the 2 remodeled baths. Plenty of space to relax with a finished rec-room,  3-season porch or in the private back yard with a new brick patio and cedar fence. Newer plumbing, electrical, siding, roof and more. See full list of updates!Read more"
3591619,"This 1000 square foot single family home has 3 bedrooms and 1.0 bathrooms. This home is located at 9844 Montrose Ave, Schiller Park, IL 60176.Read more"
61122245,"STUNNING! This Capitol Point beauty is a MUST SEE! Tastefully and artistically transformed. Chef's kitchen with induction cook-top, new refrigerator, dishwasher, wine refrigerator, cabinetry, counters, built-ins, reconfigured floor plan, new flooring, light and bright, huge windows, new blinds, new heat pump system and so many wonderful extras! Association fee also includes water, sewer, greatly discounted internet and cable. Fabulous downtown location...a block off the Square. Professionally managed well run Association.Read more"
26816793,"Perfect starter home in an established neighborhood! This 2 bedroom 1 bath is ready for a new owner to move right in! Large windows in the living room offers plenty of natural light for family gatherings. Step into the kitchen where you'll find granite countertops, double sink and an abundance of cabinets for storage. Updated bathroom and fixtures. Large bedrooms with ample closet space. Enjoy the large fenced in backyard that would be great for entertaining. Extending driveway offers plenty of extra space for parking.  A must see!Read more"
83239335,"Showing start 8/21 at 12pm. This character filled top floor corner unit in The Colony has it all. Meticulously maintained 2 bedrooms + 2 baths sunny unit has an open floor plan with hardwood floors, brick walls and cozy gas burning fireplace. Kitchen offers granite countertops, stainless steel appliances, gas range, new microwave and tiled backsplash. Master bedroom ensuite has large walk-in closet and walk-in shower. Private terrace has Capitol view. In-unit washer and dryer, storage unit located on same floor as unit and 1 heated attached parking space. Parking #28, Storage #920Read more"
17044002,"Updated single-story home in Lemon Grove! ***Bright and open living area with vaulted ceilings, handsome fireplace, and a large window seat. ***Modern kitchen with newer stainless steel appliances, large breakfast bar, and tons of cabinet and countertop space. ***Spacious dining area with a large glass slider leading to the backyard. ***Serene Master bedroom with a large closet and ensuite bathroom. ***Relax and soak in the beautiful sunsets in the private backyard with two decks, retaining wall, and mature fruit trees. ***Detached 2-car garage and RV space including 40 amp power, water hook-up, and cleanout. ***Great, central location! Walk to the local schools, restaurants, stores, and brewery.Read more"
36721173,"BEAUTIFUL SPLIT LEVEL IN BRIARWOOD, BOAST  5 TOTAL BEDROOMS, AND 3 FULL BATHROOMS, RECENTLY REMODELED GOURMET KITCHEN WITH STAINLESS STEEL APPLIANCES, RECENTLY PAINTED,  NEW CARPET IN LOWER LEVELS. THIS HOME HAS 4 LEVELS 3 BEDROOMS UPSTAIRS AND 2 ADDITIONAL DEN ROOMS IN THE LOWER LEVELS. HOME AS HUGE BACK YARD. SWIMMING POOL DOES NOT CONVEY, ALL VEHICLES IN YARD WILL BE REMOVED PRIOR TO BUYER OCCUPYING HOME. VYNAL FLOORS TO BE INSTALLED IN LAUNDRY ROOM.Read more"
61122536,"Metropolitan Place! Immaculate 12th floor condo located in the heart of Madison! Beautiful split bedroom design w/open floorplan, wood floors throughout, & private balcony w/soaring courtyard views & the downtown skyline. Kitchen features stainless appliances w/gas range, under cabinet lighting, granite counters & breakfast bar. Bright living rm w/tall ceilings & gas fireplace w/granite surround. enjoy a meal at the cozy dining area or the elevated breakfast bar. Main bedroom features a walk in closet. Spacious bathroom w/tile flooring & jetted tub. Additional features include private in unit laundry (washer & dryer included). Two side by side underground parking stalls & storage unit included. Metropolitan Place offers an amazing central downtown location & excellent amenities.Read more"
27263190,"Open House Sunday 1-3 $5000 toward closing or improvements. Clean and move in ready. Cute home with great floor plan as shown in photos.  Located in Kingspoint subdivision of Denton County.  3 bedrooms, 2.1 bath and 2 livings areas.  Nice size family room leading into kitchen with pantry, electric range and built in microwave.  Lots of cabinets. Arcadia doors lead to big backyard with storage and yard is flat.  Upstairs includes a  15 x 20  master bedroom with room for a sitting area. Huge walk in closet.  Master bath has two level, double vanity.  Two HVAC systems. Ancillary rooms are good sized. Rear of home faces Northwest. Recessed lighting in most areas and ceiling fans throughout. No survey available.Read more"
110714834,"Enchanting Swan Park brick colonial packed with character, style and space.  Winding front walk lined with beautiful boxwoods. French style windows, arched dormers and gorgeous iron window boxes. Original hardwood floors, a stone natural fireplace, plaster moldings and arched openings.  DR has original built-ins and access to bonus family room with original brick wall, bead board ceilings, patio door and full bathroom with walk-in shower.  KIT is spacious, center island, high end SS appliances, white cabinetry and granite counters. Upstairs are 3 nicely sized bedrooms and second full bathroom. Master has access to a second floor deck, the perfect place to relax or work from home!  LL is partially finished has third full bath. Backyard is private, featuring a patio as well as green space.Read more"
7515762,GREAT INVESTMENT PROPERTY! Lot of potential and long-term tenant in place who  would love to stay. Home can be flipped and sold for possibly $210-220k !!Read more
110745460,"Swan Park Neighborhood brick colonial beauty!  Attractive curb presence with beautiful curb appeal.  Enter this welcoming home with lots of room to entertain family and friends.  Classic natural fireplace in living room, dining room with built-in china cabinets and everyday living made easy with a remodel in 1998.  All 3 bedrooms are conveniently located upstairs with a full bath. Lots and lots of storage!  Enjoy the GORGEOUS backyard with lots of privacy and nice canopy to enjoy those picnics outside.  You will not be disappointed.  Come check it out! Home Warranty is also included!Read more"
111710774,"Super fun location, 233 Franklin St, Res.303, located in the center of vibrant Hayes Valley, where yummy restaurants, boutique shopping, theater/opera, & downtown are at your doorstep. This luxury 2bed/2bath condo is a gracious 1,345sqft & situated on a corner with tons of natural light from both directions.  The chef's kitchen would delight any cook with its imported Studio Becker German craftsmanship cabinetry, Walker Zanger tile backsplash, & Italian Bertazzoni/Fisher+Paykel appliances. The open space living with bold ebony-stained hardwood floors is perfect for entertaining or relaxing/taking in the Hayes Valley vibe/views downstairs. Primary bedroom ensuite is large enough for a king bed & has floor/ceiling windows, a spa-like bathroom with a soaking tub, & separate modern shower, surrounded by custom tile work. Your own EV charger & large storage unit. Living here is steps away from coffee at BlueBottle, ice cream at Salt&Straw, wine at Arlequin & dinner at Rich Table or aManoRead more"
43693622,"Come live in one of Fleming Islands most desired neighborhoods, HABERSHAM HARBOUR.  This community is sought after for its private boat ramp to Doctors Lake, storage for your boat or RV, community pool and tennis court, mature trees and custom homes. 
This charming home offers 4 bedrooms and 3 bath plus loft. Backs to preservation of over 8 acres. Park like back yard with enclosed back patio. Large custom kitchen with ceramic faux wood tile and 2 way fireplace into the family room. Master downstairs along with 2nd bedroom, 2 large bedrooms with Jack and Jill bath, and bonus room upstairs.  Home has many upgrades including new custom kitchen island, remodeled two way fireplace with wrapped brick, granite counter tops in kitchen, remodeled shower/bath, plantation shutters, outdoor pavers with fire-pit, gutters with french drain, oversized garage with above attic storage.  This Immaculate home has a freshly painted interior and is turn key ready for immediate move in.  Read more"
