listing_id,Appliances,Bedrooms_Total,Bathrooms_Total,Bathrooms_Full,Bathrooms_Half,Living_Area,Flooring,Bathrooms_Three_Quarter
1665018,"Dishwasher, Dryer, Microwave, Range/Oven, Refrigerator, Washer",3,2,2,,"1,690 SqFt.","Concrete, Laminate, Vinyl, Carpet",
1664751,"Dishwasher, Double Oven, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",5,4,4,,"5,779 SqFt.","Ceramic Tile, Hardwood, Slate, Carpet",
1666305,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",1,2,1,,976 SqFt.,"Ceramic Tile, Engineered Hardwood, Slate, Carpet",1
1670128,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",2,2,1,,895 SqFt.,"Ceramic Tile, Laminate, Carpet",1
1671210,"Dishwasher, Dryer, Disposal, Range/Oven, Refrigerator, Washer",2,2,2,,"1,900 SqFt.","Ceramic Tile, Hardwood, Carpet",
1661592,"Dishwasher, Disposal, Microwave, Range/Oven, Refrigerator",3,3,2,1,"1,450 SqFt.","Ceramic Tile, Concrete, Engineered Hardwood",
1669814,"Dishwasher, Range/Oven, Refrigerator",2,2,1,1,"1,084 SqFt.",Laminate,
1670286,"Dishwasher, Dryer, Disposal, Range/Oven, Refrigerator, Washer",5,2,1,,"1,840 SqFt.","Ceramic Tile, Hardwood, Laminate",1
1670010,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",3,2,1,,"1,720 SqFt.","Ceramic Tile, Concrete, Hardwood, Carpet",1
1666847,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",3,3,1,1,"1,470 SqFt.","Ceramic Tile, Hardwood, Carpet",1
1670033,"Dishwasher, Dryer, Disposal, Range/Oven, Refrigerator, Washer",5,4,2,,"2,950 SqFt.","Ceramic Tile, Engineered Hardwood",2
1661205,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",1,1,1,,497 SqFt.,"Bamboo/Cork, Ceramic Tile, Hardwood, Carpet",
1671148,"Dishwasher, Dryer, Disposal, Range/Oven, Refrigerator, Washer",2,1,1,,817 SqFt.,"Laminate, Carpet",
1653401,"Dishwasher, Dryer, Microwave, Range/Oven, Refrigerator, Washer",3,4,2,,"2,290 SqFt.","Bamboo/Cork, Ceramic Tile, Laminate, Stone, Carpet",2
1670981,"Dishwasher, Dryer, Disposal, Range/Oven, Refrigerator, Washer",3,2,2,,"1,940 SqFt.","Bamboo/Cork, Hardwood, Laminate",
1664076,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",3,2,2,,"1,530 SqFt.","Hardwood, Carpet",
1665920,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Trash Compactor, Washer",3,3,1,1,"1,500 SqFt.","Hardwood, Laminate, Slate, Carpet",1
1664400,"Dishwasher, Dryer, Microwave, Range/Oven, Refrigerator, Washer",4,4,1,1,"2,660 SqFt.","Bamboo/Cork, Ceramic Tile",2
1664560,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",2,2,2,,"1,616 SqFt.","Concrete, Engineered Hardwood",
1665537,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",4,3,2,,"2,200 SqFt.","Ceramic Tile, Softwood, Marble, Travertine, Carpet",1
1663331,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",4,4,3,1,"3,430 SqFt.","Ceramic Tile, Hardwood, Vinyl, Carpet",
1670964,"Dishwasher, Dryer, Microwave, Range/Oven, Refrigerator, Washer",4,2,1,,"2,470 SqFt.","Ceramic Tile, Hardwood, Marble, Vinyl",1
1671518,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",3,3,1,1,"1,577 SqFt.","Ceramic Tile, Engineered Hardwood, Carpet",1
1671124,"Dishwasher, Disposal, Range/Oven, Refrigerator",3,2,1,,"1,160 SqFt.","Ceramic Tile, Hardwood, Vinyl, Carpet",1
1661656,"Dishwasher, Double Oven, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer
            ",3,4,1,1,"2,770 SqFt.","Ceramic Tile, Hardwood, Laminate",2
1670021,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",2,2,1,,"1,534 SqFt.","Ceramic Tile, Hardwood, Carpet",1
1656146,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",3,2,1,,"1,408 SqFt.","Ceramic Tile, Hardwood",1
1655048,"Microwave, Range/Oven, Refrigerator, Washer",2,1,,,780 SqFt.,"Ceramic Tile, Hardwood, Laminate",1
1670454,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",2,2,1,,"1,492 SqFt.","Bamboo/Cork, Ceramic Tile, Hardwood, Carpet",1
1670202,"Dishwasher, Double Oven, Dryer, Disposal, Microwave, Range/Oven, See Remarks, Washer
            ",5,4,2,1,"3,660 SqFt.","Ceramic Tile, Hardwood, Carpet",1
1667837,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",4,3,2,,"3,005 SqFt.","Ceramic Tile, Hardwood",1
1667811,"Dishwasher, Dryer, Range/Oven, Refrigerator, Washer",2,1,1,,780 SqFt.,Hardwood,
1670170,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",2,2,2,,810 SqFt.,"Ceramic Tile, Engineered Hardwood",
1670423,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",1,1,1,,759 SqFt.,"Vinyl, Carpet",
1671480,"Dishwasher, Dryer, Microwave, Range/Oven, Refrigerator, See Remarks, Washer",1,1,1,,608 SqFt.,"Bamboo/Cork, See Remarks, Vinyl, Carpet",
1670233,"Dishwasher, Dryer, Microwave, Range/Oven, Refrigerator, Washer",1,1,1,,762 SqFt.,Hardwood,
1670469,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",2,2,1,,"1,028 SqFt.","Ceramic Tile, Carpet",1
1669763,"Dishwasher, Dryer, Microwave, Range/Oven, Refrigerator, Washer",3,2,1,1,"1,340 SqFt.",Softwood,
1667631,"Dishwasher, Dryer, Microwave, Range/Oven, Refrigerator, Washer",3,2,2,,"1,340 SqFt.","Hardwood, Vinyl, Carpet",
1667642,"Dishwasher, Dryer, Disposal, Range/Oven, Refrigerator, Washer",2,2,2,,762 SqFt.,"Ceramic Tile, Hardwood, Vinyl, Carpet",
1669923,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Trash Compactor, Washer
            ",4,2,1,,"2,120 SqFt.","Ceramic Tile, Concrete, Hardwood, Laminate, Carpet",1
1670576,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",2,2,1,,"1,150 SqFt.",Engineered Hardwood,1
1670298,"Dishwasher, Disposal, Microwave, Range/Oven, Refrigerator",4,4,3,1,"3,470 SqFt.","Hardwood, Stone, Carpet",
1670329,"Dishwasher, Range/Oven, Refrigerator",2,2,1,,"1,075 SqFt.","Ceramic Tile, Hardwood, Carpet",1
1670377,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",3,3,2,1,"1,150 SqFt.","Ceramic Tile, Hardwood, Carpet",
1667060,"Dishwasher, Double Oven, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer
            ",5,7,3,1,"4,710 SqFt.","Ceramic Tile, Hardwood, Carpet",3
1670514,"Dryer, Disposal, Washer",1,1,1,,447 SqFt.,"Ceramic Tile, Softwood",
1670473,"Dishwasher, Double Oven, Dryer, Disposal, Range/Oven, Refrigerator, Washer",4,6,3,1,"3,949 SqFt.","Hardwood, Carpet",2
1666481,"Dishwasher, Dryer, Microwave, Range/Oven, Refrigerator, Washer",3,2,1,,"2,180 SqFt.","Hardwood, Vinyl, Carpet",1
1670354,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",2,1,1,,947 SqFt.,"Ceramic Tile, Hardwood",
1670323,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",3,4,2,1,"1,948 SqFt.","Hardwood, Slate, Vinyl, Carpet",1
1675193,"Dishwasher, Dryer, Microwave, Range/Oven, Refrigerator, Washer",2,2,2,,"1,310 SqFt.","Ceramic Tile, Hardwood, Carpet",
1670303,"Dishwasher, Range/Oven, Refrigerator",3,2,1,1,"1,940 SqFt.","Hardwood, See Remarks, Vinyl",
1675193,"Dishwasher, Dryer, Microwave, Range/Oven, Refrigerator, Washer",2,2,2,,"1,310 SqFt.","Ceramic Tile, Hardwood, Carpet",
1667144,"Dishwasher, Disposal, Microwave, Range/Oven, Refrigerator",3,3,1,1,"1,240 SqFt.","Bamboo/Cork, Ceramic Tile, Carpet",1
1667466,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",2,2,1,,"1,254 SqFt.","Bamboo/Cork, Ceramic Tile",1
1671384,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",2,2,1,1,"1,280 SqFt.","Hardwood, Carpet",
1670305,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",1,1,1,,537 SqFt.,"Ceramic Tile, Carpet",
1670353,"Dishwasher, Dryer, Disposal, Microwave, Range/Oven, Refrigerator, Washer",3,2,1,,"1,700 SqFt.","Ceramic Tile, Hardwood, Carpet",1
