Dataset,Column,Label,Reference,Domain,Sample
yahoo.csv,house_location,locality_city_state,,,"['Chaska, Minnesota', 'Tucker, Georgia', 'Beech Grove, Indiana', 'Atlanta, Georgia', 'Bowie, Maryland']"
yahoo.csv,description,description_21,,,"['Classic Druid Hills 1917 Neel Reid design. Tudor\r\nrevival, 8 bedrooms, 7 bathrooms, 5 fireplaces.', 'This one-of-a-kind 3 BR/2 BA Ranch offers 3 living\r\nspaces and is in pristine condition.', ""WOW Room-a-plenty in this very large\r\ncolonial. 2 bedrooms, full bath, living room, and an eat-in kitchen\r\ndown. Upstairs you'll find 3 bedrooms, full bath,and another full\r\neat-in kitchen. Add a full basement, walk-up attic, 2 car garage, and\r\na fenced in yard and an unbelievable price of only 79,900."", 'Old fashion charm - updates galore - hardwood floors -\r\nhigh ceiling with fans - 2 lots - trees.', 'Fantastic 5 bedroom executive home is prime location!']"
yahoo.csv,home_features,interior_features_25,,,"['Air Conditioning - Alarm - Cable/Satellite TV -', 'Cable/Satellite TV - Carpeted Floors - Fireplace -', 'Alarm - Balcony - Cable/Satellite TV - Carpeted Floors', 'Air Conditioning - Cable/Satellite TV - Carpeted', 'Air Conditioning - Alarm - Carpeted Floors -']"
yahoo.csv,date_posted,date_posted_125,,,"['01/16/00', '01/16/00', '01/16/00', '01/16/00', '01/16/00']"
yahoo.csv,price,price_15,,,"['$ 57,000.00', '$ 129,900.00', '$ 204,900.00', '$ 289,500.00', '$ 59,900.00']"
yahoo.csv,beds,beds_19,,,"[3, 5, 5, 4, 4]"
yahoo.csv,baths,baths_11,,,"[2.0, 2.0, 2.0, 2.0, 2.0]"
yahoo.csv,category,home_style_7,,,"['Single Family Home', 'Single Family Home', 'Single Family Home', 'Single Family Home', 'Condo']"
yahoo.csv,classification,home_classification,,,"['Resale Homes by Agency/Brokerage', 'Resale Homes by Agency/Brokerage', 'Resale Homes by Agency/Brokerage', 'Resale Homes by Agency/Brokerage', 'Resale Homes by Agency/Brokerage']"
yahoo.csv,agency-brokerage,firm_name_107,,,"['RE/MAX Dynamic Associates', 'RE/MAX Advisors West', 'RE/MAX Greater Atlanta - Affiliates of Roswell', 'RE/MAX Greater Atlanta - Cobb County Office', 'RE/MAX Professional Realty']"
yahoo.csv,sq._footage,sqft_28,,,"['2,670.00', '1,200.00', '2,348.00', '1,625.00', '1,762.00']"
yahoo.csv,lotsize,lot_size_25,,,"['9,080.00 Square Feet', '50,100.00', '77.00 Standard Size', '50,142.00', '78,123.00']"
yahoo.csv,age,age_13,,,"['6 years', '7 years', '3 years', '19 years', '5 years']"
yahoo.csv,garage,garage_53,,,"['Autodoor2-garagedrvunder', '3-garagekitlevelattached', '2-garageattacheddrvunder', '2-garageattachedkitlevel', '2']"
yahoo.csv,school,school_94,,,"['Pritch', ""O'Fallon"", 'Grove', 'VERIFY', 'Chattahoochee']"
yahoo.csv,contact,agent_name_19,,PersonName,"['A. Mark Spain', 'Linda Liu', 'Barbara Sowers', 'Kevin Weachter', 'Jeff Watson']"
yahoo.csv,email,agent_email_121,,Email,"['LIVESAYW.greater@msmx.com-stock.com', 'BILLROTHERMEL.rmxaolpa@msmx.com-stock.com', 'WHITNEYWISNASKY.rmxprfil@msmx.com-stock.com', 'SCOTTLOKEY.rmxpromd@msmx.com-stock.com', 'KANES.greater@msmx.com-stock.com']"
yahoo.csv,phone_evening,agent_phone_evening,,PhoneNumber,"['(440) 277-4430', '(417) 437-2726', '(440) 277-4430', '(760) 942-4230', '(440) 277-4430']"
yahoo.csv,location,agent_address_116,,Address,"['824 Johnnie Dodds Blvd\r\nMount Pleasant, SC  29464', '1585 Holcomb Bridge Road\r\nRoswell, GA  30076', '5163 Roswell Road\r\nAtlanta, GA  30342', '1460 Miner Street\r\nDes Plaines, IL  60016', '1585 Holcomb Bridge Road\r\nRoswell, GA  30076']"
yahoo.csv,other_ads,related_ads_129,,,"['Listings from drchevy57', 'Listings from dorfma', 'Listings from hinalleli', 'Listings from hinalleli', 'Listings from hinalleli']"
yahoo.csv,ad_id,ad_id_124,,,"['387124615aaeb2334c7d6237721c3c5e', '4f4ad4b76ede6bf9a20f34be41479acb', 'd820cb2eb697bd1201c4e596c18f2f5b', '6debb224244f9fd945388ad039f91bb2', '43530284318bbb78e754ff7adda7e5e7']"
yahoo.csv,phone,agent_phone_117,,PhoneNumber,"['(404) 690-4637', '(770) 565-6380', '(843) 763-4635', '(770) 844-5507', '(618) 530-3200']"
yahoo.csv,fax,agent_fax_120,,PhoneNumber,"['(770) 442-1823', '(770) 551-9451', '(770) 578-0596', '(919) 676-9766', '(770) 578-0596']"
yahoo.csv,construction_status,construction_status_20,,,"['Complete', 'Complete', 'Complete', 'Complete', 'Complete']"
yahoo.csv,mls,mls_34,,,"['67504', '344395', '990951', '2000771', '347447']"
yahoo.csv,architectural_style,architectural_style_12,,,"['Ranch, Traditional', '1.5 Story', 'Traditional European', 'Ranch', 'Town Home']"
yahoo.csv,stories,number_of_stories_15,,,[]
yahoo.csv,neighborhood,neighborhood_name_88,,,"['West Whitelans', 'Lancaster Twp', 'Hempfield', 'Manheim Twp', 'East Bradford']"
yahoo.csv,community_features,neighborhood_features_89,,,"['Controlled Access - Courtyard - Golf Course -', 'Bike Paths - Boating - Golf Course -', 'Bike Paths - Boating - Golf Course -', 'Boating -', 'Controlled Access - Courtyard - Golf Course -']"
yahoo.csv,phone_day,agent_phone_day,,PhoneNumber,"['(760) 942-4230', '(417) 626-7400', '(417) 626-7400', '(760) 942-4230']"
yahoo.csv,available,availability_18,,,"['January 15 2000', 'January 1 1999', 'January 1 1999', 'January 15 1999']"
Realtor_address.csv,property_id,listing_id_1,,,[]
Realtor_address.csv,streetAddress,house_address_3,,,[]
Realtor_address.csv,address_locality,locality_3,,,[]
Realtor_address.csv,address_region,region_4,,,[]
Realtor_address.csv,latitude,latitude_1,,,[]
Realtor_address.csv,longitude,longitude_1,,,[]
Realtor_address.csv,postal_code,postal_code_5,,,[]
Realtor_mortgage.csv,principal_interest,principal_interest_26,,,[]
Realtor_mortgage.csv,property_tax_section,tax_9,,,[]
Realtor_mortgage.csv,home_insurance,,,,[]
Realtor_mortgage.csv,hoa,hoa_fees_27,,,[]
Realtor_mortgage.csv,property_id,listing_id_1,,,[]
Realtor_offer.csv,validFrom,,,,[]
Realtor_offer.csv,price,price_15,,,[]
Realtor_offer.csv,price_currency,,,,[]
Realtor_offer.csv,url,,,,[]
Realtor_offer.csv,agent_id,agent_id_6,,,[]
Realtor_offer.csv,property_id,listing_id_1,,,[]
Realtor_property_overview.csv,price_per_sqft,price_per_sq_ft_16,,,[]
Realtor_property_overview.csv,property_type,home_style_7,,,[]
Realtor_property_overview.csv,property_year,year_built_14,,,[]
Realtor_property_overview.csv,home_style,home_style_year,,,[]
Realtor_property_overview.csv,description,description_21,,,[]
Realtor_property_overview.csv,beds,beds_19,,,[]
Realtor_property_overview.csv,bath,baths_11,,,[]
Realtor_property_overview.csv,sqft,sqft_28,,,[]
Realtor_property_overview.csv,lotsize,lot_size_25,,,[]
Realtor_property_overview.csv,property_id,listing_id_1,,,[]
Realtor_RealEstateAgent.csv,branding_agent_name,agent_name_19,,,[]
Realtor_RealEstateAgent.csv,branding_office_name,firm_name_107,,,[]
Realtor_RealEstateAgent.csv,agent_id,agent_id_6,,,[]
Realtor_RealEstateAgent.csv,property_id,listing_id_1,,,[]
ReMax_address.csv,listing_id,listing_id_1,,,[]
ReMax_address.csv,address,house_address_3,,,[]
ReMax_address.csv,location,locality_city_state,,,[]
ReMax_Area_And_Schools.csv,listing_id,listing_id_1,,,[]
ReMax_Area_And_Schools.csv,City,locality_3,,,[]
ReMax_Area_And_Schools.csv,County_Or_Parish,county_8,,,[]
ReMax_Area_And_Schools.csv,Elementary_School,elementary_school_95,,,[]
ReMax_Area_And_Schools.csv,High_School,high_school_97,,,[]
ReMax_Area_And_Schools.csv,High_School_District,school_94,,,[]
ReMax_Area_And_Schools.csv,Middle_Or_Junior_School,middle_school_96,,,[]
ReMax_Area_And_Schools.csv,Subdivision_Name,subdivision_94,,,[]
ReMax_Building_And_Construction.csv,listing_id,listing_id_1,,,[]
ReMax_Building_And_Construction.csv,Building_Name,,,,[]
ReMax_Building_And_Construction.csv,Property_Sub_Type,home_style_7,,,[]
ReMax_Building_And_Construction.csv,Property_Type,home_style_main,,,[]
ReMax_Building_And_Construction.csv,Year_Built,year_built_14,,,[]
ReMax_Exterior_And_Lot.csv,listing_id,listing_id_1,,,[]
ReMax_Exterior_And_Lot.csv,Lot_Size_Acres,lot_size_25,,,[]
ReMax_Exterior_And_Lot.csv,Lot_Size_Square_Feet,lot_size_25,,,[]
ReMax_Exterior_And_Lot.csv,Lot_Size_Units,lot_size_25,,,[]
ReMax_Exterior_And_Lot.csv,Parking_Total,parking_23,,,[]
ReMax_financial_info.csv,listing_id,listing_id_1,,,[]
ReMax_financial_info.csv,Tax_Annual_Amount,tax_annual,,,[]
ReMax_financial_info.csv,Tax_Year,,,,[]
ReMax_financial_info.csv,Association_Fee,hoa_fees_27,,,[]
ReMax_interior.csv,listing_id,listing_id_1,,,[]
ReMax_interior.csv,Appliances,appliances_18,,,[]
ReMax_interior.csv,Bedrooms_Total,beds_19,,,[]
ReMax_interior.csv,Bathrooms_Total,baths_11,,,[]
ReMax_interior.csv,Bathrooms_Full,baths_full,,,[]
ReMax_interior.csv,Bathrooms_Half,baths_half,,,[]
ReMax_interior.csv,Living_Area,living_area_12,,,[]
ReMax_interior.csv,Flooring,flooring_17,,,[]
ReMax_interior.csv,Bathrooms_Three_Quarter,baths_three_quarter,,,[]
ReMax_listing_agent.csv,listing_id,listing_id_1,,,[]
ReMax_listing_agent.csv,listed_by,agent_name_19,,,[]
ReMax_listing_detail_stats.csv,listing_id,listing_id_1,,,[]
ReMax_listing_detail_stats.csv,listing_detail,description_details,,,[]
ReMax_listing_detail_stats.csv,price,price_15,,,[]
ReMax_listing_detail_stats.csv,bedrooms,beds_19,,,[]
ReMax_listing_detail_stats.csv,total_baths,baths_11,,,[]
ReMax_listing_detail_stats.csv,full_baths,baths_full,,,[]
ReMax_listing_detail_stats.csv,square_feet,sqft_28,,,[]
ReMax_listing_detail_stats.csv,acres,acres_25,,,[]
ReMax_listing_detail_stats.csv,year_built,year_built_14,,,[]
ReMax_listing_detail_stats.csv,status,status_33,,,[]
ReMax_listing_detail_stats.csv,MLS,mls_34,,,[]
zillow_address.csv,house_id,listing_id_1,,,[]
zillow_address.csv,street_address,house_address_3,,,[]
zillow_address.csv,city,locality_3,,,[]
zillow_address.csv,state,region_4,,,[]
zillow_address.csv,zipcode,postal_code_5,,,[]
zillow_agent_house_listing.csv,house_id,listing_id_1,,,[]
zillow_agent_house_listing.csv,agent_id,agent_id_6,,,[]
zillow_construction_details.csv,house_id,listing_id_1,,,[]
zillow_construction_details.csv,home_type,home_style_7,,,[]
zillow_construction_details.csv,roof_material,roof_48,,,[]
zillow_construction_details.csv,new_construction,,,,[]
zillow_construction_details.csv,major_remodel_year,,,,[]
zillow_hoa_and_financial_details.csv,house_id,listing_id_1,,,[]
zillow_hoa_and_financial_details.csv,tax_assessed_value,tax_9,,,[]
zillow_hoa_and_financial_details.csv,annual_tax_amount,tax_annual,,,[]
zillow_home_facts.csv,house_id,listing_id_1,,,[]
zillow_home_facts.csv,beds,beds_19,,,[]
zillow_home_facts.csv,baths,baths_11,,,[]
zillow_home_facts.csv,living_area,living_area_12,,,[]
zillow_home_facts.csv,house_type,home_style_7,,,[]
zillow_home_facts.csv,year_built,year_built_14,,,[]
zillow_home_facts.csv,heating,heating_57,,,[]
zillow_home_facts.csv,cooling,cooling_58,,,[]
zillow_home_facts.csv,parking,parking_23,,,[]
zillow_home_facts.csv,price,price_15,,,[]
zillow_home_facts.csv,price_per_sqft,price_per_sq_ft_16,,,[]
zillow_interior_details.csv,house_id,listing_id_1,,,[]
zillow_interior_details.csv,full_bathrooms,baths_full,,,[]
zillow_interior_details.csv,half_bathrooms,baths_half,,,[]
zillow_interior_details.csv,basement,basement_26,,,[]
zillow_interior_details.csv,flooring,flooring_17,,,[]
zillow_interior_details.csv,appliances,appliances_18,,,[]
zillow_interior_details.csv,total_interior_livable_area,living_area_12,,,[]
zillow_interior_details.csv,fireplace,fireplace_27,,,[]
zillow_listing_agents.csv,agent_id,agent_id_6,,,[]
zillow_listing_agents.csv,agent_name,agent_name_19,,,[]
zillow_listing_agents.csv,phone_number,agent_phone_117,,,[]
zillow_listing_agents.csv,agent_license_number,Agent_license_20,,,[]
zillow_listing_agents.csv,posting_group_name,firm_name_107,,,[]
zillow_listing_agents.csv,posting_website_link_text,firm_web_text,,,[]
zillow_metadata_details.csv,house_id,listing_id_1,,,[]
zillow_metadata_details.csv,mls_id,mls_34,,,[]
zillow_overview.csv,house_id,listing_id_1,,,[]
zillow_overview.csv,overview,description_21,,,[]
zillow_property_details.csv,house_id,listing_id_1,,,[]
zillow_property_details.csv,parking_features,parking_23,,,[]
zillow_property_details.csv,garage_spaces,garage_53,,,[]
zillow_property_details.csv,total_spaces,,,,[]
zillow_property_details.csv,covered_spaces,,,,[]
zillow_property_details.csv,stories,number_of_stories_15,,,[]
zillow_property_details.csv,exterior_features,exterior_features_47,,,[]
zillow_property_details.csv,on_waterfront,waterfront_lot_80,,,[]
zillow_property_details.csv,lot_size,lot_size_25,,,[]
zillow_property_details.csv,parcel_number,,,,[]
zillow_utility_and_energy_details.csv,house_id,listing_id_1,,,[]
zillow_utility_and_energy_details.csv,sun_score,,,,[]
zillow_utility_and_energy_details.csv,rent_control,,,,[]
redfin_address.csv,listing_id,listing_id_1,,,[]
redfin_address.csv,street_address,house_address_3,,,[]
redfin_address.csv,locality,locality_3,,,[]
redfin_address.csv,region,region_4,,,[]
redfin_address.csv,postal_code,postal_code_5,,,[]
redfin_agents.csv,agent_id,agent_id_6,,,[]
redfin_agents.csv,agent_name,agent_name_19,,,[]
redfin_agents.csv,agent_license,Agent_license_20,,,[]
redfin_agents.csv,agent_org,firm_name_107,,,[]
redfin_home_facts.csv,listing_id,listing_id_1,,,[]
redfin_home_facts.csv,property_type,home_style_sub_main,,,[]
redfin_home_facts.csv,hoa_dues,hoa_fees_27,,,[]
redfin_home_facts.csv,style,architectural_style_12,,,[]
redfin_home_facts.csv,year_built,year_built_14,,,[]
redfin_home_facts.csv,community,neighborhood_name_88,,,[]
redfin_home_facts.csv,MLS#,mls_34,,,[]
redfin_listed_by.csv,agent_id,agent_id_6,,,[]
redfin_listed_by.csv,listing_id,listing_id_1,,,[]
redfin_listed_by.csv,status,status_33,,,[]
redfin_main_stats.csv,listing_id,listing_id_1,,,[]
redfin_main_stats.csv,price,price_15,,,[]
redfin_main_stats.csv,beds,beds_19,,,[]
redfin_main_stats.csv,baths,baths_11,,,[]
redfin_main_stats.csv,area,living_area_12,,,[]
redfin_main_stats.csv,cost_per_squre_feet,price_per_sq_ft_16,,,[]
redfin_price_insights.csv,listing_id,listing_id_1,,,[]
redfin_price_insights.csv,listing_price,price_15,,,[]
redfin_price_insights.csv,est._mo._payment,principal_interest_26,,,[]
redfin_price_insights.csv,redfin_estimate,price_estimate,,,[]
redfin_price_insights.csv,price_per_Sq_ft,price_per_sq_ft_16,,,[]
redfin_public_facts.csv,listing_id,listing_id_1,,,[]
redfin_public_facts.csv,beds,beds_19,,,[]
redfin_public_facts.csv,baths,baths_11,,,[]
redfin_public_facts.csv,finished_sq_ft,sqft_finished,,,[]
redfin_public_facts.csv,unfinished_sq_ft,sqft_unfinished,,,[]
redfin_public_facts.csv,total_sq.ft,sqft_28,,,[]
redfin_public_facts.csv,stories,number_of_stories_15,,,[]
redfin_public_facts.csv,lot_size,lot_size_25,,,[]
redfin_public_facts.csv,style,home_style_sub_main,,,[]
redfin_public_facts.csv,year_built,year_built_14,,,[]
redfin_public_facts.csv,year_renovated,remodel_8,,,[]
redfin_public_facts.csv,county,county_8,,,[]
redfin_public_facts.csv,APN,,,,[]
person1.csv,BusinessEntityID,agent_id_6,,,"[163, 158, 21, 27, 267]"
person1.csv,Title,title,,,"['Mr.', 'Mr.', 'Ms.', 'Mr.', 'Ms.']"
person1.csv,FirstName,first_name,,FirstName,"['Lori', 'Anibal', 'Ranjit', 'Roberto', 'Bob']"
person1.csv,MiddleName,middle_name,,,"['M', 'G', 'K', 'M', 'B']"
person1.csv,LastName,last_name,,LastName,"['Sam', 'Hartwig', 'Campbell', 'Sacksteder', 'Uddin']"
person1.csv,Suffix,name_suffix,,,"['Jr.', 'III']"
person1.csv,JobTitle,job_title,,,"['Production Supervisor - WC60', 'Production Technician - WC50', 'Stocker', 'Production Technician - WC40', 'Production Technician - WC40']"
person1.csv,PhoneNumber,agent_phone_117,,PhoneNumber,"['810-555-0178', '166-555-0156', '688-555-0192', '476-555-0119', '751-555-0134']"
person1.csv,PhoneNumberType,phone_number_type,,,"['Cell', 'Cell', 'Cell', 'Cell', 'Work']"
person1.csv,EmailAddress,agent_email_121,,Email,"['margie0@adventure-works.com', 'zainal0@adventure-works.com', 'john4@adventure-works.com', 'kevin1@adventure-works.com', 'sariya0@adventure-works.com']"
person1.csv,EmailPromotion,email_promotion,,,"[1, 0, 0, 0, 0]"
person1.csv,AddressLine1,address_line_1,,Address,"['77 Birchwood', '5009 Orange Street', '8411 Mt. Orange Place', '1748 Bird Drive', '3333 Madhatter Circle']"
person1.csv,AddressLine2,address_line_2,,,"['Unit A', '# 2', '# 14', '# 4', '# 207']"
person1.csv,City,locality_31,,City,"['Edmonds', 'Seattle', 'Bothell', 'Bothell', 'Bothell']"
person1.csv,StateProvinceName,region_41,,State,"['Washington', 'Washington', 'Michigan', 'Victoria', 'Washington']"
person1.csv,PostalCode,postal_code_51,,Zip,"['98052', '98104', '98104', '98011', '98019']"
person1.csv,CountryRegionName,country,,Country,"['United States', 'United States', 'United States', 'United States', 'United States']"
person1.csv,AdditionalContactInfo,,,,[]
person2.csv,sales_rep_id,agent_id_6,,,"[288, 284, 282, 279, 274]"
person2.csv,title,title,,,"['Mr.', 'Mr.']"
person2.csv,fname,first_name,,FirstName,"['Linda', 'Amy', 'José', 'Ranjit', 'Rachel']"
person2.csv,mname,middle_name,,,"['B', 'Edvaldo', 'R', 'A', 'O']"
person2.csv,lname,last_name,,LastName,"['Vargas', 'Alberts', 'Tsoflias', 'Carson', 'Saraiva']"
person2.csv,suffix,name_suffix,,,[]
person2.csv,job_title,job_title,,,"['Sales Representative', 'Sales Representative', 'Sales Representative', 'Sales Representative', 'Sales Representative']"
person2.csv,phone_num,agent_phone_117,,PhoneNumber,"['340-555-0193', '1 (11) 500 555-0140', '1 (11) 500 555-0145', '740-555-0182', '883-555-0116']"
person2.csv,phone_num_type,phone_number_type,,,"['Work', 'Cell', 'Work', 'Cell', 'Cell']"
person2.csv,email,agent_email_121,,Email,"['pamela0@adventure-works.com', 'jillian0@adventure-works.com', 'ranjit0@adventure-works.com', 'jae0@adventure-works.com', 'syed0@adventure-works.com']"
person2.csv,email_promo,email_promotion,,,"[1, 0, 1, 0, 0]"
person2.csv,addr_line1,address_line_1,,Address,"['8291 Crossbow Way', '9100 Sheppard Avenue North', '636 Vine Hill Way', '80 Sunview Terrace', 'Downshire Way']"
person2.csv,addr_line2,address_line_2,,,[]
person2.csv,city,locality_31,,City,"['Detroit', 'Melbourne', 'Nevada', 'Duluth', 'Memphis']"
person2.csv,state_prov,region_41,,State,"['Oregon', 'California', 'Alberta', 'Gironde', 'Tennessee']"
person2.csv,postal_code,postal_code_51,,Zip,"['38103', '14111', '3000', '98052', '33000']"
person2.csv,country,country,,Country,"['Australia', 'United States', 'United States', 'Canada', 'United States']"
person2.csv,territory,territory_name,,,"['France', 'Southwest', 'Southwest', 'United Kingdom', 'Central']"
person2.csv,territory_grp,territory_group,,,"['North America', 'Pacific', 'North America', 'North America', 'Europe']"
person2.csv,sales_quota,sales_quota,,,"[250000.0, 250000.0, 300000.0, 250000.0, 250000.0]"
person2.csv,sales_ytd_amt,ytd_sales,,,"[4116871.228, 2315185.611, 1453719.465, 519905.93200000003, 1576562.197]"
person2.csv,sales_lyear_amt,last_year_sales,,,"[1927059.178, 2278548.978, 1307949.7920000001, 1620276.8969999999, 2396539.76]"
person3.csv,id,agent_id_6,,,"[1600, 1648, 1558, 1698, 1594]"
person3.csv,Name,firm_name_107,,OrgName,"['Circuit Cycles', 'Greenwood Athletic Company', 'Compete, Inc.', ""Hill's Bicycle Service"", 'Professional Athletic Consultants']"
person3.csv,cntct_type,,,,"['Sales Agent', 'Sales Manager', 'Sales Agent', 'Sales Agent', 'Sales Agent']"
person3.csv,title,title,,,"['Ms.', 'Ms.', 'Mr.', 'Mr.', 'Mr.']"
person3.csv,f_name,first_name,,FirstName,"['Leota', 'Greg', 'Carole', 'Thomas', 'Enoch']"
person3.csv,m_name,middle_name,,,"['J.', 'J.', 'B.', 'E.', 'M.']"
person3.csv,l_name,last_name,,LastName,"['Reams', 'Olguin', 'Oviatt', 'Zwilling', 'Rizzi']"
person3.csv,suffix,name_suffix,,,"['Sr.', 'Jr.', 'Jr.', 'Jr.']"
person3.csv,tel_num,agent_phone_117,,PhoneNumber,"['221-555-0100', '459-555-0100', '816-555-0100', '757-555-0100', '533-555-0100']"
person3.csv,type_of_tel_num,phone_number_type,,,"['Work', 'Work', 'Work', 'Cell', 'Cell']"
person3.csv,electronic_mail_addr,agent_email_121,,Email,"['dan2@adventure-works.com', 'jan2@adventure-works.com', 'cynthia1@adventure-works.com', 'shyamalan0@adventure-works.com', 'marie0@adventure-works.com']"
person3.csv,promo_2_email_ok,email_promotion,,,"[0, 0, 1, 1, 1]"
