Dataset,Column,Label,Reference,Domain,Sample
dbo/DimPromotion.csv,FrPromoCat,SpecialOffer.Category,,,"['Client', 'Revendeur', 'Revendeur', 'Revendeur', 'Aucune remise']"
dbo/DimPromotion.csv,FrPromoName,PromotionName,,,"['Remise sur les casques sport - 2002', 'Pédales à moitié prix', 'Remise sur les casques sport - 2003', 'Aucune remise', 'Promotion “Touring-3000”']"
dbo/DimPromotion.csv,FrPromoType,SpecialOffer.Type,,,"['Remise sur quantité', 'Déstockage', 'Aucune remise', 'Déstockage', ""Ce produit n'est plus commercialisé""]"
dbo/DimPromotion.csv,DPromoMaxQty,SpecialOffer.MaxQty,,,"[14.0, 24.0, 40.0, 60.0]"
dbo/DimPromotion.csv,DPromoMinQty,SpecialOffer.MinQty,,,"[0, 61, 15, 11, 0]"
dbo/DimPromotion.csv,PromoAltKey,DimPromotion.PromotionAlternateKey,,,"[15, 9, 8, 13, 14]"
dbo/DimPromotion.csv,PromoKey,DimPromotion.PromotionKey,,,"[7, 3, 14, 4, 6]"
dbo/DimPromotion.csv,SpanPromoCat,SpecialOffer.Category,,,"['Cliente', 'Distribuidor', 'Cliente', 'Distribuidor', 'Distribuidor']"
dbo/DimPromotion.csv,SpanPromoName,PromotionName,,,"['Sin descuento', 'Liquidación de bicicleta de montaña, 100', 'Casco deportivo, descuento: 2003', 'Descuento por volumen (más de 60)', 'Descuento por volumen (entre 15 y 24)']"
dbo/DimPromotion.csv,SpanPromoType,SpecialOffer.Type,,,"['Descuento de temporada', 'Descuento por volumen', 'Producto Nuevo', 'Sin descuento', 'Descuento de temporada']"
dbo/DimPromotion.csv,DPromoStateDate,SpecialOffer.StartDate,,,"['2012-12-12', '2011-12-29', '2010-12-29', '2011-11-12', '2010-12-29']"
dbo/DimReseller.csv,DResAddrLine1,Address.AddressLine1,,,"['48255 I-10 E. @ Eastpoint Blvd.', '2512-4th Ave Sw', '9950 Ferrand Drive, 9th Floor', 'Chabbell Park', 'Elmhurst Road, Goring']"
dbo/DimReseller.csv,DResAddrLine2,Address.AddressLine2,,,"['Kreditorenbuchhaltung', 'Botany Bay Industrial Estate', 'Leiter der Abteilung', '538 Climbing Street', '201 Sussex Street']"
dbo/DimReseller.csv,DResAnnuRev,AnnualRevenuw,,,"[300000.0, 80000.0, 80000.0, 300000.0, 300000.0]"
dbo/DimReseller.csv,DResAnnuSales,AnnualSales,,,"[800000.0, 1500000.0, 1500000.0, 3000000.0, 800000.0]"
dbo/DimReseller.csv,DResBankName,BankName,,,"['Guardian Bank', 'Primary Bank & Reserve', 'Guardian Bank', 'United Security', 'International Bank']"
dbo/DimReseller.csv,DResBizType,BusinessType,,,"['Value Added Reseller', 'Specialty Bike Shop', 'Warehouse', 'Warehouse', 'Specialty Bike Shop']"
dbo/DimReseller.csv,DResFirstOrdYear,FirstOrderYear,,,"[2011.0, 2012.0, 2012.0, 2013.0, 2012.0]"
dbo/DimReseller.csv,DGeoKey,DimGeography.GeographyKey,dbo/DimGeography.csv#LocationKey,,"[178, 619, 73, 568, 445]"
dbo/DimReseller.csv,DResLastOrdYear,LastOrderYear,,,"[2013.0, 2012.0, 2011.0, 2013.0, 2011.0]"
dbo/DimReseller.csv,DResMinPayAmt,MinPaymentAmount,,,"[600.0, 1000.0, 600.0, 200.0, 600.0]"
dbo/DimReseller.csv,DResMinPayType,MinPaymentType,,,"[2.0, 1.0, 3.0, 3.0, 3.0]"
dbo/DimReseller.csv,RNumEmployees,NumberEmployees,,,"[10, 10, 4, 6, 40]"
dbo/DimReseller.csv,DResOrderFrq,OrderFrequency,,,"['Q', 'Q', 'Q', 'S', 'Q']"
dbo/DimReseller.csv,DResOrderMonth,OrderMonth,,,"[5.0, 5.0, 5.0, 6.0, 5.0]"
dbo/DimReseller.csv,DResPhone,ResellerPhone,,,"['323-555-0113', '1 (11) 500 555-0181', '1 (11) 500 555-0122', '685-555-0117', '226-555-0110']"
dbo/DimReseller.csv,DResProdLine,Product.ProductLine,,,"['Road', 'Road', 'Mountain', 'Mountain', 'Road']"
dbo/DimReseller.csv,DResAltKey,DimReseller.ResellerAlternateKey,,,"['AW00000099', 'AW00000634', 'AW00000199', 'AW00000338', 'AW00000068']"
dbo/DimReseller.csv,DResKey,DimReseller.ResellerKey,,,"[375, 691, 79, 599, 29]"
dbo/DimReseller.csv,DResName,ResellerName,,,"['Maintenance and Repair for Bicycles', 'Functional Store North', 'A Typical Bike Shop', 'Bicycle Outfitters', 'Requisite Part Supply']"
dbo/DimReseller.csv,DResYearOpened,YearOpened,,,"[1984, 1983, 1994, 2000, 1996]"
dbo/DimSalesReason.csv,DSalesRsnAltKey,DimSalesReason.SalesReasonAlternateKey,,,"[8, 6, 2, 3, 1]"
dbo/DimSalesReason.csv,DSalesRsnKey,DimSalesReason.SalesReasonKey,,,"[7, 9, 1, 5, 10]"
dbo/DimSalesReason.csv,DSalesRsnName,SalesReason.Name,,,"['Sponsorship', 'Demo Event', 'Review', 'Manufacturer', 'Quality']"
dbo/DimSalesReason.csv,DSalesRsnType,SalesReason.ReasonType,,,"['Marketing', 'Marketing', 'Other', 'Marketing', 'Marketing']"
dbo/DimSalesTerritory.csv,DSalesTerAltKey,DimSalesTerritory.SalesTerritoryAlternateKey,,,"[4, 5, 7, 6, 0]"
dbo/DimSalesTerritory.csv,DSalesTerCountry,CountryRegion.Name,,,"['United States', 'United States', 'Australia', 'France', 'Canada']"
dbo/DimSalesTerritory.csv,DSalesTerGrp,SalesTerritory.Group,,,"['North America', 'Europe', 'Europe', 'North America', 'Europe']"
dbo/DimSalesTerritory.csv,DSalesTerKey,DimSalesTerritory.SalesTerritoryKey,,,"[2, 4, 11, 7, 10]"
dbo/DimSalesTerritory.csv,DSalesTerRegion,CountryRegion.Name,,,"['United Kingdom', 'Central', 'France', 'Northeast', 'Northwest']"
dbo/DimScenario.csv,DScenKey,DimScenario.ScenarioKey,,,"[1, 2, 3]"
dbo/DimScenario.csv,DScenName,ScenarioName,,,"['Actual', 'Budget', 'Forecast']"
dbo/FactAdditionalInternationalProductDescription.csv,CultName,Culture.Name,,,"['Polish', 'Portuguese (European)', 'Croatian', 'Zulu', 'Chinese - Trad']"
dbo/FactAdditionalInternationalProductDescription.csv,ProdDESCR,ProductDescription.Description,,,"['""Ringan, tahan angin, boleh dikemas untuk dimuatkan ke dalam saku.""', 'Ifremu le-aluminiyamu ye HL lenziwe layisimo sokuzenzela esibukeka kahle futhi linamandla; lizomelana nazo zonke izinkinga zansukuzonke ezinzima zokugibela ibhayisikili. Isihumusho sabesilisa.', '""En model, hvor du får mest muligt for pengene, med samme banebrydende stelteknologi som i ML-aluminiumstellet.""', '""Chránič prilby, ktorý vyhovuje každému, je priedušný, ľahký a pripevňuje sa zacvaknutím.""', '""Ko tā mātou anga konumohe tino māmā rawa atu, tino whai kounga hoki, i hangā ki te pūhi konganuku tino hou rawa atu; kua honoa, kua whakamaimoatia ki te wera kia kaha ai. Ko te mutunga mai o te hāneanea me te whakamahi ngā hua o tā mātou hoahoatanga auaha.""']"
dbo/FactAdditionalInternationalProductDescription.csv,ProdKey,DimProduct.ProductKey,,,"[455, 433, 250, 437, 241]"
dbo/FactCallCenter.csv,FactCCAutRSPs,AutomaticResponses,,,"[157, 111, 308, 115, 246]"
dbo/FactCallCenter.csv,FactCCAvgTimePerIssue,AverageTimePerIssue,,,"[67, 80, 86, 64, 84]"
dbo/FactCallCenter.csv,FactCCCalls,Calls,,,"[308, 234, 203, 268, 541]"
dbo/FactCallCenter.csv,Date,CallDate,,,"['2014-05-22', '2014-05-16', '2014-05-05', '2014-05-30', '2014-05-13']"
dbo/FactCallCenter.csv,FactCCDateKey,DimDate.DateKey,dbo/DimDate.csv#DKey,,"[20140502, 20140524, 20140522, 20140518, 20140509]"
dbo/FactCallCenter.csv,FactCCID,FactCallCenterID,,,"[24, 97, 50, 38, 33]"
dbo/FactCallCenter.csv,FactCCIssuesRaised,IssuesRaised,,,"[2, 0, 1, 0, 1]"
dbo/FactCallCenter.csv,FactCCLvlOneOps,LevelOneOperators,,,"[1, 3, 2, 3, 4]"
dbo/FactCallCenter.csv,FactCCLvlTwoOps,LevelTwoOperators,,,"[8, 9, 10, 7, 4]"
dbo/FactCallCenter.csv,FactCCOrders,Orders,,,"[280, 161, 343, 387, 197]"
dbo/FactCallCenter.csv,SGrade,ServiceGrade,,,"[0.09, 0.06, 0.07, 0.08, 0.08]"
dbo/FactCallCenter.csv,FactCCShift,Shift,,,"['AM', 'AM', 'midnight', 'midnight', 'midnight']"
dbo/FactCallCenter.csv,FactCCTotOps,TotalOperators,,,"[14, 12, 8, 13, 10]"
dbo/FactCallCenter.csv,FactCCWageType,WageType,,,"['weekday', 'weekday', 'holiday', 'weekday', 'holiday']"
dbo/FactCurrencyRate.csv,MeanRate,CurrencyRate.AverageRate,,,"[0.31616554427898397, 0.008006405124099279, 0.5341880341880341, 0.5540473156407559, 0.5548158011540171]"
dbo/FactCurrencyRate.csv,Currency,DimCurrency.CurrencyKey,dbo/DimCurrency.csv#CurrKey,,"[102, 36, 19, 103, 16]"
dbo/FactCurrencyRate.csv,Date,CurrencyDate,,,"['2013-06-08', '2013-10-25', '2012-03-15', '2012-02-22', '2011-09-21']"
dbo/FactCurrencyRate.csv,KeyForDate,DimDate.DateKey,dbo/DimDate.csv#DKey,,"[20130808, 20110726, 20130520, 20110211, 20130810]"
dbo/FactCurrencyRate.csv,EODRate,EndOfDayRate,,,"[1.40567894292943, 0.120784616871195, 1.45222189950624, 0.00134339987640721, 0.518752917985164]"
dbo/FactFinance.csv,AcctKey,DimAccount.AccountKey,dbo/DimAccount.csv#AcctKey,,"[92, 74, 34, 84, 12]"
dbo/FactFinance.csv,Amt,FinanceAmount,,,"[112606.21, 36524.74, 898.07, 5117.84, 76.0]"
dbo/FactFinance.csv,Date,FinanceDate,,,"['2011-07-01', '2011-05-31', '2011-07-01', '2011-08-29', '2012-12-28']"
dbo/FactFinance.csv,DKey,DimDate.DateKey,dbo/DimDate.csv#DKey,,"[20110929, 20130731, 20110801, 20110331, 20111029]"
dbo/FactFinance.csv,DeptGroup,DimDepartmentGroup.DepartmentGroupKey,dbo/DimDepartmentGroup.csv#DeptKey,,"[6, 7, 4, 1, 1]"
dbo/FactFinance.csv,FKey,FinanceKey,,,"[20466, 19442, 2711, 32199, 2874]"
dbo/FactFinance.csv,OrgKey,DimOrganization.OrganizationKey,dbo/DimOrganization.csv#OrgKey,,"[13, 6, 6, 7, 11]"
dbo/FactFinance.csv,Scenario,DimScenario.ScenarioKey,dbo/DimScenario.csv#DScenKey,,"[1, 1, 1, 1, 1]"
dbo/FactInternetSales.csv,CarrierTrackNo,SalesOrderDetail.CarrierTrackingNumber,,,[]
dbo/FactInternetSales.csv,Currency,DimCurrency.CurrencyKey,dbo/DimCurrency.csv#CurrKey,,"[100, 19, 6, 100, 100]"
dbo/FactInternetSales.csv,CustKey,DimCustomer.CustomerKey,dbo/DimCustomer.csv#CustKey,,"[17076, 16336, 22833, 15893, 24691]"
dbo/FactInternetSales.csv,CustPONo,SalesOrderHeader.PurchaseOrderNumber,,,[]
dbo/FactInternetSales.csv,DscntAmt,DiscountAmount,,,"[0.0, 0.0, 0.0, 0.0, 0.0]"
dbo/FactInternetSales.csv,DueTime,SalesOrderHeader.DueDate,,,"['2014-01-31', '2013-09-13', '2012-04-17', '2013-09-08', '2012-12-07']"
dbo/FactInternetSales.csv,DueDate,DimDate.DateKey,dbo/DimDate.csv#DKey,,"[20130224, 20131210, 20140104, 20130604, 20131023]"
dbo/FactInternetSales.csv,ExdAmt,ExtendedAmount,,,"[2.29, 2.29, 2.29, 3578.27, 539.99]"
dbo/FactInternetSales.csv,Feight,SalesOrderHeader.Freight,,,"[1.7498, 0.1248, 57.3748, 1.3748, 0.5495]"
dbo/FactInternetSales.csv,OrderTime,SalesOrderHeader.OrderDate,,,"['2013-12-28', '2013-03-15', '2013-07-05', '2013-04-24', '2013-12-23']"
dbo/FactInternetSales.csv,OrderDate,DimDate.DateKey,dbo/DimDate.csv#DKey,,"[20130911, 20130730, 20130306, 20130629, 20130911]"
dbo/FactInternetSales.csv,OrderQty,SalesOrderDetail.OrderQty,,,"[1, 1, 1, 1, 1]"
dbo/FactInternetSales.csv,ProdKey,DimProduct.ProductKey,dbo/DimProduct.csv#Prod,,"[541, 388, 214, 528, 587]"
dbo/FactInternetSales.csv,ProdStandardCost,Product.StandardCost,,,"[486.7066, 26.1763, 1251.9813, 3.3623, 13.0863]"
dbo/FactInternetSales.csv,PromoKey,DimPromotion.PromotionKey,dbo/DimPromotion.csv#PromoKey,,"[1, 1, 1, 1, 1]"
dbo/FactInternetSales.csv,RevNum,SalesOrderHeader.RevisionNumber,,,"[1, 1, 1, 1, 1]"
dbo/FactInternetSales.csv,SalesAmt,SalesAmount,,,"[8.99, 35.0, 34.99, 8.99, 34.99]"
dbo/FactInternetSales.csv,SalesOrderLnNum,FactInternetSales.SalesOrderLineNumber,,,"[2, 1, 3, 4, 2]"
dbo/FactInternetSales.csv,SalesOrderNum,SalesOrderHeader.SalesOrderNumber,,,"['SO63896', 'SO57552', 'SO71561', 'SO73305', 'SO68402']"
dbo/FactInternetSales.csv,SalesRegionKey,DimSalesTerritory.SalesTerritoryKey,dbo/DimSalesTerritory.csv#DSalesTerKey,,"[9, 8, 1, 9, 4]"
dbo/FactInternetSales.csv,ShipTime,SalesOrderHeader.ShipDate,,,"['2013-12-08', '2013-03-05', '2013-06-25', '2013-06-16', '2013-03-02']"
dbo/FactInternetSales.csv,ShipDate,DimDate.DateKey,dbo/DimDate.csv#DKey,,"[20131022, 20131008, 20130822, 20120613, 20130729]"
dbo/FactInternetSales.csv,TaxAmount,SalesOrderHeader.TaxAmt,,,"[0.3992, 0.3992, 1.7584, 195.468, 89.6392]"
dbo/FactInternetSales.csv,TotalProdCost,TotalProductCost,,,"[3.3623, 9.3463, 1.8663, 0.8565, 2171.2942]"
dbo/FactInternetSales.csv,UPrice,SalesOrderDetail.UnitPrice,,,"[3399.99, 34.99, 4.99, 2.29, 2.29]"
dbo/FactInternetSales.csv,UnitPriceDiscPct,SalesOrderDetail.UnitPriceDiscount,,,"[0.0, 0.0, 0.0, 0.0, 0.0]"
dbo/FactInternetSalesReason.csv,SalesOrderLnNo,FactInternetSales.SalesOrderLineNumber,dbo/FactInternetSales.csv#SalesOrderLnNum,,"[3, 2, 1, 2, 3]"
dbo/FactInternetSalesReason.csv,SalesOrderNo,SalesOrderHeader.SalesOrderNumber,dbo/FactInternetSales.csv#SalesOrderNum,,"['SO60573', 'SO55042', 'SO74422', 'SO74969', 'SO58753']"
dbo/FactInternetSalesReason.csv,SalesReason,DimSalesReason.SalesReasonKey,dbo/DimSalesReason.csv#DSalesRsnKey,,"[1, 1, 1, 1, 5]"
dbo/FactProductInventory.csv,DKey,DimDate.DateKey,dbo/DimDate.csv#DKey,,"[20131112, 20110511, 20130223, 20121005, 20140426]"
dbo/FactProductInventory.csv,MovementTime,MovementDate,,,"['2013-11-06', '2012-01-16', '2014-04-20', '2014-03-05', '2012-06-19']"
dbo/FactProductInventory.csv,ProdKey,DimProduct.ProductKey,dbo/DimProduct.csv#Prod,,"[312, 410, 198, 88, 508]"
dbo/FactProductInventory.csv,UCost,UnitCost,,,"[102.85, 9.2, 0.21, 1.34, 0.2]"
dbo/FactProductInventory.csv,UnitsBal,UnitsBalance,,,"[4, 438, 438, 88, 404]"
dbo/FactProductInventory.csv,UnitsIn,UnitsIn,,,"[0, 0, 0, 0, 0]"
dbo/FactProductInventory.csv,UnitsOut,UnitsOut,,,"[0, 0, 0, 0, 0]"
dbo/FactResellerSales.csv,CarrierTrackNo,SalesOrderDetail.CarrierTrackingNumber,,,"['2F58-4025-92', '79A1-4836-9F', '2A6B-46DE-96', 'F624-4906-AF', 'EBC1-4D4C-8E']"
dbo/FactResellerSales.csv,CurrencyKey,DimCurrency.CurrencyKey,dbo/DimCurrency.csv#CurrKey,,"[19, 98, 100, 100, 100]"
dbo/FactResellerSales.csv,CustPO,SalesOrderHeader.PurchaseOrderNumber,,,"['PO13775186264', 'PO1450136230', 'PO6699130779', 'PO10266197377', 'PO6786110112']"
dbo/FactResellerSales.csv,DiscAmt,DiscountAmount,,,"[0.0, 0.0, 0.0, 0.0, 0.0]"
dbo/FactResellerSales.csv,Due,SalesOrderHeader.DueDate,,,"['2012-01-10', '2012-05-12', '2013-06-11', '2011-08-13', '2013-03-12']"
dbo/FactResellerSales.csv,DueDateKey,DimDate.DateKey,dbo/DimDate.csv#DKey,,"[20131211, 20130611, 20130812, 20131011, 20130910]"
dbo/FactResellerSales.csv,Employee,DimEmployee.EmployeeKey,dbo/DimEmployee.csv#EmpKey,,"[281, 286, 283, 281, 287]"
dbo/FactResellerSales.csv,ExdAmt,ExtendedAmount,,,"[14.1289, 209.25599999999997, 1336.23, 3926.8125, 53.994]"
dbo/FactResellerSales.csv,Freight,SalesOrderHeader.Freight,,,"[11.1353, 4.3261, 16.1999, 11.2406, 60.0263]"
dbo/FactResellerSales.csv,Order,SalesOrderHeader.OrderDate,,,"['2011-12-29', '2012-04-30', '2013-01-28', '2012-10-28', '2013-09-29']"
dbo/FactResellerSales.csv,OrderDateKey,DimDate.DateKey,dbo/DimDate.csv#DKey,,"[20131129, 20121228, 20130630, 20111129, 20131129]"
dbo/FactResellerSales.csv,OrderQty,OrderQuantity,,,"[5, 4, 3, 4, 1]"
dbo/FactResellerSales.csv,ProdKey,DimProduct.ProductKey,dbo/DimProduct.csv#Prod,,"[586, 593, 459, 599, 580]"
dbo/FactResellerSales.csv,ProdStandardCost,Product.StandardCost,,,"[41.5723, 1265.6195, 77.9176, 2171.2942, 755.1508]"
dbo/FactResellerSales.csv,PromoKey,DimPromotion.PromotionKey,dbo/DimPromotion.csv#PromoKey,,"[1, 13, 1, 1, 1]"
dbo/FactResellerSales.csv,Reseller,DimReseller.ResellerKey,dbo/DimReseller.csv#DResKey,,"[322, 84, 697, 23, 522]"
dbo/FactResellerSales.csv,RevNum,SalesOrderHeader.RevisionNumber,,,"[1, 1, 1, 1, 1]"
dbo/FactResellerSales.csv,SalesAmt,SalesAmount,,,"[3001.3125, 5864.04, 4293.924, 20.1865, 3926.8125]"
dbo/FactResellerSales.csv,SalesOrderLnNo,FactInternetSales.SalesOrderLineNumber,,,"[7, 33, 16, 32, 14]"
dbo/FactResellerSales.csv,SalesOrderNo,SalesOrderHeader.SalesOrderNumber,,,"['SO71889', 'SO69397', 'SO46933', 'SO47975', 'SO47055']"
dbo/FactResellerSales.csv,SalesRegionKey,DimSalesTerritory.SalesTerritoryKey,dbo/DimSalesTerritory.csv#DSalesTerKey,,"[8, 6, 3, 2, 6]"
dbo/FactResellerSales.csv,Ship,SalesOrderHeader.ShipDate,,,"['2012-06-06', '2013-12-06', '2011-11-05', '2013-04-06', '2012-11-04']"
dbo/FactResellerSales.csv,ShipDateKey,DimDate.DateKey,dbo/DimDate.csv#DKey,,"[20130807, 20121205, 20130307, 20131006, 20120307]"
dbo/FactResellerSales.csv,TaxAmt,TaxAmt,,,"[285.0624, 1.2448, 5.9443, 28.5518, 58.8916]"
dbo/FactResellerSales.csv,TotalProdCost,TotalProductCost,,,"[5282.7352, 6495.06, 15.6891, 1478.082, 52.3452]"
dbo/FactResellerSales.csv,UnitCost,UnitPrice,,,"[1466.01, 461.694, 419.4589, 23.484, 602.346]"
dbo/FactResellerSales.csv,UnitPriceDiscPct,SalesOrderDetail.UnitPriceDiscount,,,"[0.0, 0.0, 0.0, 0.0, 0.0]"
dbo/FactSalesQuota.csv,CalQuarter,CalendarQuarter,,,"[1, 3, 4, 4, 2]"
dbo/FactSalesQuota.csv,CalYear,CalendarYear,,,"[2011, 2011, 2013, 2011, 2010]"
dbo/FactSalesQuota.csv,QDate,SalesPersonQuotaHistory.QuotaDate,,,"['2011-03-31', '2013-09-29', '2011-07-01', '2013-09-29', '2013-03-30']"
dbo/FactSalesQuota.csv,Date,DimDate.DateKey,dbo/DimDate.csv#DKey,,"[20110929, 20130630, 20130330, 20121228, 20111229]"
dbo/FactSalesQuota.csv,EmpKey,DimEmployee.EmployeeKey,dbo/DimEmployee.csv#EmpKey,,"[282, 294, 285, 281, 287]"
dbo/FactSalesQuota.csv,SalesAmtQuot,SalesPersonQuotaHistory.SalesQuota,,,"[947000.0, 507000.0, 267000.0, 478000.0, 187000.0]"
dbo/FactSalesQuota.csv,SalesQuota,SalesQuotaKey,,,"[38, 13, 114, 78, 94]"
dbo/FactSurveyResponse.csv,CustKey,DimCustomer.CustomerKey,dbo/DimCustomer.csv#CustKey,,"[24198, 21070, 19862, 11390, 17331]"
dbo/FactSurveyResponse.csv,Date,SurveyResponseDate,,,"['2012-04-25', '2012-03-07', '2012-04-14', '2012-03-29', '2012-03-04']"
dbo/FactSurveyResponse.csv,DateKey,DimDate.DateKey,dbo/DimDate.csv#DKey,,"[20120328, 20120328, 20120331, 20120314, 20120320]"
dbo/FactSurveyResponse.csv,EnglishProdCat,ProductCategoryName,,,"['Accessories', 'Clothing', 'Accessories', 'Accessories', 'Accessories']"
dbo/FactSurveyResponse.csv,EnglishProdSubcat,ProductSubcategoryName,,,"['Locks', 'Shorts', 'Pumps', 'Shorts', 'Pumps']"
dbo/FactSurveyResponse.csv,ProdCat,DimProductCategory.ProductCategoryKey,,,"[3, 4, 4, 4, 4]"
dbo/FactSurveyResponse.csv,ProdSubcat,DimProductSubcategory.ProductSubcategoryKey,,,"[24, 18, 32, 34, 33]"
dbo/FactSurveyResponse.csv,SurveyResKey,FactSurveyResponse.SurveyResponseKey,,,"[908, 85, 2187, 2261, 798]"
dbo/NewFactCurrencyRate.csv,MeanRate,CurrencyRate.AverageRate,,,"[1.0001000165939329, 1.0002000331878662, 1.0001000165939329, 1.0001000165939329, 1.0001000165939329]"
dbo/NewFactCurrencyRate.csv,CurrDate,CurrencyDate,,,"['2011-03-03', '2011-03-09', '2011-03-08', '2011-03-05', '2011-03-06']"
dbo/NewFactCurrencyRate.csv,CurrencyID,CurrencyID,,,"['ARS', 'ARS', 'ARS', 'ARS', 'ARS']"
dbo/NewFactCurrencyRate.csv,CurrKey,DimCurrency.CurrencyKey,,,"[3, 3, 3, 3, 3]"
dbo/NewFactCurrencyRate.csv,DateKey,DimDate.DateKey,,,[]
dbo/NewFactCurrencyRate.csv,EoDRate,CurrencyRate.EndOfDayRate,,,"[0.9996001720428468, 0.9998999834060668, 0.9998999834060668, 1.000400185585022, 1.001001000404358]"
dbo/ProspectiveBuyer.csv,Address1,Address.AddressLine1,,,"['2275 Vallejo', '639 La Corte Bonita', '8955 Miller Dr.', '4723 Zion Avenue', '5455 Grenola Dr']"
dbo/ProspectiveBuyer.csv,Address2,Address.AddressLine2,,,"['#511', '#103', '#235', 'Apt 24', '#3']"
dbo/ProspectiveBuyer.csv,BDate,Employee.BirthDate,,,"['1976-08-23', '1988-04-15', '1976-02-09', '1983-01-03', '1946-02-01']"
dbo/ProspectiveBuyer.csv,City,Address.City,,,"['Mill Valley', 'Colma', 'Ogden', 'Portland', 'Hixson']"
dbo/ProspectiveBuyer.csv,EduLevel,Education,,,"['High Schoo', 'Graduate D', 'Bachelors', 'High Schoo', 'Bachelors']"
dbo/ProspectiveBuyer.csv,Email,EmailAddress.EmailAddress,,,"['arai@thephone-company.com', 'malvarez@adatum.com', 'tkumar@fabrikam.com', 'jyuan@litwareinc.com', 'azhao@fabrikam.com']"
dbo/ProspectiveBuyer.csv,FName,Person.FirstName,,,"['Tony', 'Naomi', 'Fernando', 'Jessie', 'Nathan']"
dbo/ProspectiveBuyer.csv,Sex,Gender,,,"['M', 'M', 'F', 'M', 'F']"
dbo/ProspectiveBuyer.csv,OwnHome,HouseOwnerFlag,,,"[1, 1, 0, 1, 0]"
dbo/ProspectiveBuyer.csv,LName,Person.LastName,,,"['Cooper', 'Mitchell', 'Li', 'Campbell', 'Dominguez']"
dbo/ProspectiveBuyer.csv,Marriage,MaritalStatus,,,"['M', 'S', 'M', 'M', 'M']"
dbo/ProspectiveBuyer.csv,MName,Person.MiddleName,,,"['M', 'D', 'F', 'P', 'L']"
dbo/ProspectiveBuyer.csv,NumCars,NumberCarsOwned,,,"[0, 1, 3, 3, 2]"
dbo/ProspectiveBuyer.csv,TotalChildrenHome,NumberChildrenAtHome,,,"[0, 1, 3, 0, 5]"
dbo/ProspectiveBuyer.csv,JobTitle,Occupation,,,"['Management', 'Skilled Manual', 'Skilled Manual', 'Skilled Manual', 'Skilled Manual']"
dbo/ProspectiveBuyer.csv,Contact,PersonPhone.PhoneNumber,,,"['1 (11) 500 555-0185', '1 (11) 500 555-0199', '1 (11) 500 555-0177', '151-555-0119', '981-555-0114']"
dbo/ProspectiveBuyer.csv,POCode,Address.PostalCode,,,"[98104, 94014, 94519, 98036, 98168]"
dbo/ProspectiveBuyer.csv,ProsAltKey,ProspectiveBuyer.ProspectAlternateKey,,,"[91285358071, 2767, 40064392700, 85459846854, 9597]"
dbo/ProspectiveBuyer.csv,ProsBuyerKey,ProspectiveBuyer.ProspectiveBuyerKey,,,"[1485, 318, 1209, 548, 503]"
dbo/ProspectiveBuyer.csv,Salutation,BuyerSalutation,,,"['Mr.', 'Ms.', 'Ms.', 'Mr.', 'Mr.']"
dbo/ProspectiveBuyer.csv,State,BuyerCode,,,"['CA', 'WA', 'CA', 'NY', 'CA']"
dbo/ProspectiveBuyer.csv,NumChildren,TotalChildren,,,"[1, 0, 1, 0, 2]"
dbo/ProspectiveBuyer.csv,Unknown,BuyerUnknown,,,"[0, 4, 1, 4, 4]"
dbo/ProspectiveBuyer.csv,AnnualIncome,YearlyIncome,,,"[20000.0, 50000.0, 40000.0, 20000.0, 60000.0]"
HumanResources/Department.csv,DeptID,Department.DepartmentID,,,"[8, 13, 7, 11, 1]"
HumanResources/Department.csv,GrpN,Department.GroupName,,,"['Quality Assurance', 'Sales and Marketing', 'Executive General and Administration', 'Executive General and Administration', 'Research and Development']"
HumanResources/Department.csv,MDate,Department.ModifiedDate,,,"['2008-04-30', '2008-04-30', '2008-04-30', '2008-04-30', '2008-04-30']"
HumanResources/Department.csv,DName,Department.Name,,,"['Purchasing', 'Facilities and Maintenance', 'Research and Development', 'Tool Design', 'Finance']"
HumanResources/Employee.csv,Birthday,Employee.BirthDate,,,"['1978-01-17', '1990-10-07', '1963-12-11', '1974-05-03', '1973-09-05']"
HumanResources/Employee.csv,BusEntId,Employee.BusinessEntityID,,,"[182, 218, 248, 205, 183]"
HumanResources/Employee.csv,CurrentEmployeeFlag,Employee.CurrentFlag,,,"[True, True, True, True, True]"
HumanResources/Employee.csv,Sex,Employee.Gender,,,"['F', 'M', 'M', 'F', 'M']"
HumanResources/Employee.csv,HiringDate,Employee.HireDate,,,"['2011-05-31', '2009-12-06', '2008-12-19', '2009-02-02', '2009-01-31']"
HumanResources/Employee.csv,JobTtl,Employee.JobTitle,,,"['Production Technician - WC10', 'Accounts Payable Specialist', 'Production Technician - WC60', 'Production Technician - WC45', 'Sales Representative']"
HumanResources/Employee.csv,Login,Employee.LoginID,,,"['adventure-works\\stuart0', 'adventure-works\\rob1', 'adventure-works\\jean0', 'adventure-works\\ashvini0', 'adventure-works\\amy0']"
HumanResources/Employee.csv,Married,Employee.MaritalStatus,,,"['S', 'M', 'M', 'S', 'M']"
HumanResources/Employee.csv,ModificationDate,Employee.ModifiedDate,,,"['2014-06-30 00:00:00.000', '2014-06-30 00:00:00.000', '2014-06-30 00:00:00.000', '2014-06-30 00:00:00.000', '2014-06-30 00:00:00.000']"
HumanResources/Employee.csv,NationId,Employee.NationalIDNumber,,,"[674171828, 131471224, 568626529, 184188301, 652535724]"
